timestep,lad_uk_2016,gva_per_sector
2015,S12000005,692.496009617398
2015,S12000006,3091.1029408560667
2015,S12000008,1925.205644016552
2015,S12000010,1676.9683680709925
2015,S12000011,1094.7171984324852
2015,S12000013,469.083455087639
2015,S12000014,3258.2211100473596
2015,S12000015,6532.282639668251
2015,S12000017,4863.1952369394185
2015,S12000018,1358.2927733245122
2015,S12000019,1506.802827915482
2015,S12000020,1646.9956997730656
2015,S12000021,2111.0443160939853
2015,S12000023,480.4662177614106
2015,S12000024,3444.250893653741
2015,S12000026,2370.681907365581
2015,S12000027,555.8190863362281
2015,S12000028,2131.3370984196094
2015,S12000029,5916.147222044664
2015,S12000030,2339.5260417606496
2015,S12000033,8811.914932182084
2015,S12000034,6460.116557365835
2015,S12000035,1605.6873730081006
2015,S12000036,15981.252700092378
2015,S12000038,3916.135850234418
2015,S12000039,1431.863081622051
2015,S12000040,3692.8922044956153
2015,S12000041,1868.435985818601
2015,S12000042,3484.7785380435234
2015,S12000044,6297.564164955761
2015,S12000045,1313.489053293958
2015,S12000046,19546.505684735945
2015,W06000001,1044.1051210766132
2015,W06000002,2384.532965311082
2015,W06000003,1672.4732325833183
2015,W06000004,1612.4361777093447
2015,W06000005,3696.479018970968
2015,W06000006,2592.2674902295694
2015,W06000008,1173.4617123970015
2015,W06000009,1743.4266873463177
2015,W06000010,2764.0294177933456
2015,W06000011,4185.510659850478
2015,W06000012,1989.005589730165
2015,W06000013,2296.2101082825516
2015,W06000014,1796.2505453437543
2015,W06000015,8898.964785600405
2015,W06000016,3379.713533495101
2015,W06000018,2220.0102594410055
2015,W06000019,840.9737057492863
2015,W06000020,1546.2399771316964
2015,W06000021,1715.5718689031478
2015,W06000022,3209.3473592109813
2015,W06000023,2342.8255141488444
2015,W06000024,860.6613612035903
2018,E06000001,1356.0646714212137
2018,E06000002,2610.176226622055
2018,E06000003,1655.4084334444194
2018,E06000004,3894.7560852739307
2018,E06000005,2195.472978911369
2018,E06000006,3287.17865337246
2018,E06000007,6154.899077659487
2018,E06000008,2799.4586292868207
2018,E06000009,2331.1692144467756
2018,E06000010,5691.750663148681
2018,E06000011,6105.6672763343795
2018,E06000012,2965.1705344672623
2018,E06000013,3447.9093046889093
2018,E06000014,4281.451168399232
2018,E06000015,5775.132293102658
2018,E06000016,7251.725857756448
2018,E06000017,708.0216425970794
2018,E06000018,8905.466450138669
2018,E06000019,3940.3588495912154
2018,E06000020,3854.2182583694857
2018,E06000021,5031.173538494725
2018,E06000022,4369.621096303308
2018,E06000023,13918.473584241445
2018,E06000024,4578.893910686786
2018,E06000025,7237.043880553043
2018,E06000026,4643.543237861067
2018,E06000027,2093.080161755241
2018,E06000028,4141.679410715973
2018,E06000029,3772.916654154229
2018,E06000030,13686.592999265027
2018,E06000031,10649.145336381183
2018,E06000032,11235.170581216466
2018,E06000033,2988.980493086827
2018,E06000034,3062.785811431027
2018,E06000035,4949.150996980562
2018,E06000036,4065.7530274168244
2018,E06000037,6534.162503721049
2018,E06000038,6819.11047411316
2018,E06000039,5474.184786714109
2018,E06000040,5039.507306472057
2018,E06000041,5704.9795661943945
2018,E06000042,21365.169413369447
2018,E06000043,7883.229260677762
2018,E06000044,5875.489076263634
2018,E06000045,6343.835781495736
2018,E06000046,2742.678085521693
2018,E06000047,8020.678799427822
2018,E06000049,11768.756467208485
2018,E06000050,8578.574703862841
2018,E06000051,5797.915072581821
2018,E06000052,9058.503367214342
2018,E06000053,50.502695192024525
2018,E06000054,10387.275917270252
2018,E06000055,8068.146412590203
2018,E06000056,10975.017612805192
2018,E06000057,4869.467928069419
2018,E07000004,10300.602916285141
2018,E07000005,5076.499699385839
2018,E07000006,4706.433048974271
2018,E07000007,10694.432562325113
2018,E07000008,9481.332946599023
2018,E07000009,3487.925586073591
2018,E07000010,3712.5849093254146
2018,E07000011,7386.527222457357
2018,E07000012,9542.60231814127
2018,E07000026,1685.5412862574233
2018,E07000027,1582.0504425969582
2018,E07000028,2368.384314173677
2018,E07000029,1814.9078056604442
2018,E07000030,1135.3402537242696
2018,E07000031,2265.319722750088
2018,E07000032,2308.1607883581432
2018,E07000033,1253.3389565474063
2018,E07000034,2115.926837892132
2018,E07000035,1640.4368020502734
2018,E07000036,1809.3881012503186
2018,E07000037,1530.4135710870355
2018,E07000038,1243.537974126312
2018,E07000039,2170.052642952342
2018,E07000040,2103.2372053149393
2018,E07000041,4291.244176507871
2018,E07000042,1298.706731571093
2018,E07000043,2336.5545561818176
2018,E07000044,1700.1386945717798
2018,E07000045,2133.3540900410226
2018,E07000046,949.1670601402932
2018,E07000047,801.5209992172064
2018,E07000048,892.4897391860997
2018,E07000049,1449.0179205167376
2018,E07000050,1185.467432460225
2018,E07000051,824.3237980070065
2018,E07000052,2431.6703425209935
2018,E07000053,784.8498357315374
2018,E07000061,2098.476360069749
2018,E07000062,1844.7425300275295
2018,E07000063,1925.018887074222
2018,E07000064,1539.1437747870355
2018,E07000065,3031.4071863932054
2018,E07000066,4089.3020822012622
2018,E07000067,2953.2426967327883
2018,E07000068,1957.7198224125418
2018,E07000069,964.1349005607548
2018,E07000070,4357.035244181593
2018,E07000071,3962.7284393989803
2018,E07000072,2670.6876424824763
2018,E07000073,1857.2556075818115
2018,E07000074,999.0226957443064
2018,E07000075,1323.1245871838773
2018,E07000076,1870.0837880873587
2018,E07000077,2392.5248477983296
2018,E07000078,2990.3337691226334
2018,E07000079,2153.8251040808314
2018,E07000080,1213.3624080092015
2018,E07000081,3428.2590153269384
2018,E07000082,2796.7904907462107
2018,E07000083,2385.51116096127
2018,E07000084,4570.1460846486325
2018,E07000085,2456.001018443568
2018,E07000086,3766.7448195684574
2018,E07000087,2521.836184826334
2018,E07000088,1161.8762425908542
2018,E07000089,2135.2333630743087
2018,E07000090,2283.786615422498
2018,E07000091,3918.410223667708
2018,E07000092,2833.170654127233
2018,E07000093,2915.568159833619
2018,E07000094,4151.3524896131685
2018,E07000095,1845.775345561542
2018,E07000096,3659.964889940207
2018,E07000098,3088.1305316626517
2018,E07000099,5729.945218767178
2018,E07000102,2474.812362117418
2018,E07000103,4212.42419124697
2018,E07000105,2904.9859319569696
2018,E07000106,3236.2919649878772
2018,E07000107,2506.5500337717663
2018,E07000108,2230.365403416384
2018,E07000109,1672.8931305680567
2018,E07000110,3692.234651632356
2018,E07000111,2866.2436048608015
2018,E07000112,1955.0369346430266
2018,E07000113,2468.1235999924775
2018,E07000114,2239.677723061565
2018,E07000115,2792.153182516504
2018,E07000116,2685.495778251673
2018,E07000117,1691.4449299458252
2018,E07000118,1764.8150090406632
2018,E07000119,2212.413942800288
2018,E07000120,1423.4874301745167
2018,E07000121,2559.1885003748066
2018,E07000122,1524.5332854283884
2018,E07000123,3433.435140863101
2018,E07000124,1400.3636271113419
2018,E07000125,889.5751641624954
2018,E07000126,2571.868886100952
2018,E07000127,2116.852432493326
2018,E07000128,1547.3203367965043
2018,E07000129,2995.846683264784
2018,E07000130,2762.282657648097
2018,E07000131,1807.9715829491518
2018,E07000132,2156.634429901621
2018,E07000133,1001.4460486620533
2018,E07000134,2817.7963248225137
2018,E07000135,827.8389900817635
2018,E07000136,1369.2957699917652
2018,E07000137,1993.5777776396847
2018,E07000138,2273.521760102135
2018,E07000139,1879.7306588659112
2018,E07000140,1617.2114150824743
2018,E07000141,2693.4133231503206
2018,E07000142,1343.1220318568794
2018,E07000143,2414.2663626485855
2018,E07000144,2680.8012010375915
2018,E07000145,1667.3133802996547
2018,E07000146,2951.0861560116323
2018,E07000147,1741.1445104622037
2018,E07000148,4186.95746047667
2018,E07000149,2672.5301900539816
2018,E07000150,2996.6782737674216
2018,E07000151,3601.7996446251695
2018,E07000152,2709.592167398807
2018,E07000153,4146.952800083402
2018,E07000154,11756.247792198557
2018,E07000155,3413.978261109116
2018,E07000156,3153.799047881516
2018,E07000163,1419.6327068957103
2018,E07000164,1955.4871666925665
2018,E07000165,3284.3270080127427
2018,E07000166,871.0491225306437
2018,E07000167,1115.2478137890837
2018,E07000168,1770.7599602487412
2018,E07000169,1723.749384699147
2018,E07000170,2662.520677788941
2018,E07000171,2265.826129561166
2018,E07000172,2008.504153858504
2018,E07000173,1609.1256398973019
2018,E07000174,1718.7298180748967
2018,E07000175,2301.946425276185
2018,E07000176,1853.1940931320914
2018,E07000177,9759.440762910961
2018,E07000178,12611.380028892692
2018,E07000179,7481.188526263127
2018,E07000180,7978.168332656638
2018,E07000181,6004.60930958853
2018,E07000187,2186.8881363634428
2018,E07000188,2085.042929035436
2018,E07000189,3098.825089121734
2018,E07000190,2619.502315577074
2018,E07000191,677.975649979095
2018,E07000192,1783.3042942559207
2018,E07000193,2508.7726692153324
2018,E07000194,1974.9510022913605
2018,E07000195,2020.8689213404152
2018,E07000196,1715.6744959886303
2018,E07000197,2770.431323758276
2018,E07000198,1204.684242086653
2018,E07000199,1168.1692736423033
2018,E07000200,1609.5216599338028
2018,E07000201,1240.995168398592
2018,E07000202,3778.737233124192
2018,E07000203,1944.4197969261877
2018,E07000204,3140.103567871082
2018,E07000205,2836.1637519038572
2018,E07000206,1904.1230022584457
2018,E07000207,3264.3200820725515
2018,E07000208,1558.7787991126295
2018,E07000209,4437.356437482499
2018,E07000210,2548.3757741157756
2018,E07000211,3971.7359486200526
2018,E07000212,3569.036444491805
2018,E07000213,2211.8910169154187
2018,E07000214,2915.9424755320774
2018,E07000215,1659.935332049963
2018,E07000216,3013.5305405168765
2018,E07000217,2577.9261860506417
2018,E07000218,2249.7077172675354
2018,E07000219,2268.382912776175
2018,E07000220,2307.465808628001
2018,E07000221,3811.4874167036296
2018,E07000222,5039.112929832154
2018,E07000223,1058.559521993073
2018,E07000224,2475.897058081551
2018,E07000225,3426.2924036845316
2018,E07000226,4949.641789828397
2018,E07000227,3271.679754556604
2018,E07000228,3436.9928069447997
2018,E07000229,2862.2136370207786
2018,E07000234,2737.7566400843266
2018,E07000235,1298.9612851079344
2018,E07000236,1845.175907126407
2018,E07000237,2456.0884712630627
2018,E07000238,2923.9631035228645
2018,E07000239,1579.814021004065
2018,E07000240,3699.5713444707862
2018,E07000241,4639.809035739445
2018,E07000242,3999.6766782620407
2018,E07000243,4970.777802829783
2018,E08000001,5088.138715811421
2018,E08000002,3068.849939344571
2018,E08000003,16741.476756055505
2018,E08000004,3956.1931305416238
2018,E08000005,3302.5971133829667
2018,E08000006,5770.806503161449
2018,E08000007,6132.110732013643
2018,E08000008,3114.633316201258
2018,E08000009,6526.449591159898
2018,E08000010,4675.401394528461
2018,E08000011,2884.777030330692
2018,E08000012,10654.24453738856
2018,E08000013,2677.9899192585185
2018,E08000014,4154.525884234276
2018,E08000015,4732.084872794506
2018,E08000016,3316.088603821948
2018,E08000017,4974.023755092455
2018,E08000018,4450.350137827641
2018,E08000019,10752.127511281467
2018,E08000021,7503.502383890199
2018,E08000022,3670.797403538038
2018,E08000023,1792.9889827330273
2018,E08000024,5697.249569995985
2018,E08000025,23591.16570490527
2018,E08000026,7889.495370328407
2018,E08000027,5377.736197831978
2018,E08000028,6493.693569891236
2018,E08000029,5670.706966700875
2018,E08000030,4858.414492014549
2018,E08000031,4787.9969979540765
2018,E08000032,9714.119951312185
2018,E08000033,4569.377307426882
2018,E08000034,7656.989972496185
2018,E08000035,20082.60415126084
2018,E08000036,6815.098766295563
2018,E08000037,3844.2961896679176
2018,E09000001,55340.62388026298
2018,E09000002,3497.951211081868
2018,E09000003,8964.992560825374
2018,E09000004,4378.608027443667
2018,E09000005,8002.015781485343
2018,E09000006,6354.031060338759
2018,E09000007,25501.667808239665
2018,E09000008,7396.799276948116
2018,E09000009,8713.856024942808
2018,E09000010,5942.409487109358
2018,E09000011,4401.15054565148
2018,E09000012,9115.428580562564
2018,E09000013,10259.330553242884
2018,E09000014,6076.246026748987
2018,E09000015,5205.432433131289
2018,E09000016,4438.814103671457
2018,E09000017,10529.205586948052
2018,E09000018,10971.065925994215
2018,E09000019,17038.80916330831
2018,E09000020,9608.523324571124
2018,E09000021,4460.85317137316
2018,E09000022,10076.27601432861
2018,E09000023,5400.005771933164
2018,E09000024,4969.633492265895
2018,E09000025,7513.628925166887
2018,E09000026,5070.351902386938
2018,E09000027,5185.828258084198
2018,E09000028,17921.311349190408
2018,E09000029,3874.3371354095802
2018,E09000030,28638.97903284257
2018,E09000031,4689.503596667525
2018,E09000032,8458.640326497809
2018,E09000033,51117.22468105059
2018,N09000001,2288.3555604990515
2018,N09000002,3166.2659989704425
2018,N09000003,14562.701174423772
2018,N09000004,1555.1556338636055
2018,N09000005,2219.8592515633713
2018,N09000006,1360.2788112578683
2018,N09000007,2112.7734728047735
2018,N09000008,1934.2971748737766
2018,N09000009,2063.571898780553
2018,N09000010,2153.292416118839
2018,N09000011,1433.5988039214133
2018,S12000005,720.9849669755441
2018,S12000006,3219.616853976329
2018,S12000008,2009.540132453468
2018,S12000010,1739.2985783416495
2018,S12000011,1143.488921212767
2018,S12000013,486.7590578985495
2018,S12000014,3392.9328595191378
2018,S12000015,6799.834416412175
2018,S12000017,5065.341992726787
2018,S12000018,1421.8605885359766
2018,S12000019,1571.6011126767664
2018,S12000020,1712.5775523232303
2018,S12000021,2182.4859988466524
2018,S12000023,501.2950529390275
2018,S12000024,3558.13999357066
2018,S12000026,2456.8210300365404
2018,S12000027,575.2906020505513
2018,S12000028,2221.1237607695784
2018,S12000029,6135.6387576514535
2018,S12000030,2446.7132179506807
2018,S12000033,9066.86720879961
2018,S12000034,6661.406986992008
2018,S12000035,1667.140143879306
2018,S12000036,16664.941019108457
2018,S12000038,4090.3514566690233
2018,S12000039,1502.3318111246979
2018,S12000040,3890.073203369697
2018,S12000041,1936.5270513077196
2018,S12000042,3620.392441077895
2018,S12000044,6607.883277182785
2018,S12000045,1355.390122569608
2018,S12000046,20316.969269914116
2018,W06000001,1081.8672438866602
2018,W06000002,2494.0942911781153
2018,W06000003,1743.5067238299928
2018,W06000004,1684.3468648662545
2018,W06000005,3909.652041995241
2018,W06000006,2699.1427754720185
2018,W06000008,1229.6331973333201
2018,W06000009,1825.8473710540954
2018,W06000010,2878.173966965633
2018,W06000011,4356.017213853345
2018,W06000012,2068.192224680403
2018,W06000013,2400.992851339903
2018,W06000014,1878.145393193597
2018,W06000015,9268.74535921171
2018,W06000016,3509.9712653208016
2018,W06000018,2319.2442613627736
2018,W06000019,878.9912599385236
2018,W06000020,1618.3115922609688
2018,W06000021,1779.592205394401
2018,W06000022,3346.6361276153148
2018,W06000023,2431.349442716527
2018,W06000024,901.6808624228098
2020,E06000001,1393.826169833056
2020,E06000002,2672.053853890103
2020,E06000003,1696.5189883002333
2020,E06000004,3998.242393444075
2020,E06000005,2251.930997117996
2020,E06000006,3381.33029192625
2020,E06000007,6308.53917941125
2020,E06000008,2876.087327105327
2020,E06000009,2408.9178775286687
2020,E06000010,5817.873316550648
2020,E06000011,6280.4390606704055
2020,E06000012,3021.3208975682596
2020,E06000013,3513.2516569458585
2020,E06000014,4419.230591780025
2020,E06000015,5928.148358353865
2020,E06000016,7450.319108919244
2020,E06000017,727.4383900631931
2020,E06000018,9152.074212225205
2020,E06000019,4053.3986675327887
2020,E06000020,3991.7639256234843
2020,E06000021,5170.0999122896055
2020,E06000022,4502.162733177341
2020,E06000023,14301.232315752864
2020,E06000024,4728.485248419975
2020,E06000025,7480.3204449365685
2020,E06000026,4777.042148820287
2020,E06000027,2156.5384747889243
2020,E06000028,4270.46728133332
2020,E06000029,3885.7090350990825
2020,E06000030,14095.440822004506
2020,E06000031,10977.044301992679
2020,E06000032,11662.74383290843
2020,E06000033,3075.506416670203
2020,E06000034,3164.984451491822
2020,E06000035,5078.047787946704
2020,E06000036,4185.987683655399
2020,E06000037,6743.121505986124
2020,E06000038,7032.430697441881
2020,E06000039,5621.017963304821
2020,E06000040,5180.697045204288
2020,E06000041,5921.315486288632
2020,E06000042,23085.81270172359
2020,E06000043,8106.386698015245
2020,E06000044,6034.810026406788
2020,E06000045,6465.763504884249
2020,E06000046,2820.8327091291126
2020,E06000047,8213.043509116776
2020,E06000049,12183.507596170555
2020,E06000050,8801.011088075948
2020,E06000051,5983.967860071603
2020,E06000052,9359.412665943692
2020,E06000053,52.30116716124762
2020,E06000054,10706.229113728798
2020,E06000055,8408.789250777618
2020,E06000056,11482.5346291784
2020,E06000057,4988.937695985556
2020,E07000004,10748.834197286818
2020,E07000005,5207.873420018882
2020,E07000006,4815.860887785253
2020,E07000007,10961.552426296985
2020,E07000008,10302.724922003901
2020,E07000009,3747.809502043892
2020,E07000010,3808.799784213597
2020,E07000011,7721.146697712752
2020,E07000012,10411.062869128333
2020,E07000026,1727.3076508811037
2020,E07000027,1633.3854336795016
