timestep,dwellings,lad16nm,lad_uk_2016
2008,77962.67200000005,,E09000027
2008,113885.05899999983,,E09000028
2008,75878.69699999999,,E09000029
2008,91218.98099999991,,E09000030
2008,95120.53099999999,,E09000031
2008,127805.20200000002,,E09000032
2008,101721.964,,E09000033
2008,30589.61035900002,,W06000001
2008,51536.094339999974,,W06000002
2008,51093.678675999996,,W06000003
2008,40544.60373899998,,W06000004
2008,63036.09209299999,,W06000005
2008,55982.67593599991,,W06000006
2008,30669.347093999924,,W06000008
2008,52913.01068599987,,W06000009
2008,78224.38274500001,,W06000010
2008,101048.4928439999,,W06000011
2008,59896.81978599997,,W06000012
2008,58006.15417300003,,W06000013
2008,53170.09402899998,,W06000014
2008,137597.47704399994,,W06000015
2008,98730.18854599992,,W06000016
2008,73857.09108199994,,W06000018
2008,30283.412254999996,,W06000019
2008,38297.93885399994,,W06000020
2008,37960.777103000066,,W06000021
2008,60253.59827899991,,W06000022
2008,58059.01513600002,,W06000023
2008,24207.905092000015,,W06000024
2008,20223.0,,S12000005
2008,66802.0,,S12000006
2008,53791.0,,S12000008
2008,40339.0,,S12000010
2008,36013.0,,S12000011
2008,14136.0,,S12000013
2008,65191.0,,S12000014
2008,143446.0,,S12000015
2008,101628.0,,S12000017
2008,37029.0,,S12000018
2008,31404.0,,S12000019
2008,39472.0,,S12000020
2008,60868.0,,S12000021
2008,9222.0,,S12000023
2008,62942.0,,S12000024
2008,49693.0,,S12000026
2008,9799.0,,S12000027
2008,50467.0,,S12000028
2008,135875.0,,S12000029
2008,36288.0,,S12000030
2008,99620.0,,S12000033
2008,105101.0,,S12000034
2008,37700.0,,S12000035
2008,215506.0,,S12000036
2008,76783.0,,S12000038
2008,41937.0,,S12000039
2008,71517.0,,S12000040
2008,50929.0,,S12000041
2008,66314.0,,S12000042
2008,144011.0,,S12000044
2008,37440.0,,S12000045
2008,275639.0,,S12000046
2008,52235.0,,N09000001
2008,73448.0,,N09000002
2008,143000.0,,N09000003
2008,53152.0,,N09000004
2008,56200.0,,N09000005
2008,40720.0,,N09000006
2008,51313.0,,N09000007
2008,54625.0,,N09000008
2008,46668.0,,N09000009
2008,60612.0,,N09000010
2008,63906.0,,N09000011
2009,39680.99399999998,,E06000001
2009,56656.766,,E06000002
2009,58645.479,,E06000003
2009,77885.03899999998,,E06000004
2009,46071.35000000002,,E06000005
2009,52458.335,,E06000006
2009,83444.57700000002,,E06000007
2009,56836.097,,E06000008
2009,64161.436000000016,,E06000009
2009,110737.758,,E06000010
2009,141924.937,,E06000011
2009,69054.14999999998,,E06000012
2009,69457.041,,E06000013
2009,82235.16500000001,,E06000014
2009,100728.908,,E06000015
2009,122202.95400000006,,E06000016
2009,15466.869000000002,,E06000017
2009,123170.95899999994,,E06000018
2009,76846.454,,E06000019
2009,65650.39,,E06000020
2009,106011.71300000003,,E06000021
2009,72481.39600000001,,E06000022
2009,178293.73500000007,,E06000023
2009,86474.78300000008,,E06000024
2009,104474.972,,E06000025
2009,108669.97100000002,,E06000026
2009,58472.23700000001,,E06000027
2009,79832.41399999999,,E06000028
2009,62913.687,,E06000029
2009,85915.02299999996,,E06000030
2009,73978.586,,E06000033
2009,61294.327000000005,,E06000034
2009,103334.87300000007,,E06000035
2009,44436.793999999994,,E06000036
2009,61227.69799999999,,E06000037
2009,61067.281,,E06000038
2009,49631.53100000002,,E06000039
2009,57615.10999999996,,E06000040
2009,59175.76799999999,,E06000041
2009,118689.81199999998,,E06000043
2009,84383.97799999997,,E06000044
2009,96339.41300000003,,E06000045
2009,60290.03799999997,,E06000046
2009,220624.50500000003,,E06000047
2009,156909.31099999996,,E06000049
2009,139719.733,,E06000050
2009,127811.40400000001,,E06000051
2009,226663.94800000003,,E06000052
2009,964.0609999999995,,E06000053
2009,191017.6659999999,,E06000054
2009,137302.03100000008,,E06000057
2009,46869.16100000001,,E07000008
2009,33587.600000000006,,E07000009
2009,67900.54300000003,,E07000011
2009,58775.015999999974,,E07000012
2009,42087.932000000015,,E07000026
2009,31104.15,,E07000027
2009,47559.68300000002,,E07000028
2009,30630.75100000002,,E07000029
2009,22693.259000000005,,E07000030
2009,46378.441999999995,,E07000031
2009,52004.60400000001,,E07000032
2009,32219.00099999999,,E07000033
2009,46212.21599999998,,E07000034
2009,30317.288999999982,,E07000035
2009,47681.84599999999,,E07000036
2009,38332.13999999999,,E07000037
2009,42570.46,,E07000038
2009,37721.923,,E07000039
2009,58457.421000000046,,E07000040
2009,47485.753000000004,,E07000041
2009,32175.126000000004,,E07000042
2009,39800.758000000016,,E07000043
2009,36540.90399999998,,E07000044
2009,53028.79499999999,,E07000045
2009,27357.727000000006,,E07000046
2009,22323.623,,E07000047
2009,21503.20399999999,,E07000048
2009,37165.091,,E07000049
2009,28290.803999999996,,E07000050
2009,19539.871000000006,,E07000051
2009,43876.98599999999,,E07000052
2009,28264.932000000008,,E07000053
2009,44220.320999999996,,E07000061
2009,40445.703000000016,,E07000062
2009,41376.576,,E07000063
2009,40620.81300000001,,E07000064
2009,60984.19600000001,,E07000065
2009,71497.81300000001,,E07000066
2009,59796.91900000004,,E07000067
2009,30384.712000000007,,E07000068
2009,36262.636,,E07000069
2009,68392.96200000001,,E07000070
2009,69240.594,,E07000071
2009,51189.95500000001,,E07000072
2009,34071.01700000001,,E07000073
2009,25568.675000000017,,E07000074
2009,33187.77600000001,,E07000075
2009,61525.36400000004,,E07000076
2009,30316.194000000003,,E07000077
2009,50110.28099999999,,E07000078
2009,35679.06600000002,,E07000079
2009,33737.76300000001,,E07000080
2009,48787.02399999999,,E07000081
2009,47182.759999999995,,E07000082
2009,34320.91699999997,,E07000083
2009,67191.43199999999,,E07000084
2009,46633.681999999986,,E07000085
2009,51207.98800000001,,E07000086
2009,45861.04900000002,,E07000087
2009,34519.562999999995,,E07000088
2009,35009.989,,E07000089
2009,50582.53000000002,,E07000090
2009,75914.22999999995,,E07000091
2009,35611.54600000003,,E07000092
2009,46837.42000000003,,E07000093
2009,45931.848999999995,,E07000094
2009,36732.394999999975,,E07000095
2009,58630.702000000005,,E07000096
2009,39420.143999999986,,E07000098
2009,52491.330999999984,,E07000099
2009,34566.35200000003,,E07000102
2009,35253.98099999997,,E07000103
2009,46086.63600000001,,E07000105
2009,59009.582000000024,,E07000106
2009,38821.33900000001,,E07000107
2009,47912.221000000005,,E07000108
2009,39520.651999999995,,E07000109
2009,62073.08200000001,,E07000110
2009,46265.46199999999,,E07000111
2009,46551.543,,E07000112
2009,54102.80100000002,,E07000113
2009,57994.33900000001,,E07000114
2009,47088.44,,E07000115
2009,46116.84099999997,,E07000116
2009,37194.027,,E07000117
2009,43672.13599999999,,E07000118
2009,34733.189,,E07000119
2009,34062.051,,E07000120
2009,56993.92700000004,,E07000121
2009,36986.417999999976,,E07000122
2009,56841.194,,E07000123
2009,23676.873999999996,,E07000124
2009,28631.471000000005,,E07000125
2009,45704.75899999999,,E07000126
2009,45151.797999999995,,E07000127
2009,47112.14899999999,,E07000128
2009,37899.633000000016,,E07000129
2009,64727.515999999974,,E07000130
2009,34379.95300000002,,E07000131
2009,44508.649999999994,,E07000132
2009,21162.04600000001,,E07000133
2009,38736.40000000002,,E07000134
2009,21321.067999999992,,E07000135
2009,27032.467999999986,,E07000136
2009,60546.63400000002,,E07000137
2009,38546.664000000004,,E07000138
2009,45020.513,,E07000139
2009,37136.148,,E07000140
2009,55978.65799999998,,E07000141
2009,37521.76800000002,,E07000142
2009,53641.29700000001,,E07000143
2009,52751.12299999998,,E07000144
2009,41733.446999999986,,E07000145
2009,62537.15300000003,,E07000146
2009,45609.551999999996,,E07000147
2009,58621.811000000016,,E07000148
2009,51418.438999999984,,E07000149
2009,24342.363999999987,,E07000163
2009,37792.36200000001,,E07000164
2009,66202.23300000001,,E07000165
2009,19818.690999999984,,E07000166
2009,22167.989,,E07000167
2009,49067.70300000005,,E07000168
2009,33781.535,,E07000169
2009,50048.473000000005,,E07000170
2009,47114.868,,E07000171
2009,46224.19399999996,,E07000172
2009,48767.750000000015,,E07000173
2009,44277.171,,E07000174
2009,47962.837000000014,,E07000175
2009,45398.71999999998,,E07000176
2009,45196.998999999996,,E07000187
2009,47631.565,,E07000188
2009,68529.20099999997,,E07000189
2009,45741.274999999994,,E07000190
2009,15480.367999999999,,E07000191
2009,39825.413,,E07000192
2009,46331.80000000002,,E07000193
2009,40817.36000000001,,E07000194
2009,51906.984,,E07000195
2009,44509.24899999998,,E07000196
2009,54726.64199999999,,E07000197
2009,41340.26899999999,,E07000198
2009,31074.679000000007,,E07000199
2009,36939.49999999998,,E07000200
2009,25659.827000000027,,E07000201
2009,55565.65699999999,,E07000202
2009,39275.98000000002,,E07000203
2009,45384.292000000016,,E07000204
2009,53096.265,,E07000205
2009,50414.329999999994,,E07000206
2009,52475.32400000001,,E07000207
2009,29342.481999999996,,E07000208
2009,53252.24800000002,,E07000209
2009,35258.45099999999,,E07000210
2009,54332.49000000001,,E07000211
2009,31985.593,,E07000212
2009,38854.114999999976,,E07000213
2009,33250.01499999997,,E07000214
2009,32808.00899999998,,E07000215
2009,49095.21099999997,,E07000216
2009,39267.338999999985,,E07000217
2009,25501.568000000003,,E07000218
2009,51837.37700000001,,E07000219
2009,41302.40999999999,,E07000220
2009,51399.87500000003,,E07000221
2009,57912.15399999999,,E07000222
2009,26502.483,,E07000223
2009,65497.83700000003,,E07000224
2009,48906.06600000001,,E07000225
2009,41392.57200000001,,E07000226
2009,54221.02299999999,,E07000227
2009,56532.187000000005,,E07000228
2009,46129.55800000001,,E07000229
2009,37645.06999999998,,E07000234
2009,31705.579000000005,,E07000235
2009,34368.28899999999,,E07000236
2009,40971.132000000005,,E07000237
2009,48674.018,,E07000238
2009,42601.99800000001,,E07000239
2009,55273.59800000002,,E07000240
2009,43159.46999999997,,E07000241
2009,55127.34299999998,,E07000242
2009,34075.447,,E07000243
2009,114561.864,,E08000001
2009,76823.076,,E08000002
2009,198316.455,,E08000003
2009,88790.40200000003,,E08000004
2009,86693.27599999998,,E08000005
2009,100297.28799999997,,E08000006
2009,120572.346,,E08000007
2009,93486.98199999996,,E08000008
2009,93146.93500000003,,E08000009
2009,134163.52100000004,,E08000010
2009,60756.562999999966,,E08000011
2009,200573.95200000005,,E08000012
2009,74316.643,,E08000013
2009,117148.32800000005,,E08000014
2009,139196.99499999994,,E08000015
2009,98432.02599999998,,E08000016
2009,125124.68300000005,,E08000017
2009,107252.84600000002,,E08000018
2009,225095.19900000014,,E08000019
2009,114878.38,,E08000021
2009,89966.394,,E08000022
2009,66237.419,,E08000023
2009,118647.94200000001,,E08000024
2009,403439.07400000014,,E08000025
2009,124052.30500000005,,E08000026
2009,128418.56400000004,,E08000027
2009,119880.992,,E08000028
2009,85183.46600000001,,E08000029
2009,106052.97899999998,,E08000030
2009,100371.81999999998,,E08000031
2009,196818.99499999994,,E08000032
2009,86746.62,,E08000033
2009,171162.51300000004,,E08000034
2009,314435.05200000014,,E08000035
2009,138004.545,,E08000036
2009,88393.09799999998,,E08000037
2009,4874.277999999997,,E09000001
2009,67901.17699999998,,E09000002
2009,131911.80500000002,,E09000003
2009,91861.59700000001,,E09000004
2009,108528.34200000003,,E09000005
2009,128139.83699999996,,E09000006
2009,94323.77600000004,,E09000007
2009,141675.97499999998,,E09000008
2009,123385.68400000004,,E09000009
2009,117030.302,,E09000010
2009,98727.44199999994,,E09000011
2009,96287.476,,E09000012
2009,79642.27699999999,,E09000013
2009,99725.31100000005,,E09000014
2009,84118.06299999997,,E09000015
2009,95902.843,,E09000016
2009,97561.99199999997,,E09000017
2009,92463.24899999994,,E09000018
2009,88353.01100000006,,E09000019
2009,78521.01100000003,,E09000020
2009,61817.390000000014,,E09000021
2009,125099.492,,E09000022
2009,111969.71399999998,,E09000023
2009,77613.40299999993,,E09000024
2009,99413.81299999997,,E09000025
2009,97730.47700000003,,E09000026
2009,78435.96000000004,,E09000027
2009,115643.26399999988,,E09000028
2009,76581.56899999999,,E09000029
2009,94399.83999999994,,E09000030
2009,95696.63799999999,,E09000031
2009,128322.19100000002,,E09000032
2009,102791.57,,E09000033
2009,30651.808660000017,,W06000001
2009,51797.21735599998,,W06000002
2009,51236.644787,,W06000003
2009,40654.00795699998,,W06000004
2009,63346.22066499999,,W06000005
2009,56373.776793999925,,W06000006
2009,30830.816231999936,,W06000008
2009,53130.23671599989,,W06000009
2009,78497.339086,,W06000010
2009,101807.27487199992,,W06000011
2009,60068.565239999974,,W06000012
2009,58308.51495200003,,W06000013
2009,53420.06050699998,,W06000014
2009,139261.57073399995,,W06000015
2009,99262.11912199993,,W06000016
2009,74137.83444399995,,W06000018
2009,30347.800572999997,,W06000019
2009,38423.42920999995,,W06000020
2009,38132.970829000056,,W06000021
2009,60563.935770999924,,W06000022
2009,58210.26069600002,,W06000023
2009,24243.111669000013,,W06000024
2009,20392.0,,S12000005
2009,67102.0,,S12000006
2009,53911.0,,S12000008
2009,40890.0,,S12000010
2009,36334.0,,S12000011
2009,13988.0,,S12000013
2009,65926.0,,S12000014
2009,144620.0,,S12000015
2009,102371.0,,S12000017
2009,37098.0,,S12000018
2009,32199.0,,S12000019
2009,39783.0,,S12000020
2009,61189.0,,S12000021
2009,9351.0,,S12000023
2009,63462.0,,S12000024
2009,50205.0,,S12000026
2009,9859.0,,S12000027
2009,50649.0,,S12000028
2009,136909.0,,S12000029
2009,36621.0,,S12000030
2009,100511.0,,S12000033
2009,105750.0,,S12000034
2009,38117.0,,S12000035
2009,217491.0,,S12000036
2009,77689.0,,S12000038
2009,42027.0,,S12000039
2009,72261.0,,S12000040
2009,51229.0,,S12000041
2009,66729.0,,S12000042
2009,144805.0,,S12000044
2009,37774.0,,S12000045
2009,277359.0,,S12000046
2009,52600.0,,N09000001
2009,74173.0,,N09000002
2009,143062.0,,N09000003
2009,53412.0,,N09000004
2009,56368.0,,N09000005
2009,40987.0,,N09000006
2009,51810.0,,N09000007
2009,54752.0,,N09000008
2009,47103.0,,N09000009
2009,61113.0,,N09000010
2009,64155.0,,N09000011
2010,39916.47299999998,,E06000001
2010,56705.745,,E06000002
2010,58954.739,,E06000003
2010,78342.94699999999,,E06000004
2010,46199.71700000001,,E06000005
2010,52737.354,,E06000006
2010,84157.24200000001,,E06000007
2010,56888.121,,E06000008
2010,64094.92200000001,,E06000009
2010,111081.37,,E06000010
2010,142499.0,,E06000011
2010,69183.51499999998,,E06000012
2010,69909.628,,E06000013
2010,82664.066,,E06000014
2010,101070.298,,E06000015
2010,122046.91500000004,,E06000016
2010,15268.498000000001,,E06000017
2010,123693.26899999997,,E06000018
2010,77519.439,,E06000019
2010,65959.97,,E06000020
2010,106315.70500000002,,E06000021
2010,72786.899,,E06000022
2010,179613.80500000005,,E06000023
2010,87285.22900000005,,E06000024
2010,105875.457,,E06000025
2010,108662.83700000001,,E06000026
2010,58661.823000000004,,E06000027
2010,80937.42599999999,,E06000028
2010,63189.803,,E06000029
2010,86848.98599999998,,E06000030
2010,74180.42,,E06000033
2010,61700.349,,E06000034
2010,104625.05300000004,,E06000035
2010,45069.823,,E06000036
2010,61664.793999999994,,E06000037
2010,61570.58,,E06000038
2010,50048.14900000001,,E06000039
2010,57928.77099999997,,E06000040
2010,59733.893,,E06000041
2010,119547.39499999999,,E06000043
2010,84820.21899999998,,E06000044
2010,96632.63800000002,,E06000045
2010,60621.294999999984,,E06000046
2010,221679.06000000003,,E06000047
2010,158043.18699999998,,E06000049
2010,140313.57,,E06000050
2010,128793.713,,E06000051
2010,228377.43000000002,,E06000052
2010,985.6689999999996,,E06000053
2010,192786.86899999995,,E06000054
2010,137764.38100000005,,E06000057
2010,46492.80300000001,,E07000008
2010,34074.105,,E07000009
2010,68534.49800000002,,E07000011
2010,59407.192999999985,,E07000012
2010,42158.75300000001,,E07000026
2010,31060.947,,E07000027
2010,47784.11900000001,,E07000028
2010,30541.490000000013,,E07000029
2010,22842.058000000005,,E07000030
2010,46455.367,,E07000031
2010,52259.194,,E07000032
2010,32455.054999999993,,E07000033
2010,46357.82599999999,,E07000034
2010,30519.82899999999,,E07000035
2010,48064.456999999995,,E07000036
2010,38580.602999999996,,E07000037
2010,42790.451,,E07000038
2010,38330.262,,E07000039
2010,58883.39000000003,,E07000040
2010,48116.948000000004,,E07000041
2010,32422.061,,E07000042
2010,39889.83800000001,,E07000043
2010,36741.08399999999,,E07000044
2010,53484.68199999999,,E07000045
2010,27663.416000000005,,E07000046
2010,22517.1,,E07000047
2010,21517.715999999993,,E07000048
2010,37406.512,,E07000049
2010,28533.507999999998,,E07000050
2010,19590.808000000005,,E07000051
2010,44095.513999999996,,E07000052
2010,28346.863000000005,,E07000053
2010,44500.829,,E07000061
2010,40610.28600000001,,E07000062
2010,41767.717000000004,,E07000063
2010,40752.30500000001,,E07000064
2010,61867.38100000001,,E07000065
2010,72011.277,,E07000066
2010,60356.673000000024,,E07000067
2010,30522.502000000004,,E07000068
2010,36381.75,,E07000069
2010,68906.29000000001,,E07000070
2010,70272.049,,E07000071
2010,51564.115000000005,,E07000072
2010,34236.128000000004,,E07000073
2010,25720.51800000001,,E07000074
2010,33385.03600000001,,E07000075
2010,61759.45300000002,,E07000076
2010,30880.174000000003,,E07000077
2010,50322.433999999994,,E07000078
2010,35955.03000000001,,E07000079
2010,33976.22200000001,,E07000080
2010,49405.91099999999,,E07000081
2010,47461.469,,E07000082
2010,34718.923999999985,,E07000083
2010,68169.42599999999,,E07000084
2010,46952.03599999999,,E07000085
2010,51663.46000000001,,E07000086
2010,46267.17000000001,,E07000087
2010,34871.797999999995,,E07000088
2010,35294.154,,E07000089
