timestep,lad_uk_2016,employment
2015,E07000131,48.18267415108938
2015,E07000132,49.61846626424689
2015,E07000133,25.101673867769954
2015,E07000134,65.45946880683374
2015,E07000135,21.88307805945688
2015,E07000136,36.91225412877357
2015,E07000137,57.45171730834802
2015,E07000138,59.665554116496175
2015,E07000139,48.846748016816996
2015,E07000140,43.210418561216066
2015,E07000141,69.97831843876737
2015,E07000142,33.46883098332033
2015,E07000143,51.91844577014699
2015,E07000144,58.46348289945515
2015,E07000145,40.497812089337856
2015,E07000146,65.3937667920901
2015,E07000147,40.2022534342875
2015,E07000148,96.71636510779854
2015,E07000149,60.5873646854423
2015,E07000150,36.56977599881484
2015,E07000151,46.55800358702961
2015,E07000152,36.44001768464276
2015,E07000153,53.84696722534353
2015,E07000154,150.43059389215082
2015,E07000155,44.40208665657987
2015,E07000156,40.24737707632404
2015,E07000163,35.79118187825122
2015,E07000164,48.94331738545628
2015,E07000165,92.07304740698933
2015,E07000166,24.02317113616583
2015,E07000167,29.462540060857393
2015,E07000168,50.8642849332578
2015,E07000169,39.97578395319593
2015,E07000170,60.59413948660814
2015,E07000171,56.207487211854165
2015,E07000172,48.131060485666325
2015,E07000173,41.11272351526369
2015,E07000174,45.98389309989219
2015,E07000175,60.250841017858086
2015,E07000176,49.11960180769887
2015,E07000177,90.81181709036606
2015,E07000178,130.91722320885356
2015,E07000179,73.22009582878218
2015,E07000180,74.85464984818061
2015,E07000181,57.407783747730925
2015,E07000187,58.586552939277176
2015,E07000188,54.28232536801093
2015,E07000189,79.84988713979779
2015,E07000190,66.43584664870909
2015,E07000191,15.134172438922054
2015,E07000192,46.65984701508193
2015,E07000193,67.26291240526048
2015,E07000194,53.9274453177058
2015,E07000195,55.102646912740546
2015,E07000196,43.639429060332375
2015,E07000197,72.1681768944488
2015,E07000198,32.509606690724056
2015,E07000199,30.914210087169057
2015,E07000200,36.86066945739191
2015,E07000201,29.659207541547254
2015,E07000202,77.71525073577521
2015,E07000203,42.34866151162201
2015,E07000204,69.74101728126558
2015,E07000205,62.45434605229282
2015,E07000206,43.38918738795308
2015,E07000207,71.57425103485077
2015,E07000208,35.145845283360266
2015,E07000209,95.29299164664332
2015,E07000210,51.455362034842494
2015,E07000211,81.0848132156939
2015,E07000212,66.9734939208661
2015,E07000213,44.772613124114734
2015,E07000214,64.44389199122932
2015,E07000215,38.559130805867994
2015,E07000216,67.93944786275038
2015,E07000217,55.692420598926006
2015,E07000218,53.31525858347048
2015,E07000219,51.438887263581876
2015,E07000220,56.8848421376384
2015,E07000221,84.46920412026077
2015,E07000222,99.25805121115258
2015,E07000223,22.929388041561776
2015,E07000224,59.06447377509062
2015,E07000225,77.16814968526718
2015,E07000226,106.73184808127075
2015,E07000227,71.53094520166131
2015,E07000228,75.38689303885504
2015,E07000229,55.317740411868435
2015,E07000234,71.44123948851478
2015,E07000235,32.75822806572093
2015,E07000236,41.34613859837733
2015,E07000237,58.84550425196814
2015,E07000238,62.82580967971234
2015,E07000239,40.88335170425273
2015,E07000240,84.15157874236414
2015,E07000241,100.07842751321843
2015,E07000242,81.70694632045459
2015,E07000243,51.22757716299223
2015,E08000001,124.6242817318598
2015,E08000002,76.95056725339344
2015,E08000003,412.8708963730801
2015,E08000004,98.72270561052332
2015,E08000005,81.03455605309921
2015,E08000006,136.71330021338824
2015,E08000007,142.64191106564107
2015,E08000008,76.54239218617775
2015,E08000009,161.7002164801394
2015,E08000010,118.74168887612086
2015,E08000011,71.58067098137784
2015,E08000012,259.2881500220481
2015,E08000013,68.37386339538025
2015,E08000014,103.71504509614063
2015,E08000015,120.3586690846403
2015,E08000016,88.11362293122137
2015,E08000017,136.19074223523708
2015,E08000018,111.88628217420947
2015,E08000019,284.34666759396947
2015,E08000021,192.75600020469994
2015,E08000022,91.45738947462205
2015,E08000023,47.17882452747199
2015,E08000024,128.04035192618923
2015,E08000025,582.7185701390591
2015,E08000026,176.56348510477153
2015,E08000027,130.6708471707914
2015,E08000028,147.80617435421988
2015,E08000029,129.40816865117216
2015,E08000030,124.13317141203434
2015,E08000031,111.75986061568022
2015,E08000032,233.93825912551586
2015,E08000033,109.3271114889301
2015,E08000034,184.04763826461792
2015,E08000035,485.7257861843394
2015,E08000036,166.87030542195504
2015,E08000037,99.00994330402659
2015,E09000001,493.01731125494723
2015,E09000002,69.16455714457598
2015,E09000003,165.50842096669393
2015,E09000004,87.09919563632825
2015,E09000005,153.82949998362298
2015,E09000006,128.5680391714586
2015,E09000007,384.40234380261955
2015,E09000008,152.2016186729101
2015,E09000009,164.90224351402924
2015,E09000010,121.39754053076405
2015,E09000011,98.04727324021748
2015,E09000012,137.9413212198143
2015,E09000013,151.0126798822613
2015,E09000014,97.06236385525617
2015,E09000015,98.33741628686508
2015,E09000016,96.49200790745279
2015,E09000017,211.5861367519981
2015,E09000018,176.4332674581919
2015,E09000019,243.94349938677925
2015,E09000020,154.00889989743274
2015,E09000021,97.5907885086569
2015,E09000022,172.4396761440842
2015,E09000023,93.00005601337215
2015,E09000024,100.61637210886124
2015,E09000025,129.52070323309763
2015,E09000026,103.12678178010282
2015,E09000027,102.55464818505293
2015,E09000028,259.63902490031944
2015,E09000029,83.86098379093967
2015,E09000030,301.5914263724441
2015,E09000031,95.82493851421943
2015,E09000032,142.4633646553948
2015,E09000033,708.4327296198506
2015,N09000001,0.0
2015,N09000002,0.0
2015,N09000003,0.0
2015,N09000004,0.0
2015,N09000005,0.0
2015,N09000006,0.0
2015,N09000007,0.0
2015,N09000008,0.0
2015,N09000009,0.0
2015,N09000010,0.0
2015,N09000011,0.0
2015,S12000005,15.631477524234954
2015,S12000006,73.25991946127601
2015,S12000008,47.363147885002114
2015,S12000010,37.16829324882363
2015,S12000011,27.213647110239652
2015,S12000013,12.36603105557015
2015,S12000014,69.13204672199063
2015,S12000015,149.50962345842026
2015,S12000017,127.25693851582278
2015,S12000018,31.95413494376237
2015,S12000019,35.160861568364474
2015,S12000020,41.97326321036707
2015,S12000021,46.52014806034443
2015,S12000023,13.420660023649381
2015,S12000024,73.85928238599737
2015,S12000026,52.735665364979496
2015,S12000027,15.474385936317084
2015,S12000028,52.19138611403945
2015,S12000029,130.48739171204537
2015,S12000030,53.379541697867225
2015,S12000033,185.44643661611062
2015,S12000034,128.773032993208
2015,S12000035,43.715361428168464
2015,S12000036,356.25262388721603
2015,S12000038,93.17929606221414
2015,S12000039,33.44222224499965
2015,S12000040,85.15313733389235
2015,S12000041,43.005445852433795
2015,S12000042,82.28735658731608
2015,S12000044,143.01730670208698
2015,S12000045,31.322275394319764
2015,S12000046,453.76143968723983
2015,W06000001,27.756560191511
2015,W06000002,72.31636830818854
2015,W06000003,55.436557482043476
2015,W06000004,50.21435172784657
2015,W06000005,82.12052306702509
2015,W06000006,66.0065794885977
2015,W06000008,37.71490176965449
2015,W06000009,58.6836898221934
2015,W06000010,86.21297123113014
2015,W06000011,126.08422533275443
2015,W06000012,55.283113282403306
2015,W06000013,65.44387183127145
2015,W06000014,52.44220764281389
2015,W06000015,239.77682831323125
2015,W06000016,89.48022549841062
2015,W06000018,61.3645806360945
2015,W06000019,22.361901934023273
2015,W06000020,41.66616570477448
2015,W06000021,47.7882132911169
2015,W06000022,84.37059123577107
2015,W06000023,71.73217321567398
2015,W06000024,25.208969595833914
2018,E06000001,31.700648526376433
2018,E06000002,67.17676000555
2018,E06000003,43.392634020708606
2018,E06000004,90.09084073905026
2018,E06000005,51.91307416063419
2018,E06000006,65.70369191438459
2018,E06000007,146.01963314863872
2018,E06000008,71.37042824504995
2018,E06000009,67.6964267945542
2018,E06000010,134.45834532464886
2018,E06000011,151.6772921302456
2018,E06000012,75.18830547065167
2018,E06000013,78.36992039215279
2018,E06000014,118.45678967878122
2018,E06000015,144.1591430083119
2018,E06000016,183.35412918346782
2018,E06000017,19.503192271384005
2018,E06000018,241.50846898093636
2018,E06000019,100.6803249333
2018,E06000020,96.13946743466848
2018,E06000021,132.84619625645763
2018,E06000022,105.36910387403526
2018,E06000023,307.07826145204456
2018,E06000024,104.34835530145826
2018,E06000025,165.3098184566795
2018,E06000026,126.98207215432022
2018,E06000027,60.15663240779488
2018,E06000028,102.1830526879122
2018,E06000029,90.13210310905978
2018,E06000030,260.06189645476104
2018,E06000031,254.05244761592124
2018,E06000032,218.7221987979573
2018,E06000033,75.36927578698845
2018,E06000034,75.67506041983954
2018,E06000035,111.21944713735027
2018,E06000036,72.43587665099983
2018,E06000037,113.3878966684253
2018,E06000038,118.1957095887186
2018,E06000039,95.12904632924821
2018,E06000040,95.08383159879348
2018,E06000041,102.2632842522909
2018,E06000042,406.8194088774579
2018,E06000043,171.23576462986182
2018,E06000044,122.04242725258354
2018,E06000045,127.87849863938492
2018,E06000046,62.755416589375116
2018,E06000047,193.2590216825898
2018,E06000049,218.33716631190816
2018,E06000050,186.6860218088081
2018,E06000051,155.92676929639066
2018,E06000052,279.98552774976264
2018,E06000053,1.3556775480818706
2018,E06000054,242.53265103500684
2018,E06000055,172.00788126703435
2018,E06000056,238.12839171118353
2018,E06000057,122.98440315698195
2018,E07000004,202.6766345949332
2018,E07000005,94.77670642110802
2018,E07000006,94.96558472210482
2018,E07000007,201.2174877357778
2018,E07000008,218.2768709006729
2018,E07000009,79.7747894385336
2018,E07000010,82.93892812500904
2018,E07000011,161.14019457695957
2018,E07000012,198.76722442296716
2018,E07000026,41.60541750813206
2018,E07000027,32.998467411679066
2018,E07000028,61.603971523609985
2018,E07000029,37.623575358877744
2018,E07000030,30.042925371691464
2018,E07000031,58.857313444604976
2018,E07000032,56.679356823418374
2018,E07000033,31.97647627313901
2018,E07000034,54.947486575155565
2018,E07000035,43.5249290148118
2018,E07000036,45.11038225971618
2018,E07000037,37.7737186134956
2018,E07000038,31.464074536871717
2018,E07000039,38.17904204078392
2018,E07000040,57.96363038058268
2018,E07000041,105.06476681471293
2018,E07000042,35.6452267773475
2018,E07000043,59.83000635778237
2018,E07000044,47.02605306388366
2018,E07000045,58.77518105334007
2018,E07000046,27.561815826139377
2018,E07000047,22.938394585820802
2018,E07000048,23.45846376575816
2018,E07000049,37.016433427407904
2018,E07000050,31.47918477634328
2018,E07000051,20.676399294858943
2018,E07000052,63.87315085436608
2018,E07000053,22.22638937859659
2018,E07000061,50.3004386750274
2018,E07000062,41.559823413434955
2018,E07000063,42.89859951657656
2018,E07000064,34.84168667596583
2018,E07000065,69.19663671259768
2018,E07000066,93.00957596624583
2018,E07000067,67.3954286550984
2018,E07000068,40.16886782187885
2018,E07000069,24.73517272877748
2018,E07000070,103.76125624246636
2018,E07000071,96.94551294365945
2018,E07000072,63.6850319241003
2018,E07000073,46.547945660855845
2018,E07000074,24.146865232161026
2018,E07000075,30.48562605746164
2018,E07000076,47.31707518352385
2018,E07000077,51.83958721935446
2018,E07000078,70.9547395099433
2018,E07000079,50.246257385214385
2018,E07000080,29.132261482254087
2018,E07000081,69.2777858583325
2018,E07000082,59.53171378158954
2018,E07000083,53.76080673040863
2018,E07000084,93.63398645800095
2018,E07000085,53.327150731330114
2018,E07000086,80.56669356983065
2018,E07000087,57.292211895379474
2018,E07000088,26.715910031237698
2018,E07000089,47.966036765198766
2018,E07000090,51.87804227551415
2018,E07000091,84.57780799171702
2018,E07000092,56.340145511236635
2018,E07000093,65.49443265766196
2018,E07000094,94.89512788000872
2018,E07000095,40.837174203959286
2018,E07000096,79.52267641737808
2018,E07000098,61.436494683147345
2018,E07000099,112.8292811758888
2018,E07000102,50.93284484854605
2018,E07000103,101.08066494901519
2018,E07000105,73.25145736175176
2018,E07000106,86.25141778993971
2018,E07000107,66.13451549654773
2018,E07000108,44.41234625180021
2018,E07000109,42.49566734114244
2018,E07000110,90.17879623786688
2018,E07000111,68.92018023576769
2018,E07000112,45.760662446357884
2018,E07000113,59.002914627966135
2018,E07000114,57.49733940081649
2018,E07000115,67.86589510073398
2018,E07000116,65.95896868473876
2018,E07000117,40.5745134281964
2018,E07000118,45.477346528598474
2018,E07000119,48.06354748439261
2018,E07000120,33.31113124587419
2018,E07000121,63.71792029582589
2018,E07000122,35.79082662071587
2018,E07000123,91.50238491330782
2018,E07000124,30.687178186167777
2018,E07000125,21.427014324051758
2018,E07000126,58.637478334827186
2018,E07000127,54.94400677310284
2018,E07000128,38.00975923368107
2018,E07000129,66.73920510771288
2018,E07000130,74.51629294002733
2018,E07000131,48.60408349223274
2018,E07000132,49.914902289711165
2018,E07000133,25.187150939198695
2018,E07000134,66.04031073161309
2018,E07000135,22.026984044846216
2018,E07000136,37.28321893837014
2018,E07000137,57.892309249809315
2018,E07000138,60.19296335126846
2018,E07000139,49.51767347130478
2018,E07000140,43.970439629591205
2018,E07000141,70.85578740419584
2018,E07000142,33.697213397909536
2018,E07000143,52.4561592604464
2018,E07000144,59.250804627336265
2018,E07000145,40.955179389422746
2018,E07000146,66.15754717955159
2018,E07000147,40.70657012544948
2018,E07000148,97.71535732148689
2018,E07000149,62.036757666590574
2018,E07000150,73.80312162259736
2018,E07000151,94.17815049703451
2018,E07000152,73.5053914540871
2018,E07000153,109.23129755495778
2018,E07000154,303.6356850251472
2018,E07000155,90.14928822919269
2018,E07000156,80.95391342051266
2018,E07000163,36.12181515306325
2018,E07000164,49.23992097654901
2018,E07000165,93.14117354172603
2018,E07000166,24.280921451576535
2018,E07000167,29.56648975464849
2018,E07000168,51.28743658152454
2018,E07000169,40.29398762053021
2018,E07000170,61.48110277327435
2018,E07000171,56.7642422591349
2018,E07000172,48.58730578744717
2018,E07000173,41.48554882660635
2018,E07000174,46.471431793144866
2018,E07000175,61.29262609303856
2018,E07000176,49.54983691139863
2018,E07000177,183.1052856670915
2018,E07000178,265.14966043048423
2018,E07000179,147.81016085509006
2018,E07000180,151.06420225946314
2018,E07000181,115.93905318245088
2018,E07000187,59.313503466069065
2018,E07000188,54.695407609097515
2018,E07000189,81.06399546888092
2018,E07000190,67.4212026831698
2018,E07000191,15.337536243809234
2018,E07000192,47.3377279087578
2018,E07000193,68.31243831154558
2018,E07000194,54.792973190612386
2018,E07000195,55.858980951764906
2018,E07000196,44.23448908263877
2018,E07000197,73.0989159769525
2018,E07000198,32.9187439988067
2018,E07000199,31.197249989185565
2018,E07000200,37.28103005172618
2018,E07000201,29.88751562823416
2018,E07000202,78.57689160904083
2018,E07000203,42.989377806847926
2018,E07000204,70.88561574632057
2018,E07000205,63.261702594081626
2018,E07000206,43.71067373930686
2018,E07000207,71.94110948516825
2018,E07000208,35.417825970207865
2018,E07000209,96.23454020336223
2018,E07000210,51.78086241670375
2018,E07000211,81.87679243040787
2018,E07000212,67.77727728642122
2018,E07000213,45.03285894042383
2018,E07000214,64.90437060885088
2018,E07000215,38.939141645702534
2018,E07000216,68.82921801082026
2018,E07000217,56.051499490528045
2018,E07000218,54.10204118744491
2018,E07000219,52.0744244041301
2018,E07000220,57.51667020920684
2018,E07000221,84.99938652436799
2018,E07000222,100.33989987828438
2018,E07000223,23.06286221112723
2018,E07000224,59.36496595658414
2018,E07000225,77.5161026890603
2018,E07000226,107.19905221651042
2018,E07000227,71.870779951974
2018,E07000228,75.64519234919266
2018,E07000229,55.461608575466975
2018,E07000234,72.32859600701188
2018,E07000235,33.086976171306
2018,E07000236,41.669708734813454
2018,E07000237,59.61027576835395
2018,E07000238,63.221894786507974
2018,E07000239,41.14629496114363
2018,E07000240,85.45531376254912
2018,E07000241,101.78474185839119
2018,E07000242,82.53583825783967
2018,E07000243,103.45928311639508
2018,E08000001,125.37178515667026
2018,E08000002,77.83726270681558
2018,E08000003,420.0310300020098
2018,E08000004,99.62889179627182
2018,E08000005,81.63861584036634
2018,E08000006,137.85883761859824
2018,E08000007,144.0129678293473
2018,E08000008,77.14871435886963
2018,E08000009,163.24187396435906
2018,E08000010,119.93280237093623
2018,E08000011,72.5762770743082
2018,E08000012,263.4774348449509
2018,E08000013,69.13840039857548
2018,E08000014,104.88482382223424
2018,E08000015,121.56642410016848
2018,E08000016,89.16481287264024
2018,E08000017,138.16392896511667
2018,E08000018,113.09060698008986
2018,E08000019,288.05479647456957
2018,E08000021,195.72638048428277
2018,E08000022,92.7769773544802
2018,E08000023,47.630582773175156
2018,E08000024,129.1088460954766
2018,E08000025,588.6767131979592
2018,E08000026,177.93505746421857
2018,E08000027,131.61761981702014
2018,E08000028,148.82849005043906
2018,E08000029,130.73085824825603
2018,E08000030,125.55838853104574
2018,E08000031,112.9514772729346
2018,E08000032,235.36581589146184
2018,E08000033,110.34468273459039
2018,E08000034,185.37575769692018
2018,E08000035,490.27974751348603
2018,E08000036,168.78032218954618
2018,E08000037,99.83413049415486
2018,E09000001,500.0744069454004
2018,E09000002,69.75661811177235
2018,E09000003,167.28849986658852
2018,E09000004,87.78806258997743
2018,E09000005,155.380151930266
2018,E09000006,130.1513968218845
2018,E09000007,391.3737326548886
2018,E09000008,153.39785304586877
2018,E09000009,166.3820098805359
2018,E09000010,122.47695602949437
2018,E09000011,99.50407973811853
2018,E09000012,141.03790634165946
2018,E09000013,153.29862327405993
2018,E09000014,98.6349871373661
2018,E09000015,99.48499647018826
2018,E09000016,97.32148525992518
2018,E09000017,213.8080422241036
2018,E09000018,178.0953181364524
2018,E09000019,249.14112593356816
2018,E09000020,155.57312094195106
2018,E09000021,98.84268492152324
2018,E09000022,175.42672992384513
2018,E09000023,93.96879516219406
2018,E09000024,101.6620226210128
2018,E09000025,131.50962013801646
2018,E09000026,104.38566261615149
2018,E09000027,104.16108022498837
2018,E09000028,264.6082846222739
2018,E09000029,84.77303047419718
2018,E09000030,308.03958758705085
2018,E09000031,97.15257836844478
2018,E09000032,144.15878281431475
2018,E09000033,715.0765869919072
2018,N09000001,0.0
2018,N09000002,0.0
2018,N09000003,0.0
2018,N09000004,0.0
2018,N09000005,0.0
2018,N09000006,0.0
2018,N09000007,0.0
2018,N09000008,0.0
2018,N09000009,0.0
2018,N09000010,0.0
2018,N09000011,0.0
2018,S12000005,15.866646980259643
2018,S12000006,74.55713196931755
2018,S12000008,48.62506605566637
2018,S12000010,37.72287680954225
2018,S12000011,27.746706837914395
2018,S12000013,12.480461903209456
2018,S12000014,70.3811647627329
2018,S12000015,151.08811147366066
2018,S12000017,129.3000385848146
2018,S12000018,32.518788517713354
2018,S12000019,35.60308977818592
2018,S12000020,42.55344423702156
2018,S12000021,46.81885474291549
2018,S12000023,13.695301905189138
2018,S12000024,74.48525123364443
2018,S12000026,53.514861655892
2018,S12000027,15.633438932860455
2018,S12000028,53.0485079467597
2018,S12000029,131.74809432781123
2018,S12000030,54.19861811107394
2018,S12000033,187.28796440133965
2018,S12000034,129.7322194693941
2018,S12000035,44.20509564224151
2018,S12000036,361.14114259747674
2018,S12000038,94.23411137916003
2018,S12000039,34.256671226814134
2018,S12000040,86.96210701634438
2018,S12000041,43.31747366387863
2018,S12000042,83.4784516349087
2018,S12000044,146.7782246741286
2018,S12000045,31.48649505125979
2018,S12000046,460.73052803777324
2018,W06000001,28.072443154152545
2018,W06000002,73.26485754245584
2018,W06000003,56.0313825799352
2018,W06000004,50.842706119325875
2018,W06000005,82.65984280787293
2018,W06000006,66.65176372385264
2018,W06000008,38.26219537435407
2018,W06000009,59.62875077703677
2018,W06000010,87.20845352856371
2018,W06000011,127.53417165047853
2018,W06000012,55.60627124213551
2018,W06000013,66.21882740679224
2018,W06000014,52.76289185065742
2018,W06000015,243.28388684391433
2018,W06000016,90.32677965631872
2018,W06000018,61.72253535414969
2018,W06000019,22.5928490385178
2018,W06000020,41.983482690411634
2018,W06000021,48.1820367807273
2018,W06000022,85.28965031185949
2018,W06000023,72.27263885075212
2018,W06000024,25.56000546151506
2020,E06000001,31.992455603339685
2020,E06000002,67.71396748771049
2020,E06000003,43.685274129917815
2020,E06000004,90.83582391162578
2020,E06000005,52.31284225181204
2020,E06000006,66.03182883228534
2020,E06000007,147.4281143628507
2020,E06000008,71.93075040954076
2020,E06000009,68.4689949841297
2020,E06000010,134.96934125982625
2020,E06000011,152.92449269831576
2020,E06000012,75.47714293033826
2020,E06000013,78.52267566402838
2020,E06000014,119.55894696180117
2020,E06000015,145.4136991327347
2020,E06000016,184.29245963163592
2020,E06000017,19.589499056844243
2020,E06000018,243.4383608346651
2020,E06000019,101.38474768366001
2020,E06000020,97.05724869438625
2020,E06000021,133.59800920334658
2020,E06000022,106.38967444196544
2020,E06000023,309.8235441714464
2020,E06000024,105.2054159772009
2020,E06000025,167.10508980945596
2020,E06000026,128.23523451626988
2020,E06000027,60.6775538793719
2020,E06000028,103.1709281260384
2020,E06000029,90.9563649408402
2020,E06000030,261.40304330006666
2020,E06000031,257.15742981153335
2020,E06000032,221.52944247192468
2020,E06000033,76.22799882370482
2020,E06000034,76.56214494765982
2020,E06000035,111.73818458474008
2020,E06000036,72.8227974113586
2020,E06000037,114.04246769040297
2020,E06000038,119.00114000168928
2020,E06000039,95.6364018882845
2020,E06000040,95.68246812495295
2020,E06000041,103.41268072169717
2020,E06000042,419.8737088408559
2020,E06000043,172.54446300284891
2020,E06000044,122.53075515695272
2020,E06000045,128.54916426774483
2020,E06000046,63.067348288579126
2020,E06000047,194.18569245244333
2020,E06000049,220.48532219369378
2020,E06000050,188.3129396448966
2020,E06000051,157.59829665998473
2020,E06000052,282.97142521360786
2020,E06000053,1.3703404415644418
2020,E06000054,244.6909345892594
2020,E06000055,177.44258745938387
2020,E06000056,245.9142716853882
2020,E06000057,123.88545115962745
2020,E07000004,208.52859376115796
2020,E07000005,95.19135210413172
2020,E07000006,95.3765182516551
2020,E07000007,201.7778002622648
2020,E07000008,226.22003406198496
2020,E07000009,81.40301493448207
2020,E07000010,83.56100672491849
2020,E07000011,163.949027500863
2020,E07000012,206.74631484966608
2020,E07000026,41.91161711313074
2020,E07000027,33.15802157552877
2020,E07000028,62.03628424971113
2020,E07000029,37.744033413909406
2020,E07000030,30.3529872976612
2020,E07000031,59.450612973431106
2020,E07000032,56.762358226552166
2020,E07000033,32.19755332983147
2020,E07000034,55.06472052825688
2020,E07000035,43.7342414591134
2020,E07000036,45.27978416892117
2020,E07000037,37.82568832723224
2020,E07000038,31.51660671558697
2020,E07000039,38.40110930956751
2020,E07000040,58.42955421710419
2020,E07000041,106.23793532111513
2020,E07000042,35.8812364516117
2020,E07000043,60.454646620692614
2020,E07000044,47.440046620101526
2020,E07000045,59.21196407218241
2020,E07000046,27.74543960330579
2020,E07000047,23.137470284390343
2020,E07000048,23.643919896681677
2020,E07000049,37.317227930536724
2020,E07000050,31.7552598079496
2020,E07000051,20.791808542434012
2020,E07000052,64.55017272392327
2020,E07000053,22.41462260320173
2020,E07000061,50.62905869035223
2020,E07000062,41.70552845923013
2020,E07000063,43.123301693352076
