timestep,lad_uk_2016,employment
2015,E06000001,31.262937910931537
2015,E06000002,66.37094878230924
2015,E06000003,42.95367385689478
2015,E06000004,88.97336598018695
2015,E06000005,51.31342202386742
2015,E06000006,65.21148653753346
2015,E06000007,143.90691132732073
2015,E06000008,70.52994499831372
2015,E06000009,66.53757451019096
2015,E06000010,133.69185142188283
2015,E06000011,149.80649127814033
2015,E06000012,74.75504928112176
2015,E06000013,78.14078748433941
2015,E06000014,116.80355375425127
2015,E06000015,142.27730882167768
2015,E06000016,181.94663351121557
2015,E06000017,19.373732093193638
2015,E06000018,238.6136312003433
2015,E06000019,99.62369080776001
2015,E06000020,94.76279554509173
2015,E06000021,131.71847683612418
2015,E06000022,103.83824802213995
2015,E06000023,302.96033737294186
2015,E06000024,103.06276428784427
2015,E06000025,162.61691142751485
2015,E06000026,125.10232861139583
2015,E06000027,59.3752502004294
2015,E06000028,100.70123953072283
2015,E06000029,88.89571036138912
2015,E06000030,129.0250880934014
2015,E06000031,124.69748716125154
2015,E06000032,107.25566664350303
2015,E06000033,74.08119123191393
2015,E06000034,74.34443362810904
2015,E06000035,110.4413409662655
2015,E06000036,71.85549551046168
2015,E06000037,112.40604013545881
2015,E06000038,116.98756396926261
2015,E06000039,94.3680129906938
2015,E06000040,94.18587680955426
2015,E06000041,100.53918954818151
2015,E06000042,200.90876518757918
2015,E06000043,169.27271707038116
2015,E06000044,121.30993539602969
2015,E06000045,126.87250019684502
2015,E06000046,62.28751904056911
2015,E06000047,191.8690155278095
2015,E06000049,215.11493248922977
2015,E06000050,184.2456450546754
2015,E06000051,153.41947825099956
2015,E06000052,275.50668155399455
2015,E06000053,1.3336832078580134
2015,E06000054,239.29522570362784
2015,E06000055,85.04527941063125
2015,E06000056,117.57178639886234
2015,E06000057,121.63283115301375
2015,E07000004,100.62091545878003
2015,E07000005,47.07736894828622
2015,E07000006,47.17459221388972
2015,E07000007,100.18850947302373
2015,E07000008,107.3521355326173
2015,E07000009,39.18405531953744
2015,E07000010,41.00290511257246
2015,E07000011,79.46010322343943
2015,E07000012,97.8028485894873
2015,E07000026,41.146118100634034
2015,E07000027,32.759136165904486
2015,E07000028,60.95550243445824
2015,E07000029,37.44288827633024
2015,E07000030,29.57783248273685
2015,E07000031,57.967364151365786
2015,E07000032,56.55485471871771
2015,E07000033,31.644860688100337
2015,E07000034,54.77163564550359
2015,E07000035,43.21096034835941
2015,E07000036,44.85627939590869
2015,E07000037,37.69576404289065
2015,E07000038,31.385276268798865
2015,E07000039,37.84594113760852
2015,E07000040,57.264744625800404
2015,E07000041,103.3050140551096
2015,E07000042,35.29121226595123
2015,E07000043,58.89304596341698
2015,E07000044,46.40506272955687
2015,E07000045,58.12000652507653
2015,E07000046,27.286380160389783
2015,E07000047,22.63978103796648
2015,E07000048,23.180279569372903
2015,E07000049,36.56524167271467
2015,E07000050,31.065072228933822
2015,E07000051,20.503285423496337
2015,E07000052,62.857618050030325
2015,E07000053,21.944039541688877
2015,E07000061,49.807508652040205
2015,E07000062,41.341265844742225
2015,E07000063,42.56154625141328
2015,E07000064,34.63146453598632
2015,E07000065,68.5025729926554
2015,E07000066,91.22601106952031
2015,E07000067,66.6338620639105
2015,E07000068,39.60505194335308
2015,E07000069,24.313117910016107
2015,E07000070,101.67540843050101
2015,E07000071,95.44942279778684
2015,E07000072,62.61545557392382
2015,E07000073,45.814087352286236
2015,E07000074,23.790191642240117
2015,E07000075,30.013681409625537
2015,E07000076,46.80165941906361
2015,E07000077,50.98944010411891
2015,E07000078,69.71137725317716
2015,E07000079,49.598865839843086
2015,E07000080,28.889061203319006
2015,E07000081,68.37725506820928
2015,E07000082,58.95412281977361
2015,E07000083,52.97631395054582
2015,E07000084,92.86738980170564
2015,E07000085,52.84058291896673
2015,E07000086,79.94109493545228
2015,E07000087,56.95443471697784
2015,E07000088,26.47986880639885
2015,E07000089,47.31927227166755
2015,E07000090,51.27810309401832
2015,E07000091,83.73122207222379
2015,E07000092,55.92327310312834
2015,E07000093,65.08385421691027
2015,E07000094,93.75425562214348
2015,E07000095,40.299729510827106
2015,E07000096,78.91403745910128
2015,E07000098,60.71689538690687
2015,E07000099,55.891625782875934
2015,E07000102,49.86331087005963
2015,E07000103,99.51254329535672
2015,E07000105,72.43117558996504
2015,E07000106,85.15054945395335
2015,E07000107,65.2451964104579
2015,E07000108,44.22687362470387
2015,E07000109,42.168777050629984
2015,E07000110,89.52597214535919
2015,E07000111,68.0659111665478
2015,E07000112,45.444201284209754
2015,E07000113,58.53671991867238
2015,E07000114,57.07333808165558
2015,E07000115,67.18621448413003
2015,E07000116,65.62910427908668
2015,E07000117,40.32836009205533
2015,E07000118,44.77968178047339
2015,E07000119,47.811415519276856
2015,E07000120,32.979299428906835
2015,E07000121,63.05349549522642
2015,E07000122,35.48944150501076
2015,E07000123,90.71558062497098
2015,E07000124,30.322841031789626
2015,E07000125,21.30289021484564
2015,E07000126,57.82228003593029
2015,E07000127,54.26261370236486
2015,E07000128,37.644247557952525
2015,E07000129,65.93741271534827
2015,E07000130,73.97265958790324
