GEOGRAPHY_CODE,YEAR,HOUSEHOLDS,CUM_HOUSEHOLDS,D_JOBS,CUM_D_JOBS
E07000180,2033,-94.494760253333,-1601.33083869841,-9.70617347181435,-164.483140276812
E07000181,2033,-52.7287563223397,-808.433350862634,-5.41611465488219,-83.039465075484
E07000242,2033,-153.377241843201,-2363.74574570867,-15.7543774064025,-242.795750680815
E07000243,2033,-81.4175449661498,-1042.70798445075,-8.3629273514435,-107.103341501604
E07000004,2033,8456.7412297445,118753.482356978,2638.09008930214,36970.1472826353
E06000056,2033,4450.72594256389,62669.268336449,1341.88461138653,18823.2705918168
E07000012,2033,4450.72594256389,62669.268336449,1341.88461138653,18823.2705918168
E07000011,2033,4450.72594256389,62669.268336449,1341.88461138653,18823.2705918168
E06000030,2034,-167.771765188912,-2571.97240829876,-17.2329328338462,-264.184070024002
E06000032,2034,-180.00247180607,-2589.55089984712,-18.4892285246415,-265.98967160322
E06000042,2034,-264.088224503165,-4600.65239973794,4396.48130330425,65881.5498925862
E06000055,2034,-208.549142083425,-3340.65835282813,-21.4214433163598,-343.140819614617
E07000008,2034,-39.9654934265127,-312.246970954359,4419.50241157496,66322.0399991027
E07000009,2034,-64.7659235640999,-1148.74094728107,-6.65253065344699,-117.994679055161
E07000099,2034,-125.569845468441,-1962.47324603625,-12.8980982615131,-201.57843364813
E07000151,2034,-60.5181347892549,-1091.36672915484,-6.21621254850935,-112.101398703425
E07000154,2034,-199.045040925966,-3273.24980283905,-20.4452150653895,-336.216847556024
E07000155,2034,-76.2072272548598,-1362.26991692509,-7.82774161825081,-139.927632957222
E07000156,2034,-56.8721526970948,-943.725642978817,-5.84170993517121,-96.9362192781355
E07000177,2034,-89.1172596636786,-1476.80750120114,-9.15381529419647,-151.692535678234
E07000178,2034,-41.1081250928169,-488.356174710634,4419.38504442002,66303.9506735458
E07000179,2034,-78.6103196331072,-1355.18957990828,-8.07457891832472,-139.200365337939
E07000180,2034,-94.7125889495498,-1696.04342764796,-9.7285480786915,-174.211688355504
E07000181,2034,-50.098532954793,-858.531883817428,-5.14594724870449,-88.1854123241885
E07000242,2034,-153.640548416681,-2517.38629412536,-15.7814233428292,-258.577174023643
