GEOGRAPHY_CODE,YEAR,HOUSEHOLDS,CUM_HOUSEHOLDS,D_JOBS,CUM_D_JOBS
E07000243,2034,-79.2937797772446,-1122.001764228,-8.1447815697975,-115.248123071401
E07000004,2034,8441.99560943438,127195.477966412,2636.57547041432,39606.7227530496
E06000056,2034,4435.98032225377,67105.2486587028,1340.36999249871,20163.6405843155
E07000012,2034,4435.98032225377,67105.2486587028,1340.36999249871,20163.6405843155
E07000011,2034,4435.98032225377,67105.2486587028,1340.36999249871,20163.6405843155
E06000030,2035,-164.438443502945,-2736.4108518017,-16.8905456111619,-281.074615635165
E06000032,2035,-173.977169862421,-2763.52806970954,-17.8703304425857,-283.860002045806
E06000042,2035,-257.203752435029,-4857.85615217296,4397.18845235649,70278.7383449427
E06000055,2035,-201.656142913299,-3542.31449574143,-20.7134183898247,-363.854238004442
E07000008,2035,-39.7213082332391,-351.968279187598,4419.52749342964,70741.5674925324
E07000009,2035,-63.2157997816081,-1211.95674706268,-6.49330732407599,-124.487986379237
E07000099,2035,-124.189230137583,-2086.66247617384,-12.7562862513738,-214.334719899504
E07000151,2035,-58.9695613889504,-1150.33629054379,-6.05714846901016,-118.158547172435
E07000154,2035,-196.643240532868,-3469.89304337192,-20.1985104735414,-356.415358029566
E07000155,2035,-74.6186023149144,-1436.88851924001,-7.66456358375004,-147.592196540972
E07000156,2035,-55.6866271238266,-999.412270102643,-5.7199368671348,-102.65615614527
E07000177,2035,-90.7735846254675,-1567.5810858266,-9.32394723973207,-161.016482917966
E07000178,2035,-39.6060631578923,-527.962237868526,4419.53933100339,70723.4900045492
E07000179,2035,-77.331771129066,-1432.52135103734,-7.94325085802717,-147.143616195967
E07000180,2035,-91.0686740336335,-1787.11210168159,-9.35425779851517,-183.565946154019
E07000181,2035,-49.9605489408182,-908.492432758244,-5.13177401018431,-93.3171863343727
E07000242,2035,-153.141842148943,-2670.5281362743,-15.7301979676531,-274.307371991296
E07000243,2035,-80.2141899978143,-1202.21595422581,-8.23932290989012,-123.487445981292
E07000004,2035,8432.61560345054,135628.093569862,2635.61198878844,42242.3347418381
E06000056,2035,4426.60031626993,71531.8489749727,1339.40651087283,21503.0470951883
E07000012,2035,4426.60031626993,71531.8489749727,1339.40651087283,21503.0470951883
E07000011,2035,4426.60031626993,71531.8489749727,1339.40651087283,21503.0470951883
E06000030,2036,-164.193224721553,-2900.60407652326,-16.8653575898964,-297.939973225061
E06000032,2036,-174.298357370601,-2937.82642708015,-17.90332170753,-301.763323753337
E06000042,2036,-254.774045162701,-5112.63019733566,4397.43802344602,74676.1763683887
E06000055,2036,-203.871380650797,-3746.18587639223,-20.9409599138608,-384.795197918302
E07000008,2036,-41.4375813059605,-393.405860493558,4419.35120382243,75160.9186963548
E07000009,2036,-64.0537813496404,-1276.01052841232,-6.57938187936032,-131.067368258597
E07000099,2036,-121.565983489847,-2208.22845966368,-12.4868354696159,-226.82155536912
E07000151,2036,-60.089454116619,-1210.42574466041,-6.17217995917357,-124.330727131609
E07000154,2036,-198.302666259007,-3668.19570963092,-20.3689609188181,-376.784318948384
E07000155,2036,-75.8788046298342,-1512.76732386984,-7.79400718724087,-155.386203728213
E07000156,2036,-58.3093569775068,-1057.72162708015,-5.98933456560272,-108.645490710873
E07000177,2036,-94.4120732037572,-1661.99315903036,-9.69768014536001,-170.714163063326
E07000178,2036,-47.0817476304875,-575.043985499014,4418.771454667,75142.2614592162
E07000179,2036,-81.2431269709573,-1513.7644780083,-8.34501174095456,-155.488627936921
E07000180,2036,-91.3330141952409,-1878.44511587683,-9.38140990152332,-192.947356055542
E07000181,2036,-50.3742425857157,-958.866675343962,-5.17426718409996,-98.4914535184728
E07000242,2036,-153.74545761083,-2824.27359388513,-15.792199250768,-290.099571242065
E07000243,2036,-82.9710279100246,-1285.18698213584,-8.52249572220109,-132.009941703493
E07000004,2036,8438.99529692073,144067.088866783,2636.26728873685,44878.6020305749
E06000056,2036,4432.98000974012,75964.8289847128,1340.06181082124,22843.1089060096
E07000012,2036,4432.98000974012,75964.8289847128,1340.06181082124,22843.1089060096
E07000011,2036,4432.98000974012,75964.8289847128,1340.06181082124,22843.1089060096
E06000030,2037,-160.90305533959,-3061.50713186284,-16.5274028219562,-314.467376047017
E06000032,2037,-175.026778597947,-3112.8532056781,-17.9781426052626,-319.741466358599
E06000042,2037,-242.857807730953,-5355.48800506661,4398.66201795464,79074.8383863434
E06000055,2037,-197.823598165535,-3944.00947455776,-20.3197527086741,-405.114950626977
E07000008,2037,-38.3717005459697,-431.777561039528,4419.66612044236,79580.5848167972
E07000009,2037,-60.4114168159,-1336.42194522822,-6.20525084905462,-137.272619107652
E07000099,2037,-120.409915177986,-2328.63837484167,-12.3680881491284,-239.189643518249
E07000151,2037,-55.7481256169486,-1266.17387027735,-5.7262537786852,-130.056980910294
E07000154,2037,-187.606579602535,-3855.80228923346,-19.2702960586825,-396.054615007066
E07000155,2037,-70.7883831404212,-1583.55570701026,-7.27113677740615,-162.657340505619
E07000156,2037,-57.8178858265982,-1115.53951290675,-5.93885235649057,-114.584343067364
E07000177,2037,-86.8043478488736,-1748.79750687923,-8.91624102828669,-179.630404091613
E07000178,2037,-44.3437727014643,-619.387758200478,4419.05268993921,79561.3141491554
E07000179,2037,-77.6534754313142,-1591.41795343962,-7.97629520626277,-163.464923143184
E07000180,2037,-86.7438829438682,-1965.1889988207,-8.91003028331664,-201.857386338859
E07000181,2037,-48.8225684210534,-1007.68924376501,-5.01488460485887,-103.506338123332
E07000242,2037,-148.381135269708,-2972.65472915484,-15.2411946970545,-305.340765939119
E07000243,2037,-82.2265860668252,-1367.41356820266,-8.44602924246826,-140.455970945961
E07000004,2037,8420.19671919633,152487.28558598,2634.33636414455,47512.9383947195
E06000056,2037,4414.18143201573,80379.0104167286,1338.13088622894,24181.2397922385
E07000012,2037,4414.18143201573,80379.0104167286,1338.13088622894,24181.2397922385
E07000011,2037,4414.18143201573,80379.0104167286,1338.13088622894,24181.2397922385
E06000030,2038,-156.554750120115,-3218.06188198297,-16.0807600170486,-330.548136064066
E06000032,2038,-177.013334963969,-3289.86654064206,-18.182194773324,-337.923661131923
E06000042,2038,-239.060663376277,-5594.54866844289,4399.05204743041,83473.8904337738
E06000055,2038,-196.926185280633,-4140.93565983839,-20.2275735750021,-425.342524201979
E07000008,2038,-38.7592960908486,-470.536857130377,4419.62630797461,84000.2111247718
E07000009,2038,-61.484798078183,-1397.9067433064,-6.31550484308755,-143.588123950739
E07000099,2038,-121.948152697093,-2450.58652753876,-12.5260905628208,-251.715734081069
E07000151,2038,-53.9359872461218,-1320.10985752348,-5.5401172211129,-135.597098131407
E07000154,2038,-188.025699585058,-4043.82798881852,-19.3133466071464,-415.367961614213
E07000155,2038,-70.9134473029068,-1654.46915431317,-7.28398293366855,-169.941323439288
E07000156,2038,-54.8297825726148,-1170.36929547936,-5.63192477175359,-120.216267839117
E07000177,2038,-86.8813501637921,-1835.67885704302,-8.92415043854739,-188.55455453016
E07000178,2038,-46.56676234986,-665.954520550338,4418.82435216582,83980.1385013213
E07000179,2038,-76.3852628084756,-1667.80321624809,-7.84602881177258,-171.310951954956
E07000180,2038,-88.7875450535103,-2053.97654387421,-9.11994815496139,-210.97733449382
E07000181,2038,-49.4432380869199,-1057.13248185193,-5.07863763655546,-108.584975759887
E07000242,2038,-146.75969390697,-3119.4144230618,-15.074645873618,-320.415411812737
E07000243,2038,-82.7547495959823,-1450.16831779865,-8.50028036519444,-148.956251311155
E07000004,2038,8418.76914020529,160906.054726185,2634.1897281904,50147.1281229099
E06000056,2038,4412.75385302468,84791.7642697532,1337.98425027479,25519.2240425133
E07000012,2038,4412.75385302468,84791.7642697532,1337.98425027479,25519.2240425133
E07000011,2038,4412.75385302468,84791.7642697532,1337.98425027479,25519.2240425133
E06000030,2039,-149.75890823324,-3367.82079021621,-15.3827147490972,-345.930850813163
E06000032,2039,-170.029638436334,-3459.89617907839,-17.4648537293338,-355.388514861257
E06000042,2039,-232.584200218387,-5827.13286866127,4399.71728722493,87873.6077209987
E06000055,2039,-192.896483599029,-4333.83214343742,-19.8136566185862,-445.156180820565
E07000008,2039,-36.0308818519333,-506.567738982311,4419.90656120595,88420.1176859777
E07000009,2039,-59.3152966149795,-1457.22203992138,-6.09266119024633,-149.680785140986
E07000099,2039,-119.512243896053,-2570.09877143481,-12.2758824738112,-263.99161655488
E07000151,2039,-54.8452863944113,-1374.95514391789,-5.63351727046388,-141.230615401871
E07000154,2039,-179.741490805856,-4223.56947962437,-18.4624214630211,-433.830383077234
E07000155,2039,-69.9274042367317,-1724.3965585499,-7.18270001570234,-177.12402345499
E07000156,2039,-55.3561373225575,-1225.72543280192,-5.68599010296307,-125.90225794208
E07000177,2039,-84.051902686174,-1919.7307597292,-8.6335194239438,-197.188073954104
E07000178,2039,-43.0068264686608,-708.961347018999,4419.19001641131,88399.3285177326
E07000179,2039,-77.2395233893858,-1745.04273963748,-7.93377549070185,-179.244727445658
E07000180,2039,-86.4252794059813,-2140.40182328019,-8.87730443482331,-219.854638928644
E07000181,2039,-48.2365239571957,-1105.36900580913,-4.95468815361491,-113.539663913502
E07000242,2039,-145.280629307708,-3264.69505236951,-14.9227214966687,-335.338133309406
E07000243,2039,-80.6671599912657,-1530.83547778991,-8.28585041387213,-157.242101725027
E07000004,2039,8405.73791958943,169311.792645774,2632.85120648287,52779.9793293928
E06000056,2039,4399.72263240882,89191.4869021621,1336.64572856726,26855.8697710806
E07000012,2039,4399.72263240882,89191.4869021621,1336.64572856726,26855.8697710806
E07000011,2039,4399.72263240882,89191.4869021621,1336.64572856726,26855.8697710806
E06000030,2040,-144.41887521293,-3512.23966542913,-14.8342051100296,-360.765055923193
E06000032,2040,-163.317000393104,-3623.2131794715,-16.7753548711282,-372.163869732385
E06000042,2040,-224.167692159862,-6051.30056082114,4400.58180169138,92274.1895226901
E06000055,2040,-184.866795894313,-4518.69893933174,-18.9888749949541,-464.145055815519
E07000008,2040,-35.8657661498142,-542.433505132124,4419.92352131721,92840.0412072949
E07000009,2040,-57.7853278008311,-1515.00736772221,-5.93550810919952,-155.616293250185
E07000099,2040,-117.835505568896,-2687.93427700371,-12.1036537383067,-276.095270293187
E07000151,2040,-52.8899960690082,-1427.8451399869,-5.4326766414677,-146.663292043339
E07000154,2040,-174.46321467569,-4398.03269430007,-17.9202552771481,-451.750638354382
E07000155,2040,-66.8780608866573,-1791.27461943656,-6.86948206106022,-183.99350551605
E07000156,2040,-52.2277244813305,-1277.95315728325,-5.36465040489944,-131.26690834698
E07000177,2040,-85.3909160952192,-2005.12167582442,-8.77105822921126,-205.959132183315
E07000178,2040,-43.0796944310959,-752.041041450095,4419.18253166738,92818.5110494
E07000179,2040,-78.2325431753655,-1823.27528281284,-8.03577503308729,-187.280502478746
E07000180,2040,-84.3384649923573,-2224.74028827255,-8.6629541084368,-228.51759303708
E07000181,2040,-45.870382354224,-1151.23938816335,-4.71164630879992,-118.251310222302
E07000242,2040,-141.199765014197,-3405.89481738371,-14.503549294511,-349.841682603917
E07000243,2040,-77.3599364053282,-1608.19541419524,-7.94614389735072,-165.188245622378
E07000004,2040,8392.05838082552,177703.8510266,2631.44609178761,55411.4254211804
E06000056,2040,4386.0430936449,93577.529995807,1335.240613872,28191.1103849526
E07000012,2040,4386.0430936449,93577.529995807,1335.240613872,28191.1103849526
E07000011,2040,4386.0430936449,93577.529995807,1335.240613872,28191.1103849526
E06000030,2041,-147.049873771571,-3659.2895392007,-15.1044521411432,-375.869508064336
E06000032,2041,-162.482119589427,-3785.69529906092,-16.6895988155856,-388.85346854797
E06000042,2041,-228.216773618699,-6279.51733443984,4400.16589411158,96674.3554168017
E06000055,2041,-187.557484166843,-4706.25642349858,-19.2652531460996,-483.410308961619
E07000008,2041,-36.6430244158116,-579.076529547936,4419.84368404854,97259.8848913435
E07000009,2041,-60.5269202882739,-1575.53428801048,-6.21711496444529,-161.83340821463
E07000099,2041,-119.673225245688,-2807.6075022494,-12.2924179187511,-288.387688211938
E07000151,2041,-56.7230576108322,-1484.56819759773,-5.82639540590862,-152.489687449247
E07000154,2041,-178.893173356632,-4576.92586765669,-18.3752852419305,-470.125923596312
E07000155,2041,-69.5250800611474,-1860.79969949771,-7.1413746741738,-191.134880190224
E07000156,2041,-53.3248782703634,-1331.27803555361,-5.47734623028767,-136.744254577267
E07000177,2041,-84.7464739025991,-2089.86814972702,-8.70486336615898,-214.663995549474
E07000178,2041,-43.5988140642107,-795.639855514305,4419.12920950223,97237.6402589022
E07000179,2041,-84.456552435029,-1907.73183524787,-8.675083640279,-195.955586119025
E07000180,2041,-88.1296662153292,-2312.86995448788,-9.05237312635977,-237.56996616344
E07000181,2041,-49.5225659751052,-1200.76195413846,-5.08678592162244,-123.338096143924
E07000242,2041,-144.961767372785,-3550.8565847565,-14.8899691065296,-364.731651710447
E07000243,2041,-77.883190390915,-1686.07860458615,-7.99989072881849,-173.188136351197
E07000004,2041,8402.99012557327,186106.841152173,2632.56896262814,58043.9943838085
E06000056,2041,4396.97483839266,97974.5048341996,1336.36348471253,29527.4738696651
E07000012,2041,4396.97483839266,97974.5048341996,1336.36348471253,29527.4738696651
E07000011,2041,4396.97483839266,97974.5048341996,1336.36348471253,29527.4738696651
E06000030,2042,-147.049873771571,-3806.33941297227,-15.1044521411432,-390.973960205479
E06000032,2042,-162.482119589427,-3948.17741865035,-16.6895988155856,-405.543067363556
E06000042,2042,-228.216773618699,-6507.73410805854,4400.16589411158,101074.521310913
E06000055,2042,-187.557484166843,-4893.81390766542,-19.2652531460996,-502.675562107718
E07000008,2042,-36.6430244158116,-615.719553963748,4419.84368404854,101679.728575392
E07000009,2042,-60.5269202882739,-1636.06120829876,-6.21711496444529,-168.050523179076
E07000099,2042,-119.673225245688,-2927.28072749509,-12.2924179187511,-300.680106130689
E07000151,2042,-56.7230576108322,-1541.29125520856,-5.82639540590862,-158.316082855156
E07000154,2042,-178.893173356632,-4755.81904101333,-18.3752852419305,-488.501208838243
E07000155,2042,-69.5250800611474,-1930.32477955886,-7.1413746741738,-198.276254864398
E07000156,2042,-53.3248782703634,-1384.60291382398,-5.47734623028767,-142.221600807555
E07000177,2042,-84.7464739025991,-2174.61462362961,-8.70486336615898,-223.368858915633
E07000178,2042,-43.5988140642107,-839.238669578516,4419.12920950223,101656.769468404
E07000179,2042,-84.456552435029,-1992.1883876829,-8.675083640279,-204.630669759304
E07000180,2042,-88.1296662153292,-2400.9996207032,-9.05237312635977,-246.6223392898
E07000181,2042,-49.5225659751052,-1250.28452011356,-5.08678592162244,-128.424882065547
E07000242,2042,-144.961767372785,-3695.81835212929,-14.8899691065296,-379.621620816977
E07000243,2042,-77.883190390915,-1763.96179497707,-7.99989072881849,-181.188027080015
E07000004,2042,8402.99012557327,194509.831277746,2632.56896262814,60676.5633464367
E06000056,2042,4396.97483839266,102371.479672592,1336.36348471253,30863.8373543776
E07000012,2042,4396.97483839266,102371.479672592,1336.36348471253,30863.8373543776
E07000011,2042,4396.97483839266,102371.479672592,1336.36348471253,30863.8373543776
E06000030,2043,-147.049873771571,-3953.38928674385,-15.1044521411432,-406.078412346622
E06000032,2043,-162.482119589427,-4110.65953823978,-16.6895988155856,-422.232666179142
E06000042,2043,-228.216773618699,-6735.95088167723,4400.16589411158,105474.687205025
E06000055,2043,-187.557484166843,-5081.37139183227,-19.2652531460996,-521.940815253818
E07000008,2043,-36.6430244158116,-652.362578379559,4419.84368404854,106099.572259441
E07000009,2043,-60.5269202882739,-1696.58812858703,-6.21711496444529,-174.267638143521
E07000099,2043,-119.673225245688,-3046.95395274077,-12.2924179187511,-312.97252404944
E07000151,2043,-56.7230576108322,-1598.01431281939,-5.82639540590862,-164.142478261065
E07000154,2043,-178.893173356632,-4934.71221436997,-18.3752852419305,-506.876494080173
E07000155,2043,-69.5250800611474,-1999.84985962,-7.1413746741738,-205.417629538572
E07000156,2043,-53.3248782703634,-1437.92779209434,-5.47734623028767,-147.698947037843
E07000177,2043,-84.7464739025991,-2259.36109753221,-8.70486336615898,-232.073722281792
E07000178,2043,-43.5988140642107,-882.837483642726,4419.12920950223,106075.898677907
E07000179,2043,-84.456552435029,-2076.64494011793,-8.675083640279,-213.305753399583
E07000180,2043,-88.1296662153292,-2489.12928691853,-9.05237312635977,-255.674712416159
E07000181,2043,-49.5225659751052,-1299.80708608867,-5.08678592162244,-133.511667987169
E07000242,2043,-144.961767372785,-3840.78011950207,-14.8899691065296,-394.511589923506
E07000243,2043,-77.883190390915,-1841.84498536799,-7.99989072881849,-189.187917808834
E07000004,2043,8402.99012557327,202912.82140332,2632.56896262814,63309.1323090648
E06000056,2043,4396.97483839266,106768.454510985,1336.36348471253,32200.2008390902
E07000012,2043,4396.97483839266,106768.454510985,1336.36348471253,32200.2008390902
E07000011,2043,4396.97483839266,106768.454510985,1336.36348471253,32200.2008390902
E06000030,2044,-147.049873771571,-4100.43916051542,-15.1044521411432,-421.182864487765
E06000032,2044,-162.482119589427,-4273.14165782921,-16.6895988155856,-438.922264994728
E06000042,2044,-228.216773618699,-6964.16765529594,4400.16589411158,109874.853099136
E06000055,2044,-187.557484166843,-5268.92887599911,-19.2652531460996,-541.206068399918
E07000008,2044,-36.6430244158116,-689.005602795371,4419.84368404854,110519.415943489
E07000009,2044,-60.5269202882739,-1757.11504887531,-6.21711496444529,-180.484753107967
E07000099,2044,-119.673225245688,-3166.62717798646,-12.2924179187511,-325.264941968191
E07000151,2044,-56.7230576108322,-1654.73737043023,-5.82639540590862,-169.968873666973
E07000154,2044,-178.893173356632,-5113.6053877266,-18.3752852419305,-525.251779322104
E07000155,2044,-69.5250800611474,-2069.37493968115,-7.1413746741738,-212.559004212746
E07000156,2044,-53.3248782703634,-1491.2526703647,-5.47734623028767,-153.17629326813
E07000177,2044,-84.7464739025991,-2344.10757143481,-8.70486336615898,-240.778585647951
E07000178,2044,-43.5988140642107,-926.43629770694,4419.12920950223,110495.027887409
E07000179,2044,-84.456552435029,-2161.10149255296,-8.675083640279,-221.980837039862
E07000180,2044,-88.1296662153292,-2577.25895313386,-9.05237312635977,-264.727085542519
E07000181,2044,-49.5225659751052,-1349.32965206378,-5.08678592162244,-138.598453908792
E07000242,2044,-144.961767372785,-3985.74188687486,-14.8899691065296,-409.401559030036
E07000243,2044,-77.883190390915,-1919.7281757589,-7.99989072881849,-197.187808537652
E07000004,2044,8402.99012557327,211315.811528893,2632.56896262814,65941.701271693
E06000056,2044,4396.97483839266,111165.429349378,1336.36348471253,33536.5643238027
E07000012,2044,4396.97483839266,111165.429349378,1336.36348471253,33536.5643238027
E07000011,2044,4396.97483839266,111165.429349378,1336.36348471253,33536.5643238027
E06000030,2045,-147.049873771571,-4247.48903428699,-15.1044521411432,-436.287316628909
E06000032,2045,-162.482119589427,-4435.62377741864,-16.6895988155856,-455.611863810313
E06000042,2045,-228.216773618699,-7192.38442891464,4400.16589411158,114275.018993248
E06000055,2045,-187.557484166843,-5456.48636016595,-19.2652531460996,-560.471321546017
E07000008,2045,-36.6430244158116,-725.648627211183,4419.84368404854,114939.259627538
E07000009,2045,-60.5269202882739,-1817.64196916358,-6.21711496444529,-186.701868072412
E07000099,2045,-119.673225245688,-3286.30040323215,-12.2924179187511,-337.557359886942
E07000151,2045,-56.7230576108322,-1711.46042804106,-5.82639540590862,-175.795269072882
E07000154,2045,-178.893173356632,-5292.49856108323,-18.3752852419305,-543.627064564034
E07000155,2045,-69.5250800611474,-2138.90001974229,-7.1413746741738,-219.700378886919
E07000156,2045,-53.3248782703634,-1544.57754863506,-5.47734623028767,-158.653639498418
E07000177,2045,-84.7464739025991,-2428.85404533741,-8.70486336615898,-249.48344901411
E07000178,2045,-43.5988140642107,-970.035111771147,4419.12920950223,114914.157096911
E07000179,2045,-84.4565524350309,-2245.55804498799,-8.6750836402792,-230.655920680141
E07000180,2045,-88.1296662153292,-2665.38861934919,-9.05237312635977,-273.779458668879
E07000181,2045,-49.5225659751052,-1398.85221803888,-5.08678592162244,-143.685239830414
E07000242,2045,-144.961767372785,-4130.70365424764,-14.8899691065296,-424.291528136565
E07000243,2045,-77.883190390915,-1997.61136614981,-7.99989072881849,-205.187699266471
E07000004,2045,8402.99012557327,219718.801654466,2632.56896262814,68574.2702343211
E06000056,2045,4396.97483839266,115562.40418777,1336.36348471253,34872.9278085152
E07000012,2045,4396.97483839266,115562.40418777,1336.36348471253,34872.9278085152
E07000011,2045,4396.97483839266,115562.40418777,1336.36348471253,34872.9278085152
E06000030,2046,-147.049873771571,-4394.53890805856,-15.1044521411432,-451.391768770052
E06000032,2046,-162.482119589427,-4598.10589700806,-16.6895988155856,-472.301462625898
E06000042,2046,-228.216773618699,-7420.60120253333,4400.16589411158,118675.18488736
E06000055,2046,-187.557484166843,-5644.04384433279,-19.2652531460996,-579.736574692116
E07000008,2046,-36.6430244158116,-762.291651626994,4419.84368404854,119359.103311586
E07000009,2046,-60.5269202882739,-1878.16888945185,-6.21711496444529,-192.918983036857
E07000099,2046,-119.673225245688,-3405.97362847783,-12.2924179187511,-349.849777805693
E07000151,2046,-56.7230576108322,-1768.18348565189,-5.82639540590862,-181.62166447879
E07000154,2046,-178.893173356632,-5471.39173443986,-18.3752852419305,-562.002349805965
E07000155,2046,-69.5250800611474,-2208.42509980344,-7.1413746741738,-226.841753561093
E07000156,2046,-53.3248782703634,-1597.90242690543,-5.47734623028767,-164.130985728706
E07000177,2046,-84.7464739025991,-2513.60051924001,-8.70486336615898,-258.188312380269
E07000178,2046,-43.5988140642107,-1013.63392583536,4419.12920950223,119333.286306413
E07000179,2046,-84.456552435029,-2330.01459742302,-8.675083640279,-239.33100432042
E07000180,2046,-88.1296662153292,-2753.51828556453,-9.05237312635977,-282.831831795239
E07000181,2046,-49.5225659751052,-1448.37478401399,-5.08678592162244,-148.772025752037
E07000242,2046,-144.961767372785,-4275.66542162043,-14.8899691065296,-439.181497243095
E07000243,2046,-77.883190390915,-2075.49455654073,-7.99989072881849,-213.187589995289
E07000004,2046,8402.99012557327,228121.791780039,2632.56896262814,71206.8391969492
E06000056,2046,4396.97483839266,119959.379026163,1336.36348471253,36209.2912932278
E07000012,2046,4396.97483839266,119959.379026163,1336.36348471253,36209.2912932278
E07000011,2046,4396.97483839266,119959.379026163,1336.36348471253,36209.2912932278
E06000030,2047,-147.049873771571,-4541.58878183013,-15.1044521411432,-466.496220911195
E06000032,2047,-162.482119589427,-4760.58801659749,-16.6895988155856,-488.991061441484
E06000042,2047,-228.216773618699,-7648.81797615203,4400.16589411158,123075.350781471
E06000055,2047,-187.557484166843,-5831.60132849964,-19.2652531460996,-599.001827838216
E07000008,2047,-36.6430244158116,-798.934676042806,4419.84368404854,123778.946995635
E07000009,2047,-60.5269202882739,-1938.69580974013,-6.21711496444529,-199.136098001302
E07000099,2047,-119.673225245688,-3525.64685372352,-12.2924179187511,-362.142195724444
E07000151,2047,-56.7230576108322,-1824.90654326272,-5.82639540590862,-187.448059884699
E07000154,2047,-178.893173356632,-5650.2849077965,-18.3752852419305,-580.377635047895
E07000155,2047,-69.5250800611474,-2277.95017986459,-7.1413746741738,-233.983128235267
E07000156,2047,-53.3248782703634,-1651.22730517579,-5.47734623028767,-169.608331958993
E07000177,2047,-84.7464739025991,-2598.34699314261,-8.70486336615898,-266.893175746428
E07000178,2047,-43.5988140642107,-1057.23273989957,4419.12920950223,123752.415515916
E07000179,2047,-84.456552435029,-2414.47114985805,-8.675083640279,-248.006087960699
E07000180,2047,-88.1296662153292,-2841.64795177986,-9.05237312635977,-291.884204921599
E07000181,2047,-49.5225659751052,-1497.89734998909,-5.08678592162244,-153.858811673659
E07000242,2047,-144.961767372785,-4420.62718899321,-14.8899691065296,-454.071466349625
E07000243,2047,-77.883190390915,-2153.37774693165,-7.99989072881849,-221.187480724108
E07000004,2047,8402.99012557327,236524.781905613,2632.56896262814,73839.4081595774
E06000056,2047,4396.97483839266,124356.353864556,1336.36348471253,37545.6547779403
E07000012,2047,4396.97483839266,124356.353864556,1336.36348471253,37545.6547779403
E07000011,2047,4396.97483839266,124356.353864556,1336.36348471253,37545.6547779403
E06000030,2048,-147.049873771571,-4688.6386556017,-15.1044521411432,-481.600673052339
E06000032,2048,-162.482119589427,-4923.07013618692,-16.6895988155856,-505.680660257069
E06000042,2048,-228.216773618699,-7877.03474977073,4400.16589411158,127475.516675583
E06000055,2048,-187.557484166843,-6019.15881266648,-19.2652531460996,-618.267080984316
E07000008,2048,-36.6430244158116,-835.577700458617,4419.84368404854,128198.790679683
E07000009,2048,-60.5269202882739,-1999.2227300284,-6.21711496444529,-205.353212965747
E07000099,2048,-119.673225245688,-3645.32007896921,-12.2924179187511,-374.434613643196
E07000151,2048,-56.7230576108322,-1881.62960087355,-5.82639540590862,-193.274455290608
E07000154,2048,-178.893173356632,-5829.17808115313,-18.3752852419305,-598.752920289826
E07000155,2048,-69.5250800611474,-2347.47525992574,-7.1413746741738,-241.124502909441
E07000156,2048,-53.3248782703634,-1704.55218344616,-5.47734623028767,-175.085678189281
E07000177,2048,-84.7464739025991,-2683.09346704521,-8.70486336615898,-275.598039112587
E07000178,2048,-43.5988140642107,-1100.83155396378,4419.12920950223,128171.544725418
E07000179,2048,-84.456552435029,-2498.92770229308,-8.675083640279,-256.681171600978
E07000180,2048,-88.1296662153292,-2929.77761799518,-9.05237312635977,-300.936578047958
E07000181,2048,-49.5225659751052,-1547.41991596419,-5.08678592162244,-158.945597595281
E07000242,2048,-144.961767372785,-4565.58895636599,-14.8899691065296,-468.961435456154
E07000243,2048,-77.883190390915,-2231.26093732256,-7.99989072881849,-229.187371452926
E07000004,2048,8402.99012557327,244927.772031186,2632.56896262814,76471.9771222055
E06000056,2048,4396.97483839266,128753.328702948,1336.36348471253,38882.0182626528
E07000012,2048,4396.97483839266,128753.328702948,1336.36348471253,38882.0182626528
E07000011,2048,4396.97483839266,128753.328702948,1336.36348471253,38882.0182626528
E06000030,2049,-147.049873771571,-4835.68852937327,-15.1044521411432,-496.705125193481
E06000032,2049,-162.482119589427,-5085.55225577635,-16.6895988155856,-522.370259072655
E06000042,2049,-228.216773618699,-8105.25152338943,4400.16589411158,131875.682569694
E06000055,2049,-187.557484166843,-6206.71629683332,-19.2652531460996,-637.532334130415
E07000008,2049,-36.6430244158116,-872.220724874427,4419.84368404854,132618.634363732
E07000009,2049,-60.5269202882739,-2059.74965031668,-6.21711496444529,-211.570327930193
E07000099,2049,-119.673225245688,-3764.9933042149,-12.2924179187511,-386.727031561947
E07000151,2049,-56.7230576108322,-1938.35265848439,-5.82639540590862,-199.100850696516
E07000154,2049,-178.893173356632,-6008.07125450976,-18.3752852419305,-617.128205531756
E07000155,2049,-69.5250800611474,-2417.00033998689,-7.1413746741738,-248.265877583615
E07000156,2049,-53.3248782703634,-1757.87706171652,-5.47734623028767,-180.563024419569
E07000177,2049,-84.7464739025991,-2767.83994094781,-8.70486336615898,-284.302902478746
E07000178,2049,-43.5988140642107,-1144.43036802799,4419.12920950223,132590.67393492
E07000179,2049,-84.456552435029,-2583.38425472811,-8.675083640279,-265.356255241257
E07000180,2049,-88.1296662153292,-3017.90728421051,-9.05237312635977,-309.988951174318
E07000181,2049,-49.5225659751052,-1596.9424819393,-5.08678592162244,-164.032383516904
E07000242,2049,-144.961767372785,-4710.55072373878,-14.8899691065296,-483.851404562684
E07000243,2049,-77.883190390915,-2309.14412771347,-7.99989072881849,-237.187262181745
E07000004,2049,8402.99012557327,253330.762156759,2632.56896262814,79104.5460848337
E06000056,2049,4396.97483839266,133150.303541341,1336.36348471253,40218.3817473654
E07000012,2049,4396.97483839266,133150.303541341,1336.36348471253,40218.3817473654
E07000011,2049,4396.97483839266,133150.303541341,1336.36348471253,40218.3817473654
