GEOGRAPHY_CODE,YEAR,GVA,JOBS,HOUSEHOLDS
E07000007,2037,0.0,0,0
E07000008,2037,273.117227,2972,834
E07000009,2037,78.483679,928,0
E07000010,2037,0.0,0,0
E07000011,2037,63.404539,664,0
E07000012,2037,296.383656,2936,250
E07000150,2037,0.0,0,0
E07000151,2037,0.0,0,0
E07000152,2037,0.0,0,0
E07000153,2037,0.0,0,0
E07000154,2037,0.0,0,834
E07000155,2037,0.0,0,0
E07000156,2037,0.0,0,0
E07000177,2037,237.521922,2102,0
E07000178,2037,382.023765,3434,667
E07000179,2037,211.670045,1991,0
E07000180,2037,250.574654,2126,0
E07000181,2037,157.382693,1357,0
E06000031,2038,-0.0,0,417
E06000032,2038,0.0,0,334
E06000042,2038,542.828036,4860,3336
E06000055,2038,65.139548,703,1668
E06000056,2038,92.648031,1017,0
E07000004,2038,89.91053,830,0
E07000005,2038,0.0,0,0
E07000006,2038,0.0,0,0
E07000007,2038,0.0,0,0
E07000008,2038,273.117227,2972,834
E07000009,2038,78.483679,928,0
E07000010,2038,0.0,0,0
E07000011,2038,63.404539,664,0
E07000012,2038,296.383656,2936,250
E07000150,2038,0.0,0,0
E07000151,2038,0.0,0,0
E07000152,2038,0.0,0,0
E07000153,2038,0.0,0,0
E07000154,2038,0.0,0,834
E07000155,2038,0.0,0,0
E07000156,2038,0.0,0,0
E07000177,2038,237.521922,2102,0
E07000178,2038,382.023765,3434,667
E07000179,2038,211.670045,1991,0
E07000180,2038,250.574654,2126,0
E07000181,2038,157.382693,1357,0
E06000031,2039,0.0,0,417
E06000032,2039,0.0,0,334
E06000042,2039,542.828036,4860,3336
E06000055,2039,65.139548,703,1668
E06000056,2039,92.648031,1017,0
E07000004,2039,89.91053,830,0
E07000005,2039,0.0,0,0
E07000006,2039,0.0,0,0
E07000007,2039,0.0,0,0
E07000008,2039,273.117227,2972,834
E07000009,2039,78.483679,928,0
E07000010,2039,0.0,0,0
E07000011,2039,63.404539,664,0
E07000012,2039,296.383656,2936,250
E07000150,2039,0.0,0,0
E07000151,2039,0.0,0,0
E07000152,2039,0.0,0,0
E07000153,2039,-0.0,0,0
E07000154,2039,0.0,0,834
E07000155,2039,0.0,0,0
E07000156,2039,0.0,0,0
E07000177,2039,237.521922,2102,0
E07000178,2039,382.023765,3434,667
E07000179,2039,211.670045,1991,0
E07000180,2039,250.574654,2126,0
E07000181,2039,157.382693,1357,0
E06000031,2040,0.0,0,417
E06000032,2040,0.0,0,334
E06000042,2040,542.828036,4860,3336
E06000055,2040,65.139548,703,1668
E06000056,2040,92.648031,1017,0
E07000004,2040,89.91053,830,0
E07000005,2040,0.0,0,0
E07000006,2040,0.0,0,0
E07000007,2040,0.0,0,0
E07000008,2040,273.117227,2972,834
E07000009,2040,78.483679,928,0
E07000010,2040,0.0,0,0
E07000011,2040,63.404539,664,0
E07000012,2040,296.383656,2936,250
E07000150,2040,0.0,0,0
E07000151,2040,0.0,0,0
E07000152,2040,0.0,0,0
E07000153,2040,0.0,0,0
E07000154,2040,0.0,0,834
E07000155,2040,0.0,0,0
E07000156,2040,0.0,0,0
E07000177,2040,237.521922,2102,0
E07000178,2040,382.023765,3434,667
E07000179,2040,211.670045,1991,0
E07000180,2040,250.574654,2126,0
E07000181,2040,157.382693,1357,0
E06000031,2041,0.0,0,417
E06000032,2041,0.0,0,334
E06000042,2041,542.828036,4860,3336
E06000055,2041,65.139548,703,1668
E06000056,2041,92.648031,1017,0
E07000004,2041,89.91053,830,0
E07000005,2041,0.0,0,0
E07000006,2041,0.0,0,0
E07000007,2041,0.0,0,0
E07000008,2041,273.117227,2972,834
E07000009,2041,78.483679,928,0
E07000010,2041,0.0,0,0
E07000011,2041,63.404539,664,0
E07000012,2041,296.383656,2936,250
E07000150,2041,0.0,0,0
E07000151,2041,0.0,0,0
E07000152,2041,0.0,0,0
E07000153,2041,0.0,0,0
E07000154,2041,0.0,0,834
E07000155,2041,0.0,0,0
E07000156,2041,0.0,0,0
E07000177,2041,237.521922,2102,0
E07000178,2041,382.023765,3434,667
E07000179,2041,211.670045,1991,0
E07000180,2041,250.574654,2126,0
E07000181,2041,157.382693,1357,0
E06000031,2042,0.0,0,417
E06000032,2042,0.0,0,334
E06000042,2042,542.828036,4860,3336
E06000055,2042,65.139548,703,1668
E06000056,2042,92.648031,1017,0
E07000004,2042,89.91053,830,0
E07000005,2042,0.0,0,0
E07000006,2042,-0.0,0,0
E07000007,2042,0.0,0,0
E07000008,2042,273.117227,2972,834
E07000009,2042,78.483679,928,0
E07000010,2042,0.0,0,0
E07000011,2042,63.404539,664,0
E07000012,2042,296.383656,2936,250
E07000150,2042,0.0,0,0
E07000151,2042,0.0,0,0
E07000152,2042,0.0,0,0
E07000153,2042,0.0,0,0
E07000154,2042,0.0,0,834
E07000155,2042,0.0,0,0
E07000156,2042,0.0,0,0
E07000177,2042,237.521922,2102,0
E07000178,2042,382.023765,3434,667
E07000179,2042,211.670045,1991,0
E07000180,2042,250.574654,2126,0
E07000181,2042,157.382693,1357,0
E06000031,2043,0.0,0,417
E06000032,2043,0.0,0,334
E06000042,2043,542.828036,4860,3336
E06000055,2043,65.139548,703,1668
E06000056,2043,92.648031,1017,0
E07000004,2043,89.91053,830,0
E07000005,2043,0.0,0,0
E07000006,2043,0.0,0,0
E07000007,2043,0.0,0,0
E07000008,2043,273.117227,2972,834
E07000009,2043,78.483679,928,0
E07000010,2043,0.0,0,0
E07000011,2043,63.404539,664,0
E07000012,2043,296.383656,2936,250
E07000150,2043,0.0,0,0
E07000151,2043,0.0,0,0
E07000152,2043,0.0,0,0
E07000153,2043,0.0,0,0
E07000154,2043,0.0,0,834
E07000155,2043,-0.0,0,0
E07000156,2043,0.0,0,0
E07000177,2043,237.521922,2102,0
E07000178,2043,382.023765,3434,667
E07000179,2043,211.670045,1991,0
E07000180,2043,250.574654,2126,0
E07000181,2043,157.382693,1357,0
E06000031,2044,0.0,0,417
E06000032,2044,0.0,0,334
E06000042,2044,542.828036,4860,3336
E06000055,2044,65.139548,703,1668
E06000056,2044,92.648031,1017,0
E07000004,2044,89.91053,830,0
E07000005,2044,0.0,0,0
E07000006,2044,-0.0,0,0
E07000007,2044,0.0,0,0
E07000008,2044,273.117227,2972,834
E07000009,2044,78.483679,928,0
E07000010,2044,0.0,0,0
E07000011,2044,63.404539,664,0
E07000012,2044,296.383656,2936,250
E07000150,2044,0.0,0,0
E07000151,2044,0.0,0,0
E07000152,2044,0.0,0,0
E07000153,2044,0.0,0,0
E07000154,2044,0.0,0,834
E07000155,2044,0.0,0,0
E07000156,2044,0.0,0,0
E07000177,2044,237.521922,2102,0
E07000178,2044,382.023765,3434,667
E07000179,2044,211.670045,1991,0
E07000180,2044,250.574654,2126,0
E07000181,2044,157.382693,1357,0
E06000031,2045,0.0,0,417
E06000032,2045,0.0,0,334
E06000042,2045,542.828036,4860,3336
E06000055,2045,65.139548,703,1668
E06000056,2045,92.648031,1017,0
E07000004,2045,89.91053,830,0
E07000005,2045,0.0,0,0
E07000006,2045,0.0,0,0
E07000007,2045,0.0,0,0
E07000008,2045,273.117227,2972,834
E07000009,2045,78.483679,928,0
E07000010,2045,0.0,0,0
E07000011,2045,63.404539,664,0
E07000012,2045,296.383656,2936,250
E07000150,2045,0.0,0,0
E07000151,2045,0.0,0,0
E07000152,2045,-0.0,0,0
E07000153,2045,0.0,0,0
E07000154,2045,0.0,0,834
E07000155,2045,0.0,0,0
E07000156,2045,-0.0,0,0
E07000177,2045,237.521922,2102,0
E07000178,2045,382.023765,3434,667
E07000179,2045,211.670045,1991,0
E07000180,2045,250.574654,2126,0
E07000181,2045,157.382693,1357,0
E06000031,2046,0.0,0,417
E06000032,2046,0.0,0,334
E06000042,2046,542.828036,4860,3336
E06000055,2046,65.139548,703,1668
E06000056,2046,92.648031,1017,0
E07000004,2046,89.91053,830,0
E07000005,2046,0.0,0,0
E07000006,2046,0.0,0,0
E07000007,2046,0.0,0,0
E07000008,2046,273.117227,2972,834
E07000009,2046,78.483679,928,0
E07000010,2046,0.0,0,0
E07000011,2046,63.404539,664,0
E07000012,2046,296.383656,2936,250
E07000150,2046,0.0,0,0
E07000151,2046,0.0,0,0
E07000152,2046,0.0,0,0
E07000153,2046,0.0,0,0
E07000154,2046,0.0,0,834
E07000155,2046,-0.0,0,0
E07000156,2046,0.0,0,0
E07000177,2046,237.521922,2102,0
E07000178,2046,382.023765,3434,667
E07000179,2046,211.670045,1991,0
E07000180,2046,250.574654,2126,0
E07000181,2046,157.382693,1357,0
E06000031,2047,0.0,0,417
E06000032,2047,0.0,0,334
E06000042,2047,542.828036,4860,3336
E06000055,2047,65.139548,703,1668
E06000056,2047,92.648031,1017,0
E07000004,2047,89.91053,830,0
E07000005,2047,-0.0,0,0
E07000006,2047,0.0,0,0
E07000007,2047,0.0,0,0
E07000008,2047,273.117227,2972,834
E07000009,2047,78.483679,928,0
E07000010,2047,0.0,0,0
E07000011,2047,63.404539,664,0
E07000012,2047,296.383656,2936,250
E07000150,2047,0.0,0,0
E07000151,2047,0.0,0,0
E07000152,2047,0.0,0,0
E07000153,2047,0.0,0,0
E07000154,2047,-0.0,0,834
E07000155,2047,0.0,0,0
E07000156,2047,-0.0,0,0
E07000177,2047,237.521922,2102,0
E07000178,2047,382.023765,3434,667
E07000179,2047,211.670045,1991,0
E07000180,2047,250.574654,2126,0
E07000181,2047,157.382693,1357,0
E06000031,2048,0.0,0,417
E06000032,2048,0.0,0,334
E06000042,2048,542.828036,4860,3336
E06000055,2048,65.139548,703,1668
E06000056,2048,92.648031,1017,0
E07000004,2048,89.91053,830,0
E07000005,2048,0.0,0,0
E07000006,2048,-0.0,0,0
E07000007,2048,0.0,0,0
E07000008,2048,273.117227,2972,834
E07000009,2048,78.483679,928,0
E07000010,2048,0.0,0,0
E07000011,2048,63.404539,664,0
E07000012,2048,296.383656,2936,250
E07000150,2048,0.0,0,0
E07000151,2048,0.0,0,0
E07000152,2048,0.0,0,0
E07000153,2048,0.0,0,0
E07000154,2048,0.0,0,834
E07000155,2048,-0.0,0,0
E07000156,2048,0.0,0,0
E07000177,2048,237.521922,2102,0
E07000178,2048,382.023765,3434,667
E07000179,2048,211.670045,1991,0
E07000180,2048,250.574654,2126,0
E07000181,2048,157.382693,1357,0
E06000031,2049,-0.0,0,417
E06000032,2049,0.0,0,334
E06000042,2049,542.828036,4860,3336
E06000055,2049,65.139548,703,1668
E06000056,2049,92.648031,1017,0
E07000004,2049,89.91053,830,0
E07000005,2049,0.0,0,0
E07000006,2049,0.0,0,0
E07000007,2049,0.0,0,0
E07000008,2049,273.117227,2972,834
E07000009,2049,78.483679,928,0
E07000010,2049,0.0,0,0
E07000011,2049,63.404539,664,0
E07000012,2049,296.383656,2936,250
E07000150,2049,-0.0,0,0
E07000151,2049,0.0,0,0
E07000152,2049,-0.0,0,0
E07000153,2049,0.0,0,0
E07000154,2049,0.0,0,834
E07000155,2049,0.0,0,0
E07000156,2049,0.0,0,0
E07000177,2049,237.521922,2102,0
E07000178,2049,382.023765,3434,667
E07000179,2049,211.670045,1991,0
E07000180,2049,250.574654,2126,0
E07000181,2049,157.382693,1357,0
E06000031,2050,0.0,0,417
E06000032,2050,0.0,0,334
E06000042,2050,542.828036,4860,3336
E06000055,2050,65.139548,703,1668
E06000056,2050,92.648031,1017,0
E07000004,2050,89.91053,830,0
E07000005,2050,-0.0,0,0
E07000006,2050,0.0,0,0
E07000007,2050,0.0,0,0
E07000008,2050,273.117227,2972,834
