YEAR,GEOGRAPHY_CODE,HOUSEHOLDS
2041,E07000011,-336
2041,E07000012,2765
2041,E07000150,-208
2041,E07000151,-140
2041,E07000152,-176
2041,E07000153,-242
2041,E07000154,-325
2041,E07000155,-160
2041,E07000156,-122
2041,E07000177,2849
2041,E07000178,-137
2041,E07000179,-234
2041,E07000180,-320
2041,E07000181,-204
2042,E06000031,-479
2042,E06000032,-199
2042,E06000042,-748
2042,E06000055,-396
2042,E06000056,5623
2042,E07000004,2660
2042,E07000005,-90
2042,E07000006,-112
2042,E07000007,-248
2042,E07000008,-337
2042,E07000009,-151
2042,E07000010,-196
2042,E07000011,-336
2042,E07000012,2765
2042,E07000150,-208
2042,E07000151,-140
2042,E07000152,-176
2042,E07000153,-242
2042,E07000154,-325
2042,E07000155,-160
2042,E07000156,-122
2042,E07000177,2849
2042,E07000178,-137
2042,E07000179,-234
2042,E07000180,-320
2042,E07000181,-204
2043,E06000031,-479
2043,E06000032,-199
2043,E06000042,-748
2043,E06000055,-396
2043,E06000056,5623
2043,E07000004,2660
2043,E07000005,-90
2043,E07000006,-112
2043,E07000007,-248
2043,E07000008,-337
2043,E07000009,-151
2043,E07000010,-196
2043,E07000011,-336
2043,E07000012,2765
2043,E07000150,-208
2043,E07000151,-140
2043,E07000152,-176
2043,E07000153,-242
2043,E07000154,-325
2043,E07000155,-160
2043,E07000156,-122
2043,E07000177,2849
2043,E07000178,-137
2043,E07000179,-234
2043,E07000180,-320
2043,E07000181,-204
2044,E06000031,-479
2044,E06000032,-199
2044,E06000042,-748
2044,E06000055,-396
2044,E06000056,5623
2044,E07000004,2660
2044,E07000005,-90
2044,E07000006,-112
2044,E07000007,-248
2044,E07000008,-337
2044,E07000009,-151
2044,E07000010,-196
2044,E07000011,-336
2044,E07000012,2765
2044,E07000150,-208
2044,E07000151,-140
2044,E07000152,-176
2044,E07000153,-242
2044,E07000154,-325
2044,E07000155,-160
2044,E07000156,-122
2044,E07000177,2849
2044,E07000178,-137
2044,E07000179,-234
2044,E07000180,-320
2044,E07000181,-204
2045,E06000031,-479
2045,E06000032,-199
2045,E06000042,-748
2045,E06000055,-396
2045,E06000056,5623
2045,E07000004,2660
2045,E07000005,-90
2045,E07000006,-112
2045,E07000007,-248
2045,E07000008,-337
2045,E07000009,-151
2045,E07000010,-196
2045,E07000011,-336
2045,E07000012,2765
2045,E07000150,-208
2045,E07000151,-140
2045,E07000152,-176
2045,E07000153,-242
2045,E07000154,-325
2045,E07000155,-160
2045,E07000156,-122
2045,E07000177,2849
2045,E07000178,-137
2045,E07000179,-234
2045,E07000180,-320
2045,E07000181,-204
2046,E06000031,-479
2046,E06000032,-199
2046,E06000042,-748
2046,E06000055,-396
2046,E06000056,5623
2046,E07000004,2660
2046,E07000005,-90
2046,E07000006,-112
2046,E07000007,-248
2046,E07000008,-337
2046,E07000009,-151
2046,E07000010,-196
2046,E07000011,-336
2046,E07000012,2765
2046,E07000150,-208
2046,E07000151,-140
2046,E07000152,-176
2046,E07000153,-242
2046,E07000154,-325
2046,E07000155,-160
2046,E07000156,-122
2046,E07000177,2849
2046,E07000178,-137
2046,E07000179,-234
2046,E07000180,-320
2046,E07000181,-204
2047,E06000031,-479
2047,E06000032,-199
2047,E06000042,-748
2047,E06000055,-396
2047,E06000056,5623
2047,E07000004,2660
2047,E07000005,-90
2047,E07000006,-112
2047,E07000007,-248
2047,E07000008,-337
2047,E07000009,-151
2047,E07000010,-196
2047,E07000011,-336
2047,E07000012,2765
2047,E07000150,-208
2047,E07000151,-140
2047,E07000152,-176
2047,E07000153,-242
2047,E07000154,-325
2047,E07000155,-160
2047,E07000156,-122
2047,E07000177,2849
2047,E07000178,-137
2047,E07000179,-234
2047,E07000180,-320
2047,E07000181,-204
2048,E06000031,-479
2048,E06000032,-199
2048,E06000042,-748
2048,E06000055,-396
2048,E06000056,5623
2048,E07000004,2660
2048,E07000005,-90
2048,E07000006,-112
2048,E07000007,-248
2048,E07000008,-337
2048,E07000009,-151
2048,E07000010,-196
2048,E07000011,-336
2048,E07000012,2765
2048,E07000150,-208
2048,E07000151,-140
2048,E07000152,-176
2048,E07000153,-242
2048,E07000154,-325
2048,E07000155,-160
2048,E07000156,-122
2048,E07000177,2849
2048,E07000178,-137
2048,E07000179,-234
2048,E07000180,-320
2048,E07000181,-204
2049,E06000031,-479
2049,E06000032,-199
2049,E06000042,-748
2049,E06000055,-396
2049,E06000056,5623
2049,E07000004,2660
2049,E07000005,-90
2049,E07000006,-112
2049,E07000007,-248
2049,E07000008,-337
2049,E07000009,-151
2049,E07000010,-196
2049,E07000011,-336
2049,E07000012,2765
2049,E07000150,-208
2049,E07000151,-140
2049,E07000152,-176
2049,E07000153,-242
2049,E07000154,-325
2049,E07000155,-160
2049,E07000156,-122
2049,E07000177,2849
2049,E07000178,-137
2049,E07000179,-234
2049,E07000180,-320
2049,E07000181,-204
2050,E06000031,-479
2050,E06000032,-199
2050,E06000042,-748
2050,E06000055,-396
2050,E06000056,5623
2050,E07000004,2660
2050,E07000005,-90
2050,E07000006,-112
2050,E07000007,-248
2050,E07000008,-337
2050,E07000009,-151
2050,E07000010,-196
2050,E07000011,-336
2050,E07000012,2765
2050,E07000150,-208
2050,E07000151,-140
2050,E07000152,-176
2050,E07000153,-242
2050,E07000154,-325
2050,E07000155,-160
2050,E07000156,-122
2050,E07000177,2849
2050,E07000178,-137
2050,E07000179,-234
2050,E07000180,-320
2050,E07000181,-204
