YEAR,GEOGRAPHY_CODE,GVA,JOBS,HOUSEHOLDS
2047,E07000011,2320.8168736733824,24.88215963678799,4396.97483839266
2048,E07000011,2456.2170842592395,25.902886606422115,4396.97483839266
2049,E07000011,2596.54638557607,26.93386872323569,4396.97483839266
2050,E07000011,2741.96441642469,27.975433626462774,4396.97483839266
2020,E07000099,51.827211512872964,0.8962718883087035,-127.027204717185
2021,E07000099,68.10106046817509,1.0828314848991667,-122.34737610831999
2022,E07000099,84.51400092783979,1.2593157716359826,-143.697689102424
2023,E07000099,101.17979880399844,1.4287597355623163,-135.558699454032
2024,E07000099,119.54792358726309,1.6201986997216196,-139.72328438523502
2025,E07000099,141.47379903715046,1.8626683265859114,-133.267234592706
2026,E07000099,160.75230083233828,2.0462046215203102,-130.98481362743
2027,E07000099,185.69091309001305,2.31484393628498,-134.620459838394
2028,E07000099,212.14269175238223,2.5936229725738897,-130.536236383489
2029,E07000099,240.09659047836794,2.883578785591709,-133.391523564097
2030,E07000099,268.76805084693797,3.1717487876687542,-127.66880454247699
2031,E07000099,299.56975815317674,3.480170751914443,-125.07630714129499
2032,E07000099,331.91091367793706,3.800882815909887,-126.642968333699
2033,E07000099,366.7574938005828,4.145923485439866,-126.360798777026
2034,E07000099,404.2067109153395,4.516331638264688,-125.56984546844102
2035,E07000099,443.1442638319895,4.891146527932335,-124.18923013758301
2036,E07000099,483.5758152019407,5.269407787631394,-121.565983489847
2037,E07000099,525.4929265018,5.651155434085226,-120.409915177986
2038,E07000099,568.8645973859875,6.0344298714876885,-121.948152697093
2039,E07000099,613.6038181760596,6.418271895481126,-119.51224389605301
2040,E07000099,659.5639525116603,6.79972269717662,-117.83550556889601
2041,E07000099,706.9872034496448,7.181823867217844,-119.673225245688
2042,E07000099,755.6769499254979,7.5616173998878935,-119.673225245688
2043,E07000099,805.6627767316359,7.94014569726032,-119.673225245688
2044,E07000099,857.0806075525052,8.317451573394749,-119.673225245688
2045,E07000099,909.982423350506,8.694578258577309,-119.673225245688
2046,E07000099,964.2677033826194,9.069569403606664,-119.673225245688
2047,E07000099,1020.0254794523471,9.443469084125866,-119.673225245688
2048,E07000099,1077.3434809200226,9.816321805000811,-119.673225245688
2049,E07000099,1136.1074442867712,10.18717250474559,-119.673225245688
2050,E07000099,1196.3576014431628,10.556066559995486,-119.673225245688
2020,E07000242,135.7379500949246,2.000706559432288,-184.965503559728
2021,E07000242,171.73724588803816,2.4219797270124985,-175.22755309019698
2022,E07000242,208.1685180128825,2.8306747044775307,-187.695726577854
2023,E07000242,245.50765525560928,3.234882950085975,-178.700925966371
2024,E07000242,284.33493327373617,3.6446971765266056,-178.18025595107702
2025,E07000242,325.32611456763243,4.072211369214514,-168.643596767855
2026,E07000242,365.33554981266843,4.452520804862715,-163.908729591613
2027,E07000242,410.87727450284456,4.910722070333122,-169.42033823978997
2028,E07000242,459.2717044678848,5.389913081771255,-163.495811137803
2029,E07000242,510.2600822046343,5.886193104028948,-163.038448394845
2030,E07000242,563.2247767582994,6.387662770379535,-158.718566848658
2031,E07000242,620.1706798301466,6.922424102530059,-159.387556759116
2032,E07000242,678.803146780806,7.455580530934512,-158.985490980567
2033,E07000242,740.6834855778252,8.012236915413894,-153.377241843201
2034,E07000242,805.7542239560053,8.589499566086005,-153.640548416681
2035,E07000242,873.563938609569,9.17647626461158,-153.141842148943
2036,E07000242,944.1028904174973,9.772276285760285,-153.74545761083002
2037,E07000242,1017.4090150664197,10.37601041930185,-148.381135269708
2038,E07000242,1093.573246977715,10.986790992227554,-146.75969390697
2039,E07000242,1172.366362908696,11.600731891306836,-145.28062930770798
2040,E07000242,1253.8217198365737,12.21694858598427,-141.199765014197
2041,E07000242,1338.200781150841,12.837558151621792,-144.961767372785
2042,E07000242,1425.2770997976377,13.459679293092151,-144.961767372785
2043,E07000242,1515.2894052511765,14.084432368728272,-144.961767372785
2044,E07000242,1608.2881048560448,14.71193941463423,-144.961767372785
2045,E07000242,1704.4706132030078,15.343324169363399,-144.961767372785
2046,E07000242,1803.7548621878377,15.975712098969439,-144.961767372785
2047,E07000242,1906.311590389908,16.611230422435582,-144.961767372785
2048,E07000242,2012.289635732377,17.250008137488337,-144.961767372785
2049,E07000242,2121.650572823666,17.890176046801145,-144.961767372785
2050,E07000242,2234.5099633729105,18.531866784594214,-144.961767372785
2020,E07000243,63.64744768360333,1.0723269942227063,-71.4286909805635
2021,E07000243,78.02953142816705,1.259953741431353,-62.8158011792982
2022,E07000243,92.24665216111589,1.4375213365961486,-73.2005194147166
2023,E07000243,106.68584780587389,1.6110660803019599,-75.7803553614347
2024,E07000243,122.94725623369504,1.8116246183101907,-70.9984599257459
2025,E07000243,141.93825602026482,2.0512339449483648,-73.0873415156134
2026,E07000243,159.03096015311394,2.240931406534095,-72.98579148285991
2027,E07000243,180.0511965402261,2.4927547048335086,-75.467178161169
2028,E07000243,201.79253661909206,2.7437419005550296,-77.06588058528051
2029,E07000243,224.7137838459107,3.003931416878281,-74.65451950207391
2030,E07000243,247.8825222993828,3.2573620430189223,-76.31497881633459
2031,E07000243,272.61746757362016,3.5220729378295275,-76.6723419087151
2032,E07000243,299.01344682348326,3.8041036334370872,-80.81858065079909
2033,E07000243,327.438007077571,4.107494038917324,-81.41754496614979
2034,E07000243,358.065898099469,4.4332844440063965,-79.2937797772446
2035,E07000243,389.5893109320259,4.758515522850018,-80.21418999781429
2036,E07000243,422.1470558374558,5.0852283377910865,-82.97102791002459
2037,E07000243,455.70830561630555,5.412464343195303,-82.2265860668252
2038,E07000243,490.24925915434596,5.739265389315996,-82.75474959598229
2039,E07000243,525.7825510877929,6.065673726198035,-80.6671599912657
2040,E07000243,562.2286066119409,6.390732007621523,-77.35993640532821
2041,E07000243,599.6725599041574,6.714483295085472,-77.883190390915
2042,E07000243,637.9645089770611,7.0359710618321785,-77.883190390915
2043,E07000243,677.4232538529873,7.358239196912294,-77.883190390915
2044,E07000243,717.8546478472754,7.67933200929145,-77.883190390915
2045,E07000243,759.4826500525414,8.00029423199863,-77.883190390915
2046,E07000243,802.148766866826,8.320171026316686,-77.883190390915
2047,E07000243,845.8340909191229,8.638007986015658,-77.883190390915
2048,E07000243,890.8134502976827,8.956851141629173,-77.883190390915
2049,E07000243,936.7645461308057,9.272746964774342,-77.883190390915
2050,E07000243,983.8970335863141,9.587742372515784,-77.883190390915
2020,E07000178,309.5831178150147,4.424515479768559,13.736902904567199
2021,E07000178,394.8661989182374,5.503830748038837,23.8249813496381
2022,E07000178,481.0848171600719,6.544956630789784,-3.4545098929875397
2023,E07000178,565.6569865787078,7.499216369422811,-15.0684227997385
2024,E07000178,651.3382561943527,8.416938872456939,-25.1652867438342
2025,E07000178,739.6323907533106,9.327458822738862,-33.561639834018806
2026,E07000178,836.9537495677914,10.333116786765288,-43.7714232801943
2027,E07000178,942.6999298109313,11.427259326161419,-51.07604891898
2028,E07000178,1054.9684952121506,12.564239111356812,-53.9184162480875
2029,E07000178,1172.8877934623815,13.726415037504921,-47.530324874426604
2030,E07000178,1293.2141899056733,14.860152342689872,-50.2757933173199
2031,E07000178,1431.7800087932264,16.205822728467723,-58.510906660843496
2032,E07000178,1571.6998967043983,17.498804482788103,-56.479647608645706
2033,E07000178,1718.2255585122075,18.819482605344803,-45.9975136929457
2034,E07000178,1871.2832061909558,20.162248935404165,-41.1081250928169
2035,E07000178,2031.3338728393137,21.531502282161114,-39.6060631578923
2036,E07000178,2197.8016192056384,22.913648557673127,-47.0817476304875
2037,E07000178,2371.3573916918867,24.31610091242544,-44.3437727014643
2038,E07000178,2552.870332414146,25.747279873578833,-46.56676234986
2039,E07000178,2741.3190305378193,27.18861348595553,-43.00682646866079
2040,E07000178,2937.334276036867,28.645537455817333,-43.079694431095895
2041,E07000178,3141.222343266716,30.118495297492757,-43.5988140642107
2042,E07000178,3353.0148170314114,31.60593848291063,-43.5988140642107
2043,E07000178,3573.0362629186293,33.108326594098315,-43.5988140642107
2044,E07000178,3801.709336013948,34.62712747870518,-43.5988140642107
2045,E07000178,4039.4893255157513,36.16281740861112,-43.5988140642107
2046,E07000178,4286.422491714908,37.713881241683566,-43.5988140642107
2047,E07000178,4542.986619911411,39.281812586745815,-43.5988140642107
2048,E07000178,4809.52499816851,40.8671139718214,-43.5988140642107
2049,E07000178,5086.330624902519,42.469297015721025,-43.5988140642107
2050,E07000178,5373.427605286091,44.083882603039626,-43.5988140642107
2020,E07000180,131.3023614850781,1.8334782358765551,-143.091748067262
2021,E07000180,181.25204316279178,2.4372613016598876,-130.754065079713
2022,E07000180,234.09329365435678,3.0571415039271983,-132.728735182353
2023,E07000180,289.97368128944254,3.6953580551636662,-127.45304302249501
2024,E07000180,349.455609765344,4.359154960927015,-124.30731758025699
2025,E07000180,413.2350987564505,5.056781119584329,-116.523882245032
2026,E07000180,478.4500518708519,5.735490424153312,-108.12959633107799
2027,E07000180,550.3099948320942,6.485541866293104,-114.07169443109801
2028,E07000180,626.136025682772,7.257199642490164,-108.627785804762
2029,E07000180,705.3004862667067,8.039733262485626,-105.33374046735202
2030,E07000180,786.7645255071002,8.818417659991766,-99.3541747979891
2031,E07000180,873.9679051720677,9.630533305746354,-100.060632277791
2032,E07000180,963.626277100092,10.436366322953987,-96.3996631578948
2033,E07000180,1057.480657472519,11.258208605165422,-94.494760253333
2034,E07000180,1156.0132768725844,12.099357936646811,-94.71258894954978
2035,E07000180,1258.9114685341501,12.954118115291024,-91.0686740336335
2036,E07000180,1366.087941568344,13.818799078125565,-91.33301419524089
2037,E07000180,1477.9645454869587,14.69671702947197,-86.7438829438682
2038,E07000180,1594.5808301031466,15.586194571813039,-88.7875450535103
2039,E07000180,1715.9716223426476,16.485560839425005,-86.42527940598129
2040,E07000180,1842.43833670614,17.397151634834046,-84.33846499235729
2041,E07000180,1974.1699529418602,18.32030956815599,-88.12966621532921
2042,E07000180,2111.269857374714,19.255384199381766,-88.12966621532921
2043,E07000180,2254.0409534470027,20.203732183669672,-88.12966621532921
2044,E07000180,2402.733600336771,21.165717419709438,-88.12966621532921
2045,E07000180,2557.543049358487,22.14071120122273,-88.12966621532921
2046,E07000180,2718.7457603320117,23.130092371666436,-88.12966621532921
2047,E07000180,2886.4244347844315,24.132247482207504,-88.12966621532921
2048,E07000180,3060.9398183322555,25.148570953037947,-88.12966621532921
2049,E07000180,3242.3546723776562,26.177465238101263,-88.12966621532921
2050,E07000180,3430.9462953120455,27.219340993302794,-88.12966621532921
2020,E07000179,229.794150674933,3.403916287678399,-86.0986655601663
2021,E07000179,299.17476634173363,4.305129645882644,-80.141838829441
2022,E07000179,370.68301296259233,5.199570705705085,-110.798062459051
2023,E07000179,445.3226825689035,6.103827544916086,-108.809438916793
2024,E07000179,522.9156640412893,7.011503760472209,-108.149492902382
2025,E07000179,606.2570459059334,7.965218891077399,-95.99527180606859
2026,E07000179,693.3460692811495,8.92560885137523,-94.97873789036998
2027,E07000179,787.308969148422,9.949326378092906,-94.3867502948242
2028,E07000179,888.1011442035187,11.027041488467646,-89.28340895392179
2029,E07000179,993.7716264077471,12.124441951294884,-86.39142939506529
2030,E07000179,1102.6953280202824,13.215233770946313,-81.72090307927459
2031,E07000179,1222.4173150493862,14.400141684717056,-84.27670810220441
2032,E07000179,1345.7578510310395,15.576909673869281,-78.45683179733591
2033,E07000179,1475.4429757281723,16.782301488751656,-77.0917202882739
2034,E07000179,1611.9324689844752,18.019101188382592,-78.61031963310721
2035,E07000179,1755.4376413612663,19.28611369489755,-77.331771129066
2036,E07000179,1905.9739857794311,20.57916536327133,-81.24312697095729
2037,E07000179,2063.8648668863307,21.89910456673671,-77.6534754313142
2038,E07000179,2229.851322376926,23.251802298333487,-76.38526280847559
2039,E07000179,2403.8498719991276,24.632152789034365,-77.2395233893858
2040,E07000179,2586.285685861152,26.042074142904625,-78.23254317536549
2041,E07000179,2777.8848142724273,27.486508989767074,-84.456552435029
2042,E07000179,2978.370101964005,28.958425155856077,-84.456552435029
2043,E07000179,3188.4260551241996,30.461816352957413,-84.456552435029
2044,E07000179,3408.511761494061,31.9977028865452,-84.456552435029
2045,E07000179,3639.4720705733807,33.57113238344087,-84.45655243503091
2046,E07000179,3881.263174497997,35.17718053953381,-84.456552435029
2047,E07000179,4134.423986293339,36.81695188811794,-84.456552435029
2048,E07000179,4399.29618943003,38.489580589414444,-84.456552435029
2049,E07000179,4676.459085152826,40.19623124186613,-84.456552435029
2050,E07000179,4966.123639337424,41.93409971580472,-84.456552435029
2020,E07000181,112.38265015766456,1.7165811211608428,-73.5054279100252
2021,E07000181,151.85452504633759,2.236746562858251,-62.380143786854106
2022,E07000181,192.83012304610065,2.755729375149251,-62.4080506660853
2023,E07000181,235.53178243599586,3.2788046900085632,-62.7261374099121
2024,E07000181,281.0585055752067,3.8232543437360675,-59.4264073378485
2025,E07000181,330.4665378635809,4.403367050205183,-58.9791220790547
2026,E07000181,380.418602560444,4.958438578695791,-53.9398632015704
2027,E07000181,436.4680572391021,5.583771936434353,-57.266983358814706
2028,E07000181,496.9775990973517,6.245677555966658,-55.9545848438501
2029,E07000181,561.113087420852,6.929473487492615,-52.316096265560205
2030,E07000181,627.550983819749,7.61448559629531,-53.4693222100904
2031,E07000181,700.4306134217372,8.352047765400577,-52.9153189779436
2032,E07000181,775.9322190061735,9.091502103606793,-50.417136492685394
2033,E07000181,855.8130063030308,9.85519915902843,-52.728756322339706
2034,E07000181,940.2435777356814,10.643498138300565,-50.098532954792994
2035,E07000181,1028.7904680836768,11.446767131595685,-49.96054894081821
2036,E07000181,1121.3425455761621,12.261383343608216,-50.374242585715706
2037,E07000181,1218.1478390141046,13.088733330666038,-48.8225684210534
2038,E07000181,1319.450909586506,13.9302132441331,-49.4432380869199
2039,E07000181,1425.128280347446,14.782229080270781,-48.2365239571957
2040,E07000181,1535.498172999247,15.647196936731277,-45.870382354224006
2041,E07000181,1650.8274968945616,16.52654327585975,-49.5225659751052
2042,E07000181,1771.0832481146272,17.41870519498771,-49.5225659751052
2043,E07000181,1896.4521496363504,18.324130703904203,-49.5225659751052
2044,E07000181,2027.1849204534847,19.243279009697034,-49.5225659751052
2045,E07000181,2163.696361601973,20.17862080916094,-49.5225659751052
2046,E07000181,2305.9269225081534,21.127638588975046,-49.5225659751052
2047,E07000181,2453.8607576101467,22.08882693385766,-49.5225659751052
2048,E07000181,2607.9199823707104,23.06369284291126,-49.5225659751052
2049,E07000181,2768.288181928954,24.052756054377447,-49.5225659751052
2050,E07000181,2934.7062847875904,25.050549379026094,-49.5225659751052
2020,E07000177,192.05665499379938,2.8769519886483437,-98.2510778772641
2021,E07000177,254.31419471748723,3.708871006680141,-85.133811050447
2022,E07000177,316.4185201563232,4.504964602178305,-114.905541646648
2023,E07000177,380.26505580681714,5.296491190267929,-113.824408473468
2024,E07000177,446.1098113584294,6.086713787938635,-106.49110076435998
2025,E07000177,517.2387793427979,6.9259001029855085,-105.317203057432
2026,E07000177,588.8551369327015,7.731322624760921,-98.53350583097179
2027,E07000177,667.5231991792043,8.612258716776125,-100.91024171216499
2028,E07000177,752.8107202377323,9.551990711191237,-99.22084193055001
2029,E07000177,841.3143549728602,10.498806005233789,-93.3549709543543
2030,E07000177,931.2739812991967,11.42799715958509,-94.96297567154829
2031,E07000177,1031.1476042174609,12.44286199877763,-94.65289923563842
2032,E07000177,1132.5576065999712,13.436703713643794,-89.9082129722638
2033,E07000177,1238.7175027888625,14.450830965860803,-92.2234503603433
2034,E07000177,1350.0596296003314,15.486557994634722,-89.1172596636786
2035,E07000177,1466.6599558313046,16.545204725569334,-90.77358462546749
2036,E07000177,1587.9227043975943,17.61409688176552,-94.41207320375722
2037,E07000177,1714.1719162906484,18.695566097198068,-86.80434784887359
2038,E07000177,1846.0997475561353,19.79595003241819,-86.88135016379209
2039,E07000177,1983.1144243324197,20.906592492630523,-84.051902686174
2040,E07000177,2125.3009319255925,22.026843548194776,-85.3909160952192
2041,E07000177,2273.354390631568,23.163059657603057,-84.74647390259909
2042,E07000177,2426.174645763028,24.302603792984996,-84.74647390259909
2043,E07000177,2584.213714972311,25.448845568194614,-84.74647390259909
2044,E07000177,2747.677162874009,26.603161369532415,-84.74647390259909
2045,E07000177,2917.451364021126,27.772934489159212,-84.74647390259909
2046,E07000177,3093.03372912767,28.95155526125812,-84.74647390259909
2047,E07000177,3274.407787723332,30.13742120100288,-84.74647390259909
2048,E07000177,3461.9155417185266,31.331937146391567,-84.74647390259909
2049,E07000177,3655.7549137599963,32.535515403006656,-84.74647390259909
2050,E07000177,3855.990573456602,33.7465758917631,-84.74647390259909
2020,E06000030,248.4284018101498,3.4756391472957944,-170.640230618044
2021,E06000030,321.85557837919623,4.243596257211635,-155.305917274505
2022,E06000030,395.6273384562937,4.972038975000089,-182.15750303560299
2023,E06000030,472.214997319762,5.7012313050283865,-178.083615461888
2024,E06000030,554.2321496635104,6.473442092290583,-177.88129058746998
2025,E06000030,642.920164309533,7.301945112848074,-167.545926184752
2026,E06000030,730.0346197477284,8.037019165968161,-165.74955003275699
2027,E06000030,831.3265309267645,8.955948167991266,-171.16425979471398
2028,E06000030,939.59128621118,9.92202124796097,-174.325230661717
2029,E06000030,1054.0951590387795,10.92153284504846,-171.119557108543
2030,E06000030,1173.3452701873648,11.926782807805978,-167.827837344394
2031,E06000030,1302.098804742056,12.997076495283494,-171.080539157026
2032,E06000030,1436.5534636758548,14.082724880043145,-173.864508757365
2033,E06000030,1578.4671412854987,15.206044653108137,-177.45467709106998
2034,E06000030,1728.107029560504,16.367358330881217,-167.77176518891198
2035,E06000030,1884.064746050928,17.539994364070623,-164.438443502945
2036,E06000030,2046.0330543620948,18.71528724866073,-164.193224721553
2037,E06000030,2214.603980523929,19.899577638966207,-160.90305533959
2038,E06000030,2390.644292913683,21.103212462808614,-156.554750120115
2039,E06000030,2573.6016064072883,22.31254503885529,-149.75890823324
2040,E06000030,2763.823965354397,23.529935196161006,-144.41887521293
2041,E06000030,2962.2740382824068,24.764749395954567,-147.04987377157101
2042,E06000030,3168.6332133594115,26.009360855711492,-147.04987377157101
2043,E06000030,3383.267875759542,27.264149675556382,-147.04987377157101
2044,E06000030,3606.335482119397,28.527502967038316,-147.04987377157101
2045,E06000030,3838.6290601061446,29.805814984325025,-147.04987377157101
2046,E06000030,4080.2619032799485,31.095487257859247,-147.04987377157101
2047,E06000030,4331.6677761075025,32.39892873052537,-147.04987377157101
2048,E06000030,4592.99646028081,33.71255589637292,-147.04987377157101
2049,E06000030,4864.849732881628,35.0397929419446,-147.04987377157101
2050,E06000030,5147.333043902418,36.37607189025826,-147.04987377157101
2020,E06000042,613.6064075129652,8.573274800660414,-301.573881633541
2021,E06000042,846.7496347121687,11.770994379106355,-295.02429211619204
2022,E06000042,1089.9025665227891,15.007718332592049,-350.47267717842004
2023,E06000042,1346.5231759557319,18.335817182191562,-343.20293513867597
2024,E06000042,1616.786905012128,21.74772072649398,-337.262645817863
2025,E06000042,1902.255086247318,25.276919583775282,-327.671464861325
2026,E06000042,2202.290049701629,28.852966775655688,-324.37845311203
2027,E06000042,2525.8986393965515,32.66347935338604,-314.927840139775
2028,E06000042,2875.632230272093,36.69814006794272,-309.73380144136297
2029,E06000042,3244.337056475777,40.8466990851411,-300.658897750598
2030,E06000042,3628.9641239755474,45.06197574701369,-293.530498886217
2031,E06000042,4048.6540607104125,49.54586038073319,-287.157911334351
2032,E06000042,4485.346366300411,54.097316156397255,-277.88920987115
2033,E06000042,4945.875860044029,58.79238099502783,-273.079665953265
2034,E06000042,5431.477758411362,63.63716952817853,-264.088224503165
2035,E06000042,5941.7098025369305,68.60787511057998,-257.203752435029
2036,E06000042,6476.241120545303,73.69077188729534,-254.774045162701
2037,E06000042,7035.932009462154,78.88621691690034,-242.857807730953
2038,E06000042,7622.538909324663,84.20465235224111,-239.060663376277
