YEAR,GEOGRAPHY_CODE,GVA,JOBS,HOUSEHOLDS
2039,E06000042,8235.558957249885,89.63160768037429,-232.584200218387
2040,E06000042,8876.290977520435,95.17370202332995,-224.16769215986199
2041,E06000042,9546.638041059658,100.84264650139363,-228.216773618699
2042,E06000042,10245.749746554502,106.62424666064427,-228.216773618699
2043,E06000042,10975.362120598922,112.5274049665392,-228.216773618699
2044,E06000042,11736.773165121165,118.55612336538479,-228.216773618699
2045,E06000042,12532.946433736684,124.72850591558574,-228.216773618699
2046,E06000042,13363.281315130243,131.0297614906181,-228.216773618699
2047,E06000042,14228.997265627353,137.46220655572714,-228.216773618699
2048,E06000042,15131.388518910557,144.02826802040715,-228.216773618699
2049,E06000042,16071.795675218178,150.7314861687812,-228.216773618699
2050,E06000042,17050.96833918351,157.5685176700534,-228.216773618699
2020,E06000055,206.30056126251748,3.330459069877193,-233.310554269493
2021,E06000055,264.66804199292255,4.246033621383447,-224.753478226687
2022,E06000055,323.6684012397873,5.139760731906605,-237.852398864381
2023,E06000055,384.37409090144865,6.034929608562777,-232.900736580038
2024,E06000055,447.4229377484826,6.9398349654643425,-230.119092552963
2025,E06000055,514.4444421085173,7.882777138487413,-225.907220965275
2026,E06000055,582.6195029340315,8.803062202568071,-224.29068914610198
2027,E06000055,656.3953808014894,9.792002091586738,-223.27338003930902
2028,E06000055,734.3188306172533,10.811914720897079,-222.871314260756
2029,E06000055,815.880829523594,11.854124112561962,-222.737722996289
2030,E06000055,899.9629214909346,12.897960523356488,-215.803380301375
2031,E06000055,992.055054038352,14.019760575601637,-215.20389919196097
2032,E06000055,1086.6255989716901,15.13786739089339,-212.977033588116
2033,E06000055,1185.7667950620944,16.28363072679214,-210.10830976196098
2034,E06000055,1289.6305488230437,17.457407116541432,-208.54914208342498
2035,E06000055,1397.769746082039,18.6475600118835,-201.656142913299
2036,E06000055,1510.3810420942145,19.854459929043315,-203.871380650797
2037,E06000055,1627.439764291431,21.07648459795297,-197.823598165535
2038,E06000055,1749.3617766087582,22.31701911479051,-196.926185280633
2039,E06000055,1875.9304152275645,23.57145609790841,-192.896483599029
2040,E06000055,2007.3013728688038,24.839195847229902,-184.86679589431301
2041,E06000055,2143.9608627070756,26.125646507191618,-187.55748416684298
2042,E06000055,2285.485559316022,27.42422423331378,-187.55748416684298
2043,E06000055,2432.182310040107,28.737353362481002,-187.55748416684298
2044,E06000055,2584.403534746214,30.06646658701858,-187.55748416684298
2045,E06000055,2742.6366368159634,31.416005132650653,-187.55748416684298
2046,E06000055,2906.6659659122342,32.781418940428935,-187.55748416684298
2047,E06000055,3076.788715603706,34.16416685272429,-187.55748416684298
2048,E06000055,3253.1666835961396,35.56471680337155,-187.55748416684298
2049,E06000055,3435.9782630981845,36.98254601206543,-187.55748416684298
2050,E06000055,3625.3456932158942,38.41814118310292,-187.55748416684298
2020,E07000004,252.73000025048532,3.724316295437262,8462.95948967024
2021,E07000004,328.6689187199863,4.797422793184367,8425.335396331078
2022,E07000004,406.6229525204508,5.863665654904267,8525.58084708452
2023,E07000004,488.29534184340355,6.950376101303718,8515.70853015943
2024,E07000004,574.5920545434292,8.069891277603972,8513.01829408168
2025,E07000004,666.7319612282499,9.240554366871592,8494.53496073379
2026,E07000004,758.8211652609689,10.352714705622205,8488.219414326271
2027,E07000004,858.8603904326037,11.547727901743059,8499.161171958951
2028,E07000004,964.980143036044,12.783955954783863,8494.75905555799
2029,E07000004,1075.4484620625708,14.03476737866319,8478.79825861542
2030,E07000004,1188.4767524092395,15.274537326841653,8465.62026848657
2031,E07000004,1309.5491134455615,16.562647720012507,8468.99163913518
2032,E07000004,1436.2771046232529,17.882487376361283,8464.05380109194
2033,E07000004,1569.6669678406388,19.242452144448905,8456.741229744499
2034,E07000004,1710.1205270268756,20.64494503877107,8441.99560943438
2035,E07000004,1856.7854602167354,22.07037637805064,8432.61560345054
2036,E07000004,2009.5575043968192,23.515163926318834,8438.99529692073
2037,E07000004,2168.607184084646,24.97873303684382,8420.196719196329
2038,E07000004,2334.4243845345327,26.46451679896498,8418.76914020529
2039,E07000004,2506.736310082759,27.966956187893757,8405.73791958943
2040,E07000004,2685.887214657979,29.488500217542366,8392.05838082552
2041,E07000004,2872.134532867708,31.029606096443132,8402.990125573271
2042,E07000004,3065.300398779076,32.58773938682327,8402.990125573271
2043,E07000004,3265.5547786605903,34.162374166899724,8402.990125573271
2044,E07000004,3473.3355544868646,35.755993196461716,8402.990125573271
2045,E07000004,3689.113675276374,37.37008808580923,8402.990125573271
2046,E07000004,3912.7444681068173,39.00215946811707,8402.990125573271
2047,E07000004,4144.630410217915,40.6537171752956,8402.990125573271
2048,E07000004,4384.834815972776,42.323280417421515,8402.990125573271
2049,E07000004,4633.762309372736,44.01237796581242,8402.990125573271
2050,E07000004,4891.50411147386,45.719548339821245,8402.990125573271
2020,E06000032,188.7362764880845,2.830601499564125,-140.138786809345
2021,E06000032,237.8310874701474,3.5348394764985756,-122.58716855208701
2022,E06000032,285.85971758731193,4.198673711565078,-192.87400305743301
2023,E06000032,334.1140689260228,4.844291802417928,-187.81381402052898
2024,E06000032,381.5141153465902,5.446883604237357,-180.42107499454102
2025,E06000032,432.5849101441063,6.088641256908218,-177.45803625245702
2026,E06000032,475.75679304933055,6.564759212525928,-170.749274164664
2027,E06000032,526.5759138713074,7.147434263234004,-174.37251731819
2028,E06000032,583.5167390437591,7.810865569396469,-180.98205494649702
2029,E06000032,641.8422872492001,8.470254688109947,-174.589570823325
2030,E06000032,698.3579638152996,9.070805602058925,-171.728598908059
2031,E06000032,763.0726663358846,9.779724748718692,-172.375625070974
2032,E06000032,827.8699441118342,10.461221049910023,-180.587999475867
2033,E06000032,896.1313802761188,11.170505941709635,-182.869903647085
2034,E06000032,967.6583850917241,11.902793404721265,-180.00247180607
2035,E06000032,1041.7245615611228,12.643299994711072,-173.977169862421
2036,E06000032,1117.9700628717546,13.386244873611986,-174.298357370601
2037,E06000032,1196.4089534166897,14.130849840901874,-175.02677859794701
2038,E06000032,1277.052265782716,14.875339365359068,-177.01333496396902
2039,E06000032,1359.6335265445923,15.615940617201318,-170.029638436334
2040,E06000032,1444.101022856732,16.350883500610436,-163.317000393104
2041,E06000032,1530.656442548574,17.082400686650516,-162.482119589427
2042,E06000032,1618.9895640253162,17.80672764658064,-162.482119589427
2043,E06000032,1709.118268915101,18.52310268557082,-162.482119589427
2044,E06000032,1801.1758526969243,19.23276697682249,-162.482119589427
2045,E06000032,1895.3470512025706,19.937964596100954,-162.482119589427
2046,E06000032,1991.3394937925532,20.633942556683266,-162.482119589427
2047,E06000032,2089.221678653752,21.320950844727406,-162.482119589427
2048,E06000032,2188.8281841386597,21.997242455067237,-162.482119589427
2049,E06000032,2290.293173724409,22.66307342743886,-162.482119589427
2050,E06000032,2393.285025502719,23.314702883143184,-162.482119589427
2020,E06000056,294.2092997041682,4.804708818835607,4456.94420248963
2021,E06000056,389.3007714513269,6.336607641647376,4419.320109150471
2022,E06000056,485.7829136810624,7.839284623938369,4519.56555990391
2023,E06000056,584.8369166149159,9.338261002115459,4509.69324297882
2024,E06000056,688.8345441302517,10.877067288516955,4507.003006901071
2025,E06000056,798.5103044234165,12.467243444329497,4488.51967355318
2026,E06000056,908.7851937228952,13.996339055857788,4482.20412714567
2027,E06000056,1030.2601113238516,15.675913514216774,4493.14588477834
2028,E06000056,1157.7074602694393,17.394536198511503,4488.74376837738
2029,E06000056,1291.7815051206899,19.162786662577872,4472.78297143481
2030,E06000056,1430.4352759005178,20.946254825353364,4459.60498130596
2031,E06000056,1581.6355378231856,22.84554116495117,4462.9763519545795
2032,E06000056,1736.703705203524,24.73925691651246,4458.03851391134
2033,E06000056,1899.265159848439,26.682024273912134,4450.7259425638895
2034,E06000056,2069.444960836101,28.672476595395267,4435.98032225377
2035,E06000056,2246.8895716098305,30.69625861322399,4426.60031626993
2036,E06000056,2431.403575999462,32.74702664741423,4432.98000974012
2037,E06000056,2623.0093736740837,34.82244882364593,4414.18143201573
2038,E06000056,2822.3016105301986,36.92820529542904,4412.753853024679
2039,E06000056,3029.1162983232607,39.05798847061263,4399.722632408821
2040,E06000056,3243.3421289932157,41.20950324232339,4386.0430936449
2041,E06000056,3465.8206758769047,43.39046722442292,4396.97483839266
2042,E06000056,3695.7245219248434,45.588610991575024,4396.97483839266
2043,E06000056,3933.611628592005,47.808678324016256,4396.97483839266
2044,E06000056,4179.870033271402,50.05242645712369,4396.97483839266
2045,E06000056,4436.090122490241,52.33662633587761,4396.97483839266
2046,E06000056,4701.401365045929,54.64706287431716,4396.97483839266
2047,E06000056,4975.815640542969,56.981535220090365,4396.97483839266
2048,E06000056,5260.025617616555,59.34485702420071,4396.97483839266
2049,E06000056,5554.146576892888,61.735856716056446,4396.97483839266
2050,E06000056,5858.125786678713,64.15137778392841,4396.97483839266
2020,E07000154,206.84351340241847,4.137636963641455,-224.683711028611
2021,E07000154,269.95328819922725,5.357192974286249,-213.18323441799802
2022,E07000154,332.90550096960123,6.535790820228186,-229.655269884254
2023,E07000154,396.6381094930366,7.689620208809913,-226.22530770909802
2024,E07000154,463.17852375843995,8.865873031903362,-226.625823105485
2025,E07000154,532.3001527704755,10.060743391943106,-220.17416606246002
2026,E07000154,601.6515166616991,11.207427628279476,-223.518598820704
2027,E07000154,677.7283980725306,12.457124343856663,-223.40076977506
2028,E07000154,758.0448802808742,13.74003443221909,-225.47569792531502
2029,E07000154,841.843356285478,15.044361104851106,-213.17444891897702
2030,E07000154,928.3774382817091,16.3563099188531,-210.409600698843
2031,E07000154,1023.7384317935039,17.770088804959443,-212.19796654291
2032,E07000154,1120.6664254418447,19.16490809590175,-212.90209844943803
2033,E07000154,1221.8824958179202,20.588980555122276,-212.578068573931
2034,E07000154,1326.855668174514,22.019521405841658,-199.045040925966
2035,E07000154,1436.26824660268,23.488748360485914,-196.643240532868
2036,E07000154,1549.5251150620115,24.971881650476718,-198.302666259007
2037,E07000154,1666.3051237527507,26.462144056389747,-187.60657960253502
2038,E07000154,1787.2291650281059,27.968760938486042,-188.025699585058
2039,E07000154,1911.6247785173346,29.4779602676212,-179.74149080585602
2040,E07000154,2039.574314649908,30.989972656536168,-174.46321467569
2041,E07000154,2171.608422868523,32.51003139153602,-178.893173356632
2042,E07000154,2307.0189400710133,34.028372464560704,-178.893173356632
2043,E07000154,2446.188149470039,35.54923460565249,-178.893173356632
2044,E07000154,2588.918194047488,37.06885931582636,-178.893173356632
2045,E07000154,2735.851774885192,38.594490900347154,-178.893173356632
2046,E07000154,2886.526364194531,40.1193765024197,-178.893173356632
2047,E07000154,3040.9717891898144,41.64276613729638,-178.893173356632
2048,E07000154,3199.2129858870558,43.163912726807865,-178.893173356632
2049,E07000154,3361.3126933064887,44.68307213432249,-178.893173356632
2050,E07000154,3526.8418814077068,46.193503200139844,-178.893173356632
2020,E07000151,75.2291315981131,1.3904439375058857,-84.0733496396588
2021,E07000151,99.94758310816223,1.8443777291732033,-80.1870583096738
2022,E07000151,124.97852691023854,2.2868854145311417,-84.1343313387209
2023,E07000151,150.91996265996977,2.7320709273425052,-82.925033238697
2024,E07000151,177.65489930110425,3.1750396853468246,-80.683955798211
2025,E07000151,206.1917669686236,3.638898612291456,-77.8775056562556
2026,E07000151,233.5026047964884,4.050756160301361,-75.7170480891057
2027,E07000151,264.14859573383274,4.518722332593107,-72.25995422581092
2028,E07000151,296.9399532017851,5.009908706538745,-71.3876058528084
2029,E07000151,330.7135184292929,5.499428457084889,-69.27856929460499
2030,E07000151,364.85452000433315,5.975396380532601,-65.8305193273639
2031,E07000151,402.35848418763726,6.4889289186840315,-66.5563565844091
2032,E07000151,440.54423335769025,6.993144183361537,-60.243717143477404
2033,E07000151,480.70475869982147,7.5121619813050415,-59.6935898667849
2034,E07000151,522.71156233184,8.042103839453887,-60.518134789254894
2035,E07000151,566.5860336086621,8.581093030619172,-58.969561388950396
2036,E07000151,612.1678303330164,9.125254599552818,-60.089454116618995
2037,E07000151,659.5857185744549,9.675715389419615,-55.748125616948606
2038,E07000151,708.9864225400138,10.233604068678723,-53.9359872461218
2039,E07000151,760.2792702472561,10.796051158381175,-54.845286394411296
2040,E07000151,813.4386709361906,11.362189059889921,-52.889996069008205
2041,E07000151,868.5953111568906,11.933152083029213,-56.72305761083221
2042,E07000151,925.7439522745481,12.50807647467019,-56.72305761083221
2043,E07000151,984.9487963004749,13.087100447759468,-56.72305761083221
2044,E07000151,1046.2294223534377,13.6693642107981,-56.72305761083221
2045,E07000151,1109.825671070484,14.257009997777793,-56.72305761083221
2046,E07000151,1175.5706819698153,14.847182098581747,-56.72305761083221
2047,E07000151,1243.6470603252542,15.441026889857767,-56.72305761083221
2048,E07000151,1314.0770275796735,16.03769286637089,-56.72305761083221
2049,E07000151,1386.8893946153548,16.63733067284329,-56.72305761083221
2050,E07000151,1462.0811470053923,17.238093136289457,-56.72305761083221
2020,E07000156,66.30187931617343,1.247189617360732,-65.6194089539192
2021,E07000156,84.89280114016196,1.5784508792264944,-65.84912391351999
2022,E07000156,103.44700398188661,1.8950713901895995,-68.81707219917119
2023,E07000156,122.2259263434612,2.203094493705933,-65.3137252675255
2024,E07000156,141.1880263172834,2.5005641884082905,-65.2633378466895
2025,E07000156,161.6589499372733,2.8175251387681257,-61.507537016816904
2026,E07000156,181.3351804405661,3.1000226859359685,-65.86979567591021
2027,E07000156,203.40975485904482,3.4211028587633194,-65.641889495524
2028,E07000156,227.0251150912468,3.7578123850094514,-64.4064932954796
2029,E07000156,251.32574482843256,4.093198702735947,-61.691257305090105
2030,E07000156,275.9808124924057,4.421309971892313,-58.9411377156591
2031,E07000156,302.6666907229064,4.768195086095687,-60.368522908930295
2032,E07000156,329.73510350962124,5.1069036846084686,-60.5183931862858
2033,E07000156,358.0096333638098,5.452486164516365,-57.045795501200196
2034,E07000156,387.44221352247223,5.802993693111105,-56.87215269709479
2035,E07000156,418.0881475807123,6.158478220480774,-55.6866271238266
2036,E07000156,449.8171129308157,6.515992492311369,-58.3093569775068
2037,E07000156,482.606005198465,6.874590062903344,-57.81788582659821
2038,E07000156,516.5606764707704,7.235325308406587,-54.829782572614796
2039,E07000156,551.4572969992428,7.594253440277505,-55.356137322557494
2040,E07000156,587.3047783050501,7.951430518962326,-52.2277244813305
2041,E07000156,624.207136472553,8.307913467809897,-53.3248782703634
2042,E07000156,662.0174155878703,8.661760087218411,-53.3248782703634
2043,E07000156,700.7501554735554,9.013029069019595,-53.3248782703634
2044,E07000156,740.5192420803128,9.36278001110476,-53.3248782703634
2045,E07000156,781.3047371342082,9.710073432296504,-53.3248782703634
2046,E07000156,823.161517208162,10.055970787470358,-53.3248782703634
2047,E07000156,866.065379566402,10.399534482930697,-53.3248782703634
2048,E07000156,910.0326466818333,10.740827892044976,-53.3248782703634
2049,E07000156,955.1501886993933,11.080915371141124,-53.3248782703634
2050,E07000156,1001.3071593368563,11.417862275671872,-53.3248782703634
2020,E07000155,54.66078545606183,1.164198342679832,-91.62681161825729
2021,E07000155,73.25054425749295,1.5414559940829093,-90.7503288927722
2022,E07000155,92.12430493270631,1.9120273365036127,-108.52675256606199
2023,E07000155,111.82500533729285,2.2890620165394395,-101.96372640314699
2024,E07000155,132.57373833060205,2.677712214390631,-100.77613365363399
2025,E07000155,154.7100589971526,3.08613268886824,-95.00664476959949
2026,E07000155,176.79413006638083,3.474480823234501,-92.09321825726231
2027,E07000155,201.78810850273112,3.9159166718914946,-97.49707534396249
2028,E07000155,228.19094134802822,4.371603007934112,-92.1764221008963
2029,E07000155,255.93810562474005,4.83970537158396,-88.1407772876157
2030,E07000155,284.4629268024362,5.308392119520995,-83.9759339593811
2031,E07000155,317.07714677422155,5.838834475130135,-84.2431164883156
2032,E07000155,350.4016314461296,6.366206579680025,-79.7007550993665
2033,E07000155,385.49126348729715,6.910685544452193,-79.5849932299636
2034,E07000155,422.39717553796436,7.47145150383858,-76.2072272548598
2035,E07000155,460.7406531500824,8.039687669425874,-74.61860231491441
2036,E07000155,500.6117014896545,8.61558038508575,-75.8788046298342
2037,E07000155,542.0269607475348,9.198319183090184,-70.7883831404212
2038,E07000155,585.1242050802639,9.790096841271364,-70.9134473029068
2039,E07000155,629.7663790566162,10.387109441246636,-69.9274042367317
2040,E07000155,676.1173509029181,10.99155642772827,-66.8780608866573
2041,E07000155,724.2874089616903,11.604640668939545,-69.52508006114739
2042,E07000155,774.2084721003953,12.224568518157845,-69.52508006114739
2043,E07000155,825.9371934495443,12.851549876406594,-69.52508006114739
2044,E07000155,879.5617739165677,13.485798256318432,-69.52508006114739
2045,E07000155,935.210730943114,14.12853084719135,-69.52508006114739
2046,E07000155,992.8914936211982,14.778968581261651,-69.52508006114739
2047,E07000155,1052.6699981691931,15.437336201216482,-69.52508006114739
2048,E07000155,1114.4824793896482,16.101862328969844,-69.52508006114739
2049,E07000155,1178.538499399382,16.77477953572682,-69.52508006114739
2050,E07000155,1244.7055644550496,17.453324413360384,-69.52508006114739
