GEOGRAPHY_CODE,YEAR,GVA,JOBS,HOUSEHOLDS
E07000154,2035,0.0,0,-325
E07000155,2035,0.0,0,-160
E07000156,2035,0.0,0,-122
E07000177,2035,256.144416,2181,2849
E07000178,2035,331.104553,3193,-137
E07000179,2035,73.834928,736,-234
E07000180,2035,91.201264,819,-320
E07000181,2035,58.106541,496,-204
E06000031,2036,0.0,0,-479
E06000032,2036,0.0,0,-199
E06000042,2036,542.828036,4860,-748
E06000055,2036,199.162587,2078,-396
E06000056,2036,275.058377,2898,5623
E07000004,2036,282.988417,2448,2660
E07000005,2036,0.0,0,-90
E07000006,2036,0.0,0,-112
E07000007,2036,0.0,0,-248
E07000008,2036,242.072071,2781,-337
E07000009,2036,30.26027,345,-151
E07000010,2036,0.0,0,-196
E07000011,2036,63.404539,664,-336
E07000012,2036,296.383656,2936,2765
E07000150,2036,0.0,0,-208
E07000151,2036,0.0,0,-140
E07000152,2036,-0.0,0,-176
E07000153,2036,-0.0,0,-242
E07000154,2036,0.0,0,-325
E07000155,2036,0.0,0,-160
E07000156,2036,0.0,0,-122
E07000177,2036,256.144416,2181,2849
E07000178,2036,331.104553,3193,-137
E07000179,2036,73.834928,736,-234
E07000180,2036,91.201264,819,-320
E07000181,2036,58.106541,496,-204
E06000031,2037,0.0,0,-479
E06000032,2037,0.0,0,-199
E06000042,2037,542.828036,4860,-748
E06000055,2037,199.162587,2078,-396
E06000056,2037,275.058377,2898,5623
E07000004,2037,282.988417,2448,2660
E07000005,2037,0.0,0,-90
E07000006,2037,0.0,0,-112
E07000007,2037,0.0,0,-248
E07000008,2037,242.072071,2781,-337
E07000009,2037,30.26027,345,-151
E07000010,2037,0.0,0,-196
E07000011,2037,63.404539,664,-336
E07000012,2037,296.383656,2936,2765
E07000150,2037,0.0,0,-208
E07000151,2037,0.0,0,-140
E07000152,2037,0.0,0,-176
E07000153,2037,0.0,0,-242
E07000154,2037,0.0,0,-325
E07000155,2037,0.0,0,-160
E07000156,2037,0.0,0,-122
E07000177,2037,256.144416,2181,2849
E07000178,2037,331.104553,3193,-137
E07000179,2037,73.834928,736,-234
E07000180,2037,91.201264,819,-320
E07000181,2037,58.106541,496,-204
E06000031,2038,-0.0,0,-479
E06000032,2038,0.0,0,-199
E06000042,2038,542.828036,4860,-748
E06000055,2038,199.162587,2078,-396
E06000056,2038,275.058377,2898,5623
E07000004,2038,282.988417,2448,2660
E07000005,2038,0.0,0,-90
E07000006,2038,0.0,0,-112
E07000007,2038,0.0,0,-248
E07000008,2038,242.072071,2781,-337
E07000009,2038,30.26027,345,-151
E07000010,2038,0.0,0,-196
E07000011,2038,63.404539,664,-336
E07000012,2038,296.383656,2936,2765
E07000150,2038,0.0,0,-208
E07000151,2038,0.0,0,-140
E07000152,2038,0.0,0,-176
E07000153,2038,0.0,0,-242
E07000154,2038,0.0,0,-325
E07000155,2038,0.0,0,-160
E07000156,2038,0.0,0,-122
E07000177,2038,256.144416,2181,2849
E07000178,2038,331.104553,3193,-137
E07000179,2038,73.834928,736,-234
E07000180,2038,91.201264,819,-320
E07000181,2038,58.106541,496,-204
E06000031,2039,0.0,0,-479
E06000032,2039,0.0,0,-199
E06000042,2039,542.828036,4860,-748
E06000055,2039,199.162587,2078,-396
E06000056,2039,275.058377,2898,5623
E07000004,2039,282.988417,2448,2660
E07000005,2039,0.0,0,-90
E07000006,2039,0.0,0,-112
E07000007,2039,0.0,0,-248
E07000008,2039,242.072071,2781,-337
E07000009,2039,30.26027,345,-151
E07000010,2039,0.0,0,-196
E07000011,2039,63.404539,664,-336
E07000012,2039,296.383656,2936,2765
E07000150,2039,0.0,0,-208
E07000151,2039,0.0,0,-140
E07000152,2039,0.0,0,-176
E07000153,2039,-0.0,0,-242
E07000154,2039,0.0,0,-325
E07000155,2039,0.0,0,-160
E07000156,2039,0.0,0,-122
E07000177,2039,256.144416,2181,2849
E07000178,2039,331.104553,3193,-137
E07000179,2039,73.834928,736,-234
E07000180,2039,91.201264,819,-320
E07000181,2039,58.106541,496,-204
E06000031,2040,0.0,0,-479
E06000032,2040,0.0,0,-199
E06000042,2040,542.828036,4860,-748
E06000055,2040,199.162587,2078,-396
E06000056,2040,275.058377,2898,5623
E07000004,2040,282.988417,2448,2660
E07000005,2040,0.0,0,-90
E07000006,2040,0.0,0,-112
E07000007,2040,0.0,0,-248
E07000008,2040,242.072071,2781,-337
E07000009,2040,30.26027,345,-151
E07000010,2040,0.0,0,-196
E07000011,2040,63.404539,664,-336
E07000012,2040,296.383656,2936,2765
E07000150,2040,0.0,0,-208
E07000151,2040,0.0,0,-140
E07000152,2040,0.0,0,-176
E07000153,2040,0.0,0,-242
E07000154,2040,0.0,0,-325
E07000155,2040,0.0,0,-160
E07000156,2040,0.0,0,-122
E07000177,2040,256.144416,2181,2849
E07000178,2040,331.104553,3193,-137
E07000179,2040,73.834928,736,-234
E07000180,2040,91.201264,819,-320
E07000181,2040,58.106541,496,-204
E06000031,2041,0.0,0,-479
E06000032,2041,0.0,0,-199
E06000042,2041,542.828036,4860,-748
E06000055,2041,199.162587,2078,-396
E06000056,2041,275.058377,2898,5623
E07000004,2041,282.988417,2448,2660
E07000005,2041,0.0,0,-90
E07000006,2041,0.0,0,-112
E07000007,2041,0.0,0,-248
E07000008,2041,242.072071,2781,-337
E07000009,2041,30.26027,345,-151
E07000010,2041,0.0,0,-196
E07000011,2041,63.404539,664,-336
E07000012,2041,296.383656,2936,2765
E07000150,2041,0.0,0,-208
E07000151,2041,0.0,0,-140
