,,GEOGRAPHY_CODE,HOUSEHOLD_TYPE,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,W06000003,5+ person (No children) ,225.689774,229.902054,234.690918,238.222427,240.488602,242.555634,244.192001,244.971725,245.772964,247.154938,248.174683,250.251938,252.59346,254.987167,257.731689,260.894867,264.358154,267.920898,271.297333,274.500488,277.581818,280.641296,283.819031,287.149872,290.37207,293.372253
,,W06000003,"5+ person (2+ adults, 1+ children) ",2426.167236,2411.095703,2393.512695,2380.481934,2368.783447,2355.710938,2343.763916,2333.76709,2323.930176,2316.903809,2309.871338,2302.200928,2294.672852,2286.886963,2277.886963,2267.63623,2256.51416,2242.377686,2228.982178,2215.231934,2200.388184,2185.106934,2169.568359,2153.559326,2139.910156,2128.35376
,,W06000003,"5+ person (1 adult, 4+ children) ",115.814957,115.951019,115.847404,116.181328,116.785202,117.351059,117.946838,118.637917,119.236763,119.55088,119.808594,119.817902,119.651283,119.394409,119.242805,119.034836,118.969025,118.977333,119.076942,119.29509,119.557121,119.765678,119.908836,120.08532,120.142632,120.106865
,Denbighshire ,W06000004,All,41201.029045,41310.433266,41426.551781,41549.789642,41671.118362,41803.979393,41923.230911,42041.54496,42174.870056,42296.557083,42413.599564,42511.664642,42599.941818,42682.375259,42744.683243,42807.304214,42861.577148,42899.538467,42934.614625,42956.369293,42967.494034,42967.262665,42961.075866,42942.681076,42918.875229,42895.880051
,,W06000004,1 person ,12930.695313,12961.189453,13005.735352,13045.491211,13089.294922,13151.256836,13196.729492,13251.513672,13339.4375,13417.224609,13478.773438,13526.701172,13575.081055,13611.604492,13651.845703,13707.583008,13754.59082,13792.711914,13860.706055,13918.338867,13955.716797,13978.267578,13997.814453,14004.802734,14007.132813,14010.806641
,,W06000004,2 person (No children) ,13707.505859,13794.688477,13871.824219,13963.491211,14046.330078,14124.758789,14197.841797,14255.003906,14305.116211,14346.917969,14406.600586,14456.771484,14497.448242,14550.197266,14571.819336,14587.517578,14605.691406,14610.222656,14581.411133,14543.857422,14517.826172,14495.665039,14467.802734,14435.291016,14399.142578,14363.447266
,,W06000004,"2 person (1 adult, 1 child) ",1407.235596,1418.514771,1429.709839,1440.073242,1450.157349,1462.935059,1475.622681,1491.567261,1506.169678,1521.834839,1536.305786,1549.711914,1562.701538,1573.896118,1586.367798,1596.508301,1604.782349,1615.059204,1626.622437,1638.64856,1649.734619,1660.113037,1670.434937,1680.991943,1691.41919,1701.64502
,,W06000004,3 person (No children) ,2537.86792,2542.766113,2542.111572,2545.248535,2543.976318,2536.899414,2531.049805,2522.759521,2509.715332,2497.144531,2489.36499,2485.811279,2481.928711,2482.226074,2478.907959,2475.895264,2477.192139,2475.95166,2472.695557,2471.617432,2470.655762,2470.907227,2471.003662,2470.797607,2469.966065,2469.696533
,,W06000004,"3 person (2 adults, 1 child) ",2490.104004,2472.300537,2452.801025,2436.855225,2421.091797,2404.928955,2390.849121,2379.718994,2366.2146,2355.488525,2343.851318,2330.514648,2318.469971,2305.4729,2294.020752,2281.182861,2267.326416,2256.11792,2245.582031,2236.478272,2227.645996,2218.752686,2211.408691,2205.361084,2200.482666,2194.220947
,,W06000004,"3 person (1 adult, 2 children) ",744.007813,741.817688,743.206543,742.246094,743.216064,745.834534,748.088562,750.803528,752.048645,753.96991,754.300537,754.398254,753.936218,751.191406,750.45343,748.02179,744.334229,741.994568,739.964661,737.911865,735.673035,733.305176,730.700195,727.928467,725.185852,722.475403
,,W06000004,4 person (No children) ,886.301392,896.12854,901.674927,908.28894,912.889221,913.249084,915.799622,917.38147,917.484436,917.328552,918.629456,922.246399,927.002136,932.969421,937.967163,944.454651,953.994629,961.559753,969.041748,976.632324,983.879944,991.414368,998.781372,1006.484131,1015.456421,1024.809692
,,W06000004,"4 person (2+ adults, 1+ children) ",3734.458252,3719.070068,3708.736084,3694.640137,3687.204346,3681.08374,3678.331543,3677.855713,3675.866211,3676.948975,3673.54248,3671.005615,3668.127686,3661.612061,3660.687012,3655.572021,3646.280029,3640.270264,3634.302002,3628.705322,3622.263428,3613.949463,3605.811523,3599.472656,3593.552002,3586.900635
,,W06000004,"4 person (1 adult, 3 children) ",272.839905,276.217651,280.433014,283.641418,286.349731,289.985199,293.029144,296.185425,300.677063,304.510437,307.665009,310.475037,312.638885,314.201355,315.545532,316.532532,316.785767,317.833771,318.905457,320.094574,321.348663,322.629608,324.085632,325.489105,326.981201,328.534973
,,W06000004,5+ person (No children) ,173.172852,173.510727,173.053482,172.614685,171.950104,170.445602,169.371399,168.270554,167.029694,165.906418,165.035751,164.867676,165.422638,166.334183,167.325928,168.769226,170.81897,172.164352,173.874558,175.631882,177.181259,178.817017,180.498611,182.349457,184.110016,185.890182
,,W06000004,"5+ person (2+ adults, 1+ children) ",2212.274414,2206.952148,2206.464355,2203.229492,2201.693604,2202.071533,2202.71582,2203.648438,2205.14624,2206.293945,2204.036377,2201.258057,2197.293213,2191.075195,2186.310059,2180.276611,2173.391113,2167.808838,2162.3125,2157.827393,2153.458008,2149.684815,2147.171631,2146.200684,2145.838867,2145.703857
,,W06000004,"5+ person (1 adult, 4+ children) ",104.565727,107.277092,110.801369,113.969452,116.964828,120.530647,123.801926,126.836479,129.964447,132.988373,135.493835,137.903107,139.891525,141.594788,143.432571,144.990372,146.389282,147.843567,149.196487,150.625381,152.110352,153.756653,155.562424,157.512192,159.607559,161.748901
,Flintshire ,W06000005,All,64896.863525,65206.992096,65522.366135,65829.998581,66128.155258,66435.399063,66736.022278,67017.731735,67314.42807,67588.475006,67851.628571,68090.688156,68316.336639,68516.78717,68685.967865,68837.830994,68964.410065,69055.126129,69150.506592,69207.07907,69243.820588,69271.37497,69279.178742,69264.16774,69235.020034,69189.096222
,,W06000005,1 person ,18108.46875,18298.509766,18490.017578,18685.099609,18874.492188,19078.433594,19283.953125,19474.982422,19725.460938,19953.300781,20152.855469,20338.019531,20520.806641,20682.433594,20838.257813,20995.082031,21127.777344,21232.855469,21411.757813,21538.158203,21645.199219,21734.632813,21813.525391,21860.396484,21904.035156,21941.740234
,,W06000005,2 person (No children) ,21481.154297,21642.748047,21815.041016,21967.947266,22116.203125,22270.578125,22413.244141,22540.373047,22629.132813,22713.8125,22835.837891,22947.25,23053.388672,23159.505859,23228.160156,23285.185547,23340.080078,23377.544922,23342.654297,23310.490234,23271.730469,23248.166016,23209.060547,23178.121094,23131.863281,23070.496094
,,W06000005,"2 person (1 adult, 1 child) ",2248.973877,2286.060547,2321.925537,2360.363525,2397.591553,2436.124756,2474.859863,2516.413086,2558.753174,2602.140381,2642.694824,2683.27124,2721.916748,2757.338135,2795.895508,2830.242188,2863.064209,2898.409668,2935.992188,2973.781494,3012.720215,3049.298584,3084.753174,3118.31665,3150.352295,3181.235107
,,W06000005,3 person (No children) ,4621.131836,4622.047852,4614.625488,4602.591797,4586.546875,4563.043457,4538.411621,4509.377441,4468.734375,4433.33252,4393.912598,4352.443359,4316.806152,4283.310059,4243.328613,4201.97998,4165.814941,4126.058594,4084.11792,4047.666748,4012.571289,3983.335205,3958.258789,3937.377686,3918.466797,3902.330811
,,W06000005,"3 person (2 adults, 1 child) ",4522.870605,4505.302246,4489.678223,4482.114258,4475.77002,4466.849121,4459.356934,4458.821777,4455.26123,4448.722168,4437.397461,4422.437988,4399.800293,4376.195313,4356.444824,4338.833008,4320.440918,4306.510254,4293.706543,4283.880371,4275.580566,4265.750488,4259.556152,4255.306641,4256.382324,4255.525879
,,W06000005,"3 person (1 adult, 2 children) ",1265.005859,1266.184692,1268.830078,1271.765747,1275.126831,1280.014526,1283.964478,1288.201904,1293.84021,1296.426636,1297.223999,1299.861206,1298.639526,1296.669678,1297.876343,1297.068604,1296.06958,1297.045044,1298.641724,1301.069702,1303.680786,1305.203491,1307.046265,1307.863159,1308.182251,1307.797241
,,W06000005,4 person (No children) ,1550.050293,1548.815186,1544.457275,1538.15564,1532.00061,1521.597046,1511.643555,1500.177612,1484.3573,1472.505371,1460.715332,1448.559326,1441.086304,1434.835327,1426.468384,1418.011963,1411.303223,1402.52832,1395.390137,1390.774902,1387.010498,1385.915894,1386.818115,1388.605225,1389.908691,1390.671265
,,W06000005,"4 person (2+ adults, 1+ children) ",6780.333008,6736.63623,6693.836426,6655.242676,6619.300293,6582.993652,6551.250977,6525.992676,6507.890137,6490.203613,6468.302246,6450.163574,6430.471191,6408.62793,6393.879395,6378.380371,6359.250488,6343.822266,6327.34375,6308.53418,6291.053223,6264.781738,6234.452637,6201.726563,6168.169922,6138.580078
,,W06000005,"4 person (1 adult, 3 children) ",397.069611,397.906158,399.361115,400.580414,401.808289,403.797455,405.449829,406.729034,408.858521,409.737915,409.852356,410.235626,409.444,408.216003,408.009247,407.258636,406.797241,407.003418,407.448242,408.172638,408.679352,409.093475,409.184021,409.058899,408.860687,408.503143
,,W06000005,5+ person (No children) ,330.151001,335.344788,339.612579,343.616547,347.664337,350.90152,354.191528,357.49234,360.348083,364.136047,367.427124,370.229248,373.713104,377.798584,381.375641,385.727997,390.137878,394.444275,399.056671,403.582642,407.579254,411.755157,416.463562,421.486053,427.144989,433.458832
,,W06000005,"5+ person (2+ adults, 1+ children) ",3418.722168,3391.8396,3366.278564,3340.924316,3317.689941,3293.957275,3269.860596,3246.615479,3226.273682,3205.983398,3184.90332,3165.227783,3145.393555,3125.415283,3107.794189,3089.922607,3071.731445,3055.003906,3038.391113,3022.781982,3007.781982,2991.185791,2975.895264,2960.019531,2944.053467,2929.538086
,,W06000005,"5+ person (1 adult, 4+ children) ",172.93222,175.596985,178.702255,181.596786,183.961197,187.108536,189.835632,192.554916,195.517609,198.173676,200.505951,202.989273,204.870453,206.441406,208.477753,210.138062,211.942719,213.899994,216.006195,218.185974,220.233734,222.256317,224.164825,225.889755,227.600174,229.219452
,Wrexham ,W06000006,All,58329.281082,58720.381943,59124.074509,59529.666183,59932.726715,60340.76181,60735.625107,61131.658295,61540.267517,61942.806702,62341.660889,62729.773544,63117.336868,63489.792175,63856.684738,64218.172546,64556.665771,64888.255463,65207.055878,65504.219879,65792.981872,66074.679382,66345.493103,66602.140351,66850.597229,67096.175995
,,W06000006,1 person ,17524.304688,17719.080078,17929.476563,18143.527344,18360.541016,18581.029297,18794.398438,19004.361328,19250.9375,19494.544922,19726.421875,19949.074219,20176.199219,20397.240234,20639.296875,20881.625,21095.328125,21304.775391,21548.087891,21765.521484,21960.005859,22139.498047,22306.814453,22461.917969,22623.419922,22781.908203
,,W06000006,2 person (No children) ,18045.085938,18159.955078,18279.232422,18398.347656,18514.226563,18631.648438,18733.699219,18845.480469,18935.330078,19019.896484,19121.759766,19217.791016,19315.898438,19401.621094,19461.681641,19521.787109,19581.720703,19641.474609,19647.603516,19646.914063,19665.955078,19694.470703,19725.402344,19749.105469,19754.029297,19758.671875
,,W06000006,"2 person (1 adult, 1 child) ",2289.753662,2332.365967,2374.004639,2416.85498,2458.25708,2501.147461,2544.805908,2584.96875,2626.732422,2670.929932,2715.360352,2762.447021,2809.734619,2859.044434,2905.162354,2948.737793,2994.550781,3037.71582,3081.008301,3125.661133,3166.58667,3205.949707,3243.736572,3280.576416,3317.528076,3358.166016
,,W06000006,3 person (No children) ,3970.679688,3976.549072,3983.881104,3991.922119,3989.661377,3992.53833,3990.234131,3988.018311,3983.263672,3975.381836,3970.774414,3967.685547,3963.047119,3958.567627,3952.575439,3950.195557,3952.476563,3953.751221,3949.89624,3945.311523,3942.173584,3941.032959,3936.580078,3934.212891,3933.602295,3928.469482
,,W06000006,"3 person (2 adults, 1 child) ",4465.237793,4490.734863,4512.665527,4534.686035,4560.243164,4586.261719,4615.077148,4648.266113,4681.024902,4713.468262,4741.563965,4769.491699,4794.870117,4821.359863,4847.227051,4871.076172,4893.401367,4916.151855,4942.056641,4972.542481,5001.130859,5030.641113,5062.224121,5095.343262,5127.910156,5160.797852
,,W06000006,"3 person (1 adult, 2 children) ",1115.557617,1131.560181,1147.345337,1162.138428,1178.387817,1193.223022,1210.047485,1226.327515,1242.625854,1258.676392,1271.925171,1283.901123,1294.932861,1305.726929,1315.502563,1323.734741,1330.64917,1338.303711,1347.306519,1358.315064,1369.488281,1380.306641,1391.444458,1402.273438,1413.45459,1425.372192
,,W06000006,4 person (No children) ,1285.324463,1282.613037,1282.126343,1282.554443,1278.261719,1276.692627,1272.775757,1267.675049,1264.400146,1260.672729,1260.812622,1263.13855,1266.603027,1270.671021,1274.541504,1278.568359,1284.70105,1288.37793,1291.985718,1294.559815,1298.056641,1302.904907,1307.144409,1311.633179,1315.884155,1317.491821
,,W06000006,"4 person (2+ adults, 1+ children) ",5981.367676,5981.300781,5977.494141,5969.550293,5968.022949,5962.033691,5965.613281,5965.409668,5964.219727,5967.41748,5962.781738,5958.356445,5951.341309,5944.387207,5939.967773,5930.95459,5919.28125,5908.712402,5902.845215,5899.826172,5894.138672,5884.677246,5876.110352,5868.663086,5863.050293,5861.260254
,,W06000006,"4 person (1 adult, 3 children) ",442.361664,455.340851,467.489288,479.503876,492.476349,503.60788,514.838562,526.060608,536.384827,546.218811,554.842773,562.683838,570.327393,576.742004,583.622803,590.862915,598.280457,606.135498,614.492676,623.865784,633.562439,643.517761,654.275452,665.276489,676.44519,687.436035
,,W06000006,5+ person (No children) ,285.427002,286.123779,287.5914,289.645447,290.675049,292.47467,293.767181,294.298706,295.893341,297.746124,300.751526,304.547516,308.841888,313.618408,318.631195,323.718842,329.237427,333.991241,339.412292,343.432007,347.562988,351.257172,354.30127,357.007172,360.126587,362.529907
,,W06000006,"5+ person (2+ adults, 1+ children) ",2746.490234,2720.776367,2693.046387,2665.323975,2639.944824,2612.288574,2586.764893,2561.330322,2534.647217,2507.960693,2480.288574,2452.228271,2423.184082,2395.19873,2369.411377,2344.181152,2320.627441,2298.400879,2277.629883,2258.782715,2239.849609,2220.880127,2202.597412,2185.841309,2169.338867,2152.728271
,,W06000006,"5+ person (1 adult, 4+ children) ",177.690659,183.981888,189.721359,195.611588,202.028809,207.816101,213.603104,219.461456,224.807831,229.893036,234.378113,238.428299,242.356796,245.614624,249.064163,252.730316,256.411438,260.464905,264.730988,269.48764,274.471191,279.542999,284.862183,290.289673,295.8078,301.344086
,Powys ,W06000023,All,58966.488495,59117.734055,59255.349846,59388.667381,59531.575386,59666.030411,59770.108238,59856.885818,59948.936996,60002.888199,60047.264526,60053.665146,60034.256355,59988.619125,59904.856514,59802.439034,59673.170113,59516.315323,59335.053619,59127.780785,58907.780503,58668.046691,58423.469658,58159.452195,57883.779663,57593.18454
,,W06000023,1 person ,18949.857422,19113.349609,19265.433594,19425.787109,19614.496094,19796.673828,19945.347656,20084.796875,20255.572266,20390.298828,20517.888672,20609.710938,20685.828125,20745.291016,20811.652344,20873.082031,20902.296875,20906.289063,20940.115234,20956.033203,20967.107422,20960.236328,20953,20930.949219,20917.466797,20898.023438
