,,GEOGRAPHY_CODE,HOUSEHOLD_TYPE,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,W06000023,2 person (No children) ,20805.527344,20946.964844,21079.322266,21199.230469,21305.804688,21409.501953,21504.070313,21584.191406,21641.763672,21686.078125,21736.933594,21781.591797,21815.527344,21845.070313,21817.648438,21781.289063,21750.214844,21716.853516,21625.482422,21515.259766,21406.453125,21296.021484,21188.603516,21077.294922,20945.158203,20805.412109
,,W06000023,"2 person (1 adult, 1 child) ",1942.246826,1966.428467,1991.66394,2016.695435,2040.073364,2065.794678,2093.267822,2122.32251,2151.434326,2181.240234,2209.113525,2236.393799,2260.810303,2282.049805,2304.856445,2327.995117,2348.675293,2368.932129,2388.323975,2409.203369,2427.449951,2444.650391,2459.284912,2472.093994,2484.347656,2495.3479
,,W06000023,3 person (No children) ,3632.77417,3627.197266,3614.072266,3597.409424,3575.466553,3543.965088,3510.807373,3474.496094,3431.375977,3386.025146,3341.263428,3294.383057,3248.448975,3206.287354,3158.764404,3111.129883,3064.925049,3019.739258,2976.892334,2937.340088,2894.739502,2855.517578,2815.852783,2779.64624,2745.751953,2713.177979
,,W06000023,"3 person (2 adults, 1 child) ",3154.075195,3116.554688,3079.376221,3041.671631,3004.491211,2969.726563,2937.251709,2906.369385,2874.280518,2846.192383,2816.419678,2785.614258,2753.907959,2720.916992,2690.21875,2659.150635,2628.587646,2598.856201,2570.485107,2545.91333,2520.053711,2495.150635,2470.701172,2446.50415,2422.77417,2397.999023
,,W06000023,"3 person (1 adult, 2 children) ",816.341309,804.571045,796.269958,789.027771,781.482483,776.239319,771.392639,766.356506,761.952148,757.299255,751.172546,746.021912,740.286133,733.399109,728.119202,722.754456,717.689026,713.0896,708.62677,704.75824,700.442444,695.858154,690.819336,685.207947,679.083679,672.536682
,,W06000023,4 person (No children) ,974.548035,970.742493,962.80365,954.265137,945.729187,931.973694,916.797668,900.778076,882.36908,863.399353,845.636353,827.666382,811.618652,797.766663,783.861145,769.305786,757.020569,743.744202,731.61969,720.448425,709.297913,699.956116,691.65625,684.762939,678.865051,673.524353
,,W06000023,"4 person (2+ adults, 1+ children) ",5060.813965,4982.484863,4912.27002,4843.436035,4777.487793,4718.727051,4666.500488,4620.172363,4579.427246,4546.401855,4507.980957,4473.361328,4439.042969,4400.675781,4370.159668,4337.174316,4302.246582,4269.123535,4235.057129,4201.98584,4167.399414,4129.439941,4087.188232,4042.782227,3997.499512,3951.170166
,,W06000023,"4 person (1 adult, 3 children) ",269.947571,266.454865,264.628998,263.431183,262.294922,262.103699,261.867432,261.615051,261.708466,261.495605,260.629974,260.363831,259.762512,258.713196,258.290863,257.779388,257.363983,256.91864,256.187592,255.45488,254.571533,253.446335,252.028229,250.329254,248.386902,246.204178
,,W06000023,5+ person (No children) ,363.953186,380.002045,393.640503,406.56427,418.809753,428.230591,436.933655,445.247894,450.980103,455.984833,461.711334,466.958771,472.541199,479.429749,486.152252,492.294373,499.351257,505.272064,512.158508,518.718994,524.986328,531.256958,537.661011,544.213135,550.41626,556.83728
,,W06000023,"5+ person (2+ adults, 1+ children) ",2899.239746,2844.801025,2796.290039,2750.012939,2702.946777,2658.908691,2619.846924,2582.745361,2548.345459,2516.886475,2485.202637,2456.581787,2429.972412,2401.397705,2376.315674,2350.541504,2323.921387,2295.813965,2267.717041,2239.545898,2211.495606,2182.136963,2151.768066,2120.33667,2088.324707,2056.943359
,,W06000023,"5+ person (1 adult, 4+ children) ",97.163727,98.182846,99.578392,101.135979,102.492561,104.185257,106.024559,107.794296,109.727737,111.586105,113.311829,115.017288,116.509773,117.621445,118.817329,119.942482,120.877602,121.683151,122.387817,123.118752,123.783554,124.375809,124.906151,125.331497,125.704773,126.008072
,Ceredigion ,W06000008,All,31638.161922,31799.631062,31976.929615,32151.136383,32322.268047,32503.550709,32675.109554,32854.835915,33046.349396,33229.448975,33402.551893,33564.428534,33714.000025,33846.81381,33971.728231,34091.642014,34211.812525,34326.354408,34434.575693,34537.899113,34635.600444,34733.750782,34834.732549,34935.002693,35026.862209,35115.153086
,,W06000008,1 person ,10693.061523,10816.441406,10944.019531,11069.536133,11189.032227,11323.901367,11450.429688,11576.054688,11727.067383,11853.958984,11966.117188,12074.441406,12159.481445,12230.314453,12303.073242,12378.34668,12457.275391,12533.436523,12624.524414,12710.65918,12789.057617,12867.414063,12950.699219,13032.301758,13113.30957,13189.262695
,,W06000008,2 person (No children) ,10451.576172,10477.521484,10521.794922,10558.566406,10598.488281,10627.983398,10649.59375,10675.125977,10683.94043,10708.291992,10731.764648,10741.628906,10756.974609,10760.933594,10750.261719,10728.734375,10701.963867,10667.553711,10605.046875,10534.379883,10464.130859,10395.582031,10326.186523,10255.005859,10170.712891,10088.830078
,,W06000008,"2 person (1 adult, 1 child) ",775.667419,781.453613,786.583923,793.548096,799.911316,808.379272,818.138672,830.987549,843.531067,856.779724,870.100891,882.823914,896.163208,910.129822,925.535889,941.139404,956.736328,975.041138,995.06665,1017.47229,1040.372803,1062.753784,1084.987915,1107.405273,1129.498291,1150.439575
,,W06000008,3 person (No children) ,2234.876221,2259.633545,2285.833008,2308.101807,2329.679443,2349.155518,2365.280762,2377.214844,2389.087158,2398.644287,2406.664063,2415.342041,2422.929443,2431.4646,2435.189697,2440.00415,2447.168701,2448.951904,2449.278076,2448.595947,2448.031494,2448.834229,2449.890625,2453.453125,2460.077637,2468.529785
,,W06000008,"3 person (2 adults, 1 child) ",1589.073608,1575.560425,1560.106567,1550.830566,1539.172729,1532.869507,1530.035156,1533.06897,1537.245972,1541.684937,1546.789185,1551.706909,1558.026733,1566.967285,1577.323242,1588.482056,1598.786133,1611.092896,1624.964233,1641.671021,1658.873901,1675.723633,1692.386719,1709.301758,1726.415039,1741.755859
,,W06000008,"3 person (1 adult, 2 children) ",376.863007,373.34964,369.871216,366.340088,362.863983,359.559113,356.298431,354.310638,352.439178,350.685944,349.760834,349.146362,348.807465,349.182983,350.611816,352.026886,353.001099,355.332733,358.668579,362.802277,366.846649,370.526215,373.908936,376.950714,379.80191,382.506378
,,W06000008,4 person (No children) ,792.606384,816.574951,840.88147,864.359802,887.747986,908.969971,927.794189,941.333008,954.64502,966.170959,976.267395,987.675232,998.478699,1008.805542,1016.064392,1024.623047,1034.339233,1042.30603,1049.130493,1055.007446,1060.274292,1066.135986,1071.468018,1077.472168,1085.067261,1093.821045
,,W06000008,"4 person (2+ adults, 1+ children) ",2404.689453,2379.997314,2354.710938,2333.565674,2313.985352,2296.450928,2284.789307,2279.082764,2274.326172,2270.509033,2270.683105,2272.110596,2275.84375,2281.693848,2294.216064,2307.162598,2320.515625,2339.225098,2362.17041,2388.465332,2416.037842,2442.1521,2468.411621,2494.249268,2520.013916,2544.248047
,,W06000008,"4 person (1 adult, 3 children) ",140.415192,140.322937,140.379501,140.061844,140.021759,140.197678,140.143753,140.484253,141.192612,142.146759,143.477997,144.945496,146.568481,148.144196,150.291183,152.376709,154.570541,156.945557,159.566956,162.247864,164.876129,167.38205,169.818542,172.201569,174.510925,176.749344
,,W06000008,5+ person (No children) ,591.449951,599.499451,603.001343,604.603638,607.054626,607.867981,608.822876,603.974915,599.424988,595.671265,591.288513,588.90155,587.210876,586.296509,583.422729,581.035828,579.319275,575.524048,570.562134,564.672424,558.862305,553.264709,547.68512,542.75769,539.041504,536.324402
,,W06000008,"5+ person (2+ adults, 1+ children) ",1548.666748,1541.214233,1532.820801,1525.606445,1519.161987,1513.898804,1510.238281,1510.24292,1511.071533,1513.078491,1518.325317,1524.879272,1533.239258,1543.115479,1556.391968,1568.729248,1579.53833,1592.593628,1607.418091,1623.857788,1640.291138,1656.171875,1671.637207,1686.426514,1701.150757,1715.662109
,,W06000008,"5+ person (1 adult, 4+ children) ",39.216244,38.062061,36.926395,36.015884,35.148357,34.317173,33.544689,32.955391,32.377884,31.826599,31.312757,30.826849,30.276056,29.765501,29.346289,28.981033,28.598001,28.351143,28.178782,28.067661,27.945415,27.810108,27.652105,27.476997,27.262508,27.023767
,Pembrokeshire ,W06000009,All,54216.366867,54433.592896,54652.183945,54871.441513,55087.691864,55296.571243,55494.593689,55679.23851,55889.723862,56074.670715,56233.452209,56373.679459,56483.275162,56577.242737,56643.921356,56691.650986,56724.042221,56736.649857,56727.628204,56707.635193,56674.940582,56627.255829,56575.452133,56519.63321,56454.293366,56379.771255
,,W06000009,1 person ,17147.236328,17351.273438,17558.689453,17769.935547,17993.033203,18206.921875,18419.111328,18630.421875,18881.431641,19110.855469,19303.277344,19485.384766,19636.619141,19773.875,19899.191406,20013.183594,20115.853516,20209.720703,20309.287109,20404.335938,20480.53125,20553.871094,20630.835938,20712.65625,20802.914063,20880.660156
,,W06000009,2 person (No children) ,18249.818359,18344.935547,18438.669922,18528.880859,18597.056641,18659.78125,18707.943359,18730.839844,18751.998047,18770.337891,18802.201172,18824.332031,18845.939453,18880.425781,18889.679688,18891.119141,18887.587891,18867.75,18819.457031,18758.363281,18705.894531,18638.943359,18564.193359,18484.806641,18386.585938,18294.527344
,,W06000009,"2 person (1 adult, 1 child) ",2276.228027,2297.547852,2317.624512,2337.847412,2367.146484,2396.996338,2426.275879,2459.013672,2491.393799,2520.689453,2544.274414,2568.166504,2592.253906,2608.336182,2627.86792,2648.410889,2670.179932,2693.290771,2716.315674,2742.008545,2766.887695,2791.442627,2815.31665,2837.323242,2857.055908,2874.375
,,W06000009,3 person (No children) ,3340.911133,3340.00415,3336.727783,3330.946533,3317.006592,3298.922607,3279.285156,3248.513916,3215.80542,3182.61499,3154.495361,3125.408936,3092.379639,3064.233643,3032.396484,3004.596924,2978.866943,2953.370361,2926.815186,2901.924561,2875.993408,2854.384522,2834.227783,2815.702393,2798.672119,2783.178711
,,W06000009,"3 person (2 adults, 1 child) ",2954.168213,2911.231689,2865.438477,2822.326904,2780.595947,2745.295898,2712.335693,2687.726318,2659.842041,2630.284424,2602.262695,2571.475098,2542.043457,2508.767822,2479.11084,2447.257568,2415.980469,2386.088623,2357.053955,2330.817627,2304.82959,2279.838867,2255.938721,2232.059326,2209.023193,2184.369385
,,W06000009,"3 person (1 adult, 2 children) ",935.367493,921.175476,908.815491,896.736389,885.726746,876.566345,867.246094,861.147217,853.695251,846.094482,836.487,827.798279,819.34259,808.204529,799.671875,791.336914,782.816467,774.823792,768.351074,762.268127,755.904053,748.928711,741.630127,733.959412,725.799805,717.284485
,,W06000009,4 person (No children) ,1099.003784,1116.151611,1130.433716,1143.508911,1152.880127,1159.31311,1165.837402,1167.485596,1168.244019,1169.381958,1173.818848,1177.515503,1180.10144,1185.738647,1189.732788,1193.913208,1200.328613,1207.018311,1212.469238,1218.905151,1224.936401,1232.793945,1241.22937,1250.35376,1259.427246,1268.665649
,,W06000009,"4 person (2+ adults, 1+ children) ",4618.225586,4567.244141,4519.302734,4472.57959,4432.589355,4397.772461,4366.549316,4347.806152,4326.48877,4306.20166,4281.566406,4259.729492,4241.588867,4218.503906,4199.644043,4179.99707,4157.72168,4137.778809,4118.718262,4098.623535,4078.055908,4053.812744,4027.632324,3997.859619,3968.865723,3938.973633
,,W06000009,"4 person (1 adult, 3 children) ",361.44458,359.142151,357.823029,356.547028,356.100739,355.889496,355.663513,355.988007,355.855469,355.923065,354.924896,354.42218,353.833405,352.141113,351.08139,350.182495,349.006836,347.817841,346.915039,346.097595,345.335815,344.315857,343.091034,341.587341,339.935822,338.070251
,,W06000009,5+ person (No children) ,229.45224,234.16983,238.102982,241.495132,244.168762,245.966156,248.12384,248.606155,249.265274,250.13736,251.615646,253.500717,254.815582,257.904144,260.278656,262.859497,265.584503,268.116547,269.715332,270.948364,272.42276,274.126678,275.935669,278.327759,281.460815,284.869202
,,W06000009,"5+ person (2+ adults, 1+ children) ",2864.160156,2850.511475,2840.138916,2829.84668,2820.13623,2811.326416,2804.039551,2798.878906,2792.327881,2788.24292,2784.490234,2781.788818,2780.217773,2775.524658,2772.060791,2765.727539,2757.297607,2748.298828,2740.1521,2731.049316,2722.000488,2712.780762,2703.563721,2693.22168,2682.904053,2673.360352
,,W06000009,"5+ person (1 adult, 4+ children) ",140.350967,140.205536,140.416931,140.790527,141.251038,141.81929,142.182556,142.810852,143.376251,143.907043,144.038193,144.157135,144.139908,143.587311,143.205475,143.066147,142.817764,142.575272,142.378204,142.293152,142.148682,142.016663,141.857437,141.775787,141.648682,141.437088
,Carmarthenshire ,W06000010,All,79862.120789,80135.077133,80415.66185,80712.949203,81011.459259,81305.94754,81592.612045,81875.933472,82184.680145,82473.91304,82742.797409,82989.173782,83214.5065,83425.970001,83610.313553,83773.382828,83921.994583,84053.619461,84165.158493,84265.384782,84340.435241,84401.331177,84456.727494,84500.417695,84522.914246,84526.406708
,,W06000010,1 person ,24270.984375,24398.421875,24538.714844,24709.580078,24895.748047,25074.890625,25237.802734,25407.525391,25641.851563,25856.167969,26037.597656,26193.332031,26334.003906,26493.939453,26652.634766,26798.787109,26933.210938,27069.496094,27242.365234,27413.511719,27551.410156,27666.828125,27780.748047,27906.791016,28017.775391,28111.615234
,,W06000010,2 person (No children) ,26177.576172,26383.417969,26579.951172,26762.707031,26924.941406,27086.175781,27246.712891,27384.419922,27495.886719,27601.109375,27715.242188,27838.888672,27957.541016,28042.716797,28098.849609,28150.240234,28208.798828,28242.714844,28208.716797,28165.554688,28125.546875,28099.304688,28071.527344,28016.746094,27955.128906,27889.326172
,,W06000010,"2 person (1 adult, 1 child) ",3323.444092,3366.345459,3407.063477,3453.166016,3502.077148,3551.206787,3603.635742,3662.222412,3718.742188,3776.773438,3834.660156,3889.179688,3942.358643,3996.623291,4050.12085,4101.461914,4146.083008,4192.876465,4242.958496,4290.769043,4339.054688,4384.169434,4428.099609,4472.499512,4516.703613,4562.26123
,,W06000010,3 person (No children) ,5562.617676,5560.57959,5552.410156,5532.811035,5510.580078,5486.619629,5462.730957,5432.691895,5394.956543,5358.440918,5326.20166,5301.26709,5278.115723,5251.864746,5223.949707,5195.741211,5172.444824,5147.066895,5117.479004,5088.418945,5060.092285,5034.132813,5009.21582,4983.658691,4956.400879,4929.38916
,,W06000010,"3 person (2 adults, 1 child) ",4870.244141,4820.170898,4773.0625,4732.17334,4692.905762,4656.72168,4623.185059,4594.738281,4565.42627,4538.817871,4515.048828,4485.205078,4455.038086,4426.581543,4397.396973,4366.47998,4331.508301,4300.143066,4274.103027,4251.291504,4228.585938,4206.648926,4186.175293,4165.928711,4144.48877,4121.959473
,,W06000010,"3 person (1 adult, 2 children) ",1538.889771,1531.331665,1527.560181,1526.143433,1525.294556,1525.46521,1526.676392,1530.585449,1532.95459,1532.695923,1531.047485,1526.730591,1520.476196,1513.648926,1509.341675,1504.815063,1499.223755,1496.078735,1495.137695,1494.360474,1494.55481,1493.978638,1492.814453,1491.601563,1489.786255,1487.253296
,,W06000010,4 person (No children) ,1816.771851,1840.252563,1859.25293,1870.907593,1880.445557,1887.810669,1894.555054,1896.121948,1895.150391,1896.339722,1897.216064,1904.130737,1913.543457,1922.903198,1932.144653,1943.560547,1959.227417,1971.169556,1982.669556,1993.292969,2004.215698,2014.737915,2026.300781,2040.250244,2054.805908,2069.841797
,,W06000010,"4 person (2+ adults, 1+ children) ",7094.798828,7032.512207,6976.507813,6926.049805,6880.361328,6837.943359,6798.570313,6767.937012,6738.96582,6711.370605,6683.8125,6649.582031,6615.727051,6583.075195,6552.117676,6519.946289,6480.865723,6445.055176,6413.232422,6380.765625,6349.898438,6316.387695,6280.720703,6245.726563,6212.81543,6180.432129
,,W06000010,"4 person (1 adult, 3 children) ",507.711182,505.752472,505.53302,505.704529,506.055084,506.500061,506.504852,507.161896,507.533722,507.080444,506.374603,505.205444,502.938416,500.171814,498.123535,496.264526,494.194733,492.342865,490.860504,489.458984,488.301392,487.29483,486.291534,485.419006,484.870575,484.242584
,,W06000010,5+ person (No children) ,457.477051,469.80899,480.502258,488.960663,497.147888,504.613739,511.687653,517.642944,523.254822,529.302063,535.05603,542.59906,550.743835,559.327087,567.686462,576.662659,586.815125,595.917603,604.263916,611.808899,619.187439,626.143738,632.889465,640.143188,647.575439,655.511536
,,W06000010,"5+ person (2+ adults, 1+ children) ",4045.907227,4029.158447,4015.600342,4002.792236,3991.246338,3980.725098,3970.640137,3962.111084,3954.576904,3948.259033,3940.852051,3931.481689,3921.213135,3911.333496,3902.873291,3893.175781,3882.347412,3872.183838,3863.277588,3854.322022,3845.907715,3836.059082,3824.330811,3812.05249,3800.982666,3791.118408
,,W06000010,"5+ person (1 adult, 4+ children) ",195.698425,197.324997,199.503159,201.953445,204.656067,207.274902,209.910263,212.775238,215.380615,217.555679,219.688187,221.571671,222.807037,223.784454,225.074356,226.247513,227.274521,228.574326,230.094254,231.82991,233.67981,235.645294,237.613632,239.600616,241.580414,243.455688
,Swansea ,W06000011,All,105601.185013,106359.967041,107125.957672,107884.944382,108638.914047,109404.132019,110170.301971,110957.969681,111784.738358,112586.226929,113369.96965,114127.45668,114871.442596,115592.086807,116299.114212,116998.374023,117673.717438,118327.586487,118974.710144,119620.779129,120247.821137,120874.074783,121494.470108,122100.965043,122683.053604,123239.561356
,,W06000011,1 person ,36068.152344,36629.101563,37185.796875,37740.671875,38300.140625,38864.210938,39442.152344,40026.867188,40662.597656,41276.136719,41851.984375,42403.730469,42944.191406,43482.132813,44029.949219,44572.625,45097.992188,45605.277344,46177.082031,46736.21875,47262.328125,47789.625,48305.9375,48814.742188,49320.300781,49815.359375
,,W06000011,2 person (No children) ,31181.175781,31398.009766,31628.847656,31845.291016,32041.326172,32242.546875,32415.724609,32598.632813,32773.476563,32938.765625,33119.980469,33299.042969,33480.394531,33652.761719,33786.53125,33926.152344,34066.796875,34207.101563,34252.21875,34299.363281,34359.230469,34423.046875,34496.328125,34558.070313,34595.484375,34619.273438
,,W06000011,"2 person (1 adult, 1 child) ",4383.208984,4447.388184,4506.744141,4572.536133,4638.983887,4704.700195,4774.361816,4847.154297,4924.592773,4998.980957,5075.866699,5149.768555,5221.353516,5286.486816,5355.898438,5425.098633,5487.527344,5546.444336,5616.869629,5693.617676,5770.776856,5845.629395,5920.721191,5996.637207,6068.694824,6137.672852
,,W06000011,3 person (No children) ,6725.743652,6712.288574,6710.005371,6698.653809,6676.023926,6649.814453,6613.513184,6579.228516,6533.150879,6489.724609,6448.398438,6405.778809,6359.552246,6313.576172,6269.556152,6224.238281,6185.386719,6152.411621,6114.936035,6075.410645,6034.233887,6000.621094,5962.419922,5925.324707,5891.392578,5859.050781
,,W06000011,"3 person (2 adults, 1 child) ",6476.103516,6453.089355,6418.54248,6382.358887,6359.083984,6342.078125,6334.76416,6332.097656,6335.697266,6335.313965,6336.958496,6329.196777,6321.946777,6310.955566,6306.941406,6297.247559,6279.507324,6256.549316,6243.419922,6238.749512,6236.406738,6232.202637,6231.458984,6232.962402,6234.191895,6231.106934
,,W06000011,"3 person (1 adult, 2 children) ",2137.788818,2126.564697,2112.377441,2104.971436,2097.730713,2090.473877,2085.61377,2083.570557,2084.466064,2081.584717,2077.510986,2073.374756,2068.867432,2061.014404,2055.460693,2050.860352,2043.983032,2034.591309,2030.900879,2030.702637,2031.754517,2031.689819,2032.043945,2032.368286,2031.375488,2029.088501
,,W06000011,4 person (No children) ,2675.024658,2694.218506,2722.670898,2747.213135,2766.51709,2783.006836,2791.888916,2797.551025,2800.200928,2806.501953,2812.003418,2818.460938,2822.885742,2829.149414,2835.328613,2839.02002,2848.347412,2859.434082,2866.12085,2872.19043,2878.350342,2889.329102,2900.641357,2913.420654,2925.717529,2938.855957
,,W06000011,"4 person (2+ adults, 1+ children) ",9050.243164,9006.412109,8952.871094,8905.180664,8866.714844,8830.474609,8809.189453,8790.500977,8774.331055,8761.705078,8750.460938,8745.770508,8740.384766,8728.833984,8720.777344,8714.151367,8701.518555,8689.874023,8689.429688,8691.532227,8691.265625,8680.637695,8669.166016,8658.681641,8646.90625,8634.446289
,,W06000011,"4 person (1 adult, 3 children) ",693.675049,690.188049,685.883484,683.926697,682.484131,681.119141,680.248779,680.628662,682.100037,682.02771,680.727356,679.533386,678.027466,675.002686,672.472046,670.957458,669.360779,667.706299,667.252747,667.619446,667.842163,667.623657,667.38678,667.157471,666.928711,666.47821
,,W06000011,5+ person (No children) ,1495.311279,1521.530151,1557.453735,1587.913818,1621.089844,1652.962524,1680.366455,1698.244141,1710.538452,1730.67395,1748.331299,1771.506714,1798.28479,1836.563965,1868.358032,1898.285034,1934.396851,1972.325317,1998.878052,2012.807129,2027.159302,2041.012573,2051.082275,2059.04834,2074.483154,2096.585449
,,W06000011,"5+ person (2+ adults, 1+ children) ",4500.704102,4470.759277,4438.052246,4412.13916,4387.512207,4363.907227,4346.112793,4329.117676,4311.334961,4295.003906,4280.928711,4267.099609,4253.94873,4236.700684,4221.689941,4205.718262,4186.71875,4165.64502,4149.216309,4135.936523,4123.527344,4109.422852,4095.711914,4082.571289,4069.098389,4054.744385
,,W06000011,"5+ person (1 adult, 4+ children) ",214.053665,210.416809,206.71225,204.087753,201.306625,198.837219,196.365692,194.376175,192.251724,189.807739,186.818466,184.193192,181.605194,178.908585,176.151077,174.019714,172.18161,170.226257,168.385254,166.630875,164.94577,163.234085,161.572098,159.980545,158.47963,156.899185
,Neath Port Talbot ,W06000012,All,60927.292511,61099.037964,61279.997375,61457.617294,61645.315247,61844.744247,62026.876434,62212.773911,62410.511414,62600.060211,62778.73053,62938.348251,63099.427689,63237.836548,63352.266113,63454.206253,63538.949905,63613.919388,63671.85933,63719.803223,63764.577164,63806.861633,63842.902237,63861.643524,63870.562241,63861.734985
,,W06000012,1 person ,18561.03125,18664.423828,18771.609375,18871.587891,18978.929688,19111.013672,19231.796875,19357.763672,19515.308594,19657.742188,19780.695313,19896.429688,20018.605469,20135.083984,20229.466797,20323.720703,20398.914063,20469.669922,20562.916016,20641.630859,20726.767578,20808.771484,20888.796875,20964.193359,21031.492188,21082.589844
,,W06000012,2 person (No children) ,19009.371094,19119.189453,19238.076172,19357.205078,19487.822266,19606.6875,19705.619141,19801.166016,19877.732422,19968.796875,20071.980469,20155.544922,20240.927734,20305.457031,20369.126953,20424.404297,20479.701172,20540.117188,20549.716797,20566.386719,20571.447266,20581.050781,20590.740234,20582.126953,20571.732422,20559.126953
,,W06000012,"2 person (1 adult, 1 child) ",2349.194092,2359.442627,2370.596191,2384.267578,2398.234863,2413.823242,2431.373047,2451.565674,2475.686768,2497.385254,2516.752197,2536.306641,2555.450928,2573.697754,2592.791748,2610.967529,2625.882568,2638.169922,2653.195557,2668.404785,2683.601318,2696.521484,2708.370606,2721.097656,2732.566406,2744.284912
,,W06000012,3 person (No children) ,4774.081543,4766.709473,4760.446777,4751.101563,4738.021973,4722.362305,4704.315918,4683.712891,4651.183105,4621.998535,4595.79541,4573.115723,4554.439453,4532.411621,4508.557129,4482.918945,4467.280273,4449.276855,4428.858887,4408.986816,4391.946289,4380.083496,4366.445801,4354.923828,4340.918457,4321.833984
,,W06000012,"3 person (2 adults, 1 child) ",4271.449707,4254.17334,4232.676758,4208.697266,4184.333008,4159.043457,4139.303223,4122.218262,4109.10498,4091.070557,4073.843018,4053.7771,4030.980469,4010.49707,3991.16626,3971.016357,3950.242188,3928.298584,3909.464844,3891.207031,3872.479248,3853.134766,3835.346924,3818.41333,3803.003662,3787.850586
,,W06000012,"3 person (1 adult, 2 children) ",1170.319702,1155.619751,1142.029663,1131.151855,1120.831787,1111.047363,1102.210083,1094.210571,1088.450806,1081.540283,1073.200195,1064.825195,1056.192139,1047.793091,1040.304688,1032.873291,1023.381653,1012.872375,1005.016907,997.261902,989.685059,981.241943,972.486511,963.96344,955.304138,947.19873
,,W06000012,4 person (No children) ,1540.43457,1547.306519,1555.073364,1560.622681,1563.480347,1563.072632,1561.498901,1559.780884,1555.276855,1551.06958,1549.327026,1552.221191,1552.907837,1557.913452,1562.592163,1568.859497,1581.092285,1594.123047,1606.427124,1618.630493,1628.230713,1638.890015,1648.571899,1656.805786,1665.574463,1675.06189
,,W06000012,"4 person (2+ adults, 1+ children) ",5868.522949,5853.609375,5834.398438,5819.030762,5802.752441,5789.414551,5784.750977,5780.113281,5778.608887,5774.418945,5765.180664,5757.454102,5746.222168,5735.181152,5723.000488,5708.628906,5687.30957,5662.637207,5642.817871,5619.183594,5597.928711,5571.256348,5542.719238,5515.743652,5490.586914,5468.299805
,,W06000012,"4 person (1 adult, 3 children) ",378.253082,374.488068,370.607758,367.563904,364.914398,362.597961,360.124786,357.513977,355.094788,352.722412,349.644928,346.097534,342.570221,338.756439,334.805481,331.121582,327.000336,322.591522,318.600891,314.792877,311.289978,307.905884,304.698975,301.565979,298.760956,296.011841
,,W06000012,5+ person (No children) ,251.624283,256.162506,260.691589,264.974274,268.513184,271.304626,273.855225,275.984589,277.920624,280.05014,282.992737,286.724945,289.974548,294.413025,299.241241,304.078339,310.00235,316.540131,322.666748,328.515503,333.502563,338.296173,342.802887,347.263641,351.548828,356.284515
,,W06000012,"5+ person (2+ adults, 1+ children) ",2622.448242,2617.516357,2613.431641,2610.636719,2606.307861,2602.737549,2599.945801,2596.301025,2593.352539,2590.067871,2586.007324,2582.542236,2577.829834,2573.420166,2568.160156,2562.632324,2555.414307,2547.343262,2540.106445,2533.001709,2526.143555,2518.515137,2511.092529,2505.179443,2499.042236,2493.403809
,,W06000012,"5+ person (1 adult, 4+ children) ",130.561996,130.396667,130.35965,130.777725,131.173431,131.639389,132.082458,132.443069,132.791046,133.197571,133.311249,133.308975,133.326889,133.211761,133.053009,132.984482,132.729141,132.279373,132.071243,131.800934,131.554886,131.194122,130.829758,130.366455,130.03157,129.788116
,Bridgend ,W06000013,All,59820.318848,60122.679626,60444.637711,60775.332993,61099.102768,61422.098419,61733.899612,62040.474442,62367.403931,62676.91835,62973.007217,63250.686356,63517.884323,63772.926346,64003.305069,64215.894196,64421.456161,64612.456039,64799.649262,64963.710739,65118.288757,65259.425231,65401.934723,65522.985214,65629.076553,65715.946503
,,W06000013,1 person ,17167.234375,17343.748047,17539.451172,17740.671875,17943.388672,18144.015625,18333.414063,18514.724609,18737.978516,18946.613281,19149.285156,19329.041016,19505.1875,19679.974609,19856.410156,20015.65625,20165.320313,20300.529297,20482.636719,20643.347656,20796.830078,20929.691406,21070.193359,21196.669922,21321.613281,21417.078125
,,W06000013,2 person (No children) ,19215.941406,19322.673828,19446.009766,19575.773438,19692.685547,19811.761719,19927.376953,20039.857422,20141.757813,20235.330078,20322.189453,20416.125,20510.9375,20597.416016,20652.050781,20709.888672,20782.296875,20854.361328,20875.669922,20883.417969,20885.230469,20898.738281,20909.15625,20906.755859,20882.470703,20866.439453
,,W06000013,"2 person (1 adult, 1 child) ",2331.144775,2359.475586,2384.848389,2412.663574,2441.820557,2473.23877,2503.131836,2536.36792,2570.635254,2605.384766,2637.910156,2670.60498,2699.317871,2728.374268,2755.167725,2783.657227,2806.019043,2831.451904,2856.894287,2885.097412,2913.199463,2938.699707,2965.1521,2990.924316,3016.693604,3041.088623
,,W06000013,3 person (No children) ,4490.11084,4509.342285,4534.155273,4557.560059,4570.132813,4576.368164,4587.313965,4596.104004,4595.254395,4591.732422,4586.791016,4584.852051,4580.885254,4572.241699,4561.599609,4548.786133,4549.214355,4543.489258,4529.397949,4515.373535,4506.223145,4503.120117,4496.804199,4489.3125,4488.164551,4492.943848
